#             E [au]         delta_0 [1]         delta_1 [1]         delta_2 [1]         delta_3 [1]
    1.360000000000E1   -1.480092271855E0   -1.237769709611E0    1.507770797716E0    1.492159755142E0
    1.365000000000E1   -1.482642604833E0   -1.241107535924E0    1.507923432436E0    1.488869948356E0
    1.370000000000E1   -1.485153702969E0   -1.244453036192E0    1.508104258666E0    1.485595584868E0
    1.375000000000E1   -1.487625693781E0   -1.247805861975E0    1.508312664604E0    1.482336750708E0
    1.380000000000E1   -1.490058709108E0   -1.251165670136E0    1.508548031835E0    1.479093531170E0
    1.385000000000E1   -1.492452884804E0   -1.254532122740E0    1.508809735565E0    1.475866010809E0
    1.390000000000E1   -1.494808360977E0   -1.257904886980E0    1.509097144890E0    1.472654273454E0
    1.395000000000E1   -1.497125281869E0   -1.261283635112E0    1.509409623086E0    1.469458402236E0
    1.400000000000E1   -1.499403796565E0   -1.264668044352E0    1.509746527878E0    1.466278479578E0
    1.405000000000E1   -1.501644058146E0   -1.268057796825E0    1.510107211742E0    1.463114587230E0
    1.410000000000E1   -1.503846224556E0   -1.271452579472E0    1.510491022183E0    1.459966806275E0
    1.415000000000E1   -1.506010458080E0   -1.274852083975E0    1.510897302051E0    1.456835217127E0
    1.420000000000E1   -1.508136925555E0   -1.278256006688E0    1.511325389856E0    1.453719899551E0
    1.425000000000E1   -1.510225798969E0   -1.281664048557E0    1.511774620091E0    1.450620932671E0
    1.430000000000E1   -1.512277254647E0   -1.285075915040E0    1.512244323541E0    1.447538394984E0
    1.435000000000E1   -1.514291474049E0   -1.288491316046E0    1.512733827636E0    1.444472364355E0
    1.440000000000E1   -1.516268643357E0   -1.291909965850E0    1.513242456762E0    1.441422918047E0
    1.445000000000E1   -1.518208953715E0   -1.295331583027E0    1.513769532612E0    1.438390132691E0
    1.450000000000E1   -1.520112601091E0   -1.298755890379E0    1.514314374538E0    1.435374084341E0
    1.455000000000E1   -1.521979786937E0   -1.302182614855E0    1.514876299900E0    1.432374848430E0
    1.460000000000E1   -1.523810717357E0   -1.305611487500E0    1.515454624419E0    1.429392499819E0
    1.465000000000E1   -1.525605603912E0   -1.309042243369E0    1.516048662505E0    1.426427112773E0
    1.470000000000E1   -1.527364663111E0   -1.312474621466E0    1.516657727650E0    1.423478760982E0
    1.475000000000E1   -1.529088116552E0   -1.315908364671E0    1.517281132774E0    1.420547517542E0
    1.480000000000E1   -1.530776191524E0   -1.319343219680E0    1.517918190594E0    1.417633454988E0
    1.485000000000E1   -1.532429120154E0   -1.322778936937E0    1.518568213962E0    1.414736645274E0
    1.490000000000E1   -1.534047140177E0   -1.326215270553E0    1.519230516267E0    1.411857159789E0
    1.495000000000E1   -1.535630494497E0   -1.329651978281E0    1.519904411754E0    1.408995069356E0
    1.500000000000E1   -1.537179431359E0   -1.333088821408E0    1.520589215914E0    1.406150444219E0
    1.505000000000E1   -1.538694204256E0   -1.336525564725E0    1.521284245835E0    1.403323354062E0
    1.510000000000E1   -1.540175072448E0   -1.339961976442E0    1.521988820570E0    1.400513868001E0
    1.515000000000E1   -1.541622300197E0   -1.343397828149E0    1.522702261483E0    1.397722054578E0
    1.520000000000E1   -1.543036157479E0   -1.346832894746E0    1.523423892609E0    1.394947981786E0
    1.525000000000E1   -1.544416919427E0   -1.350266954368E0    1.524153040984E0    1.392191717030E0
    1.530000000000E1   -1.545764866489E0   -1.353699788373E0    1.524889037029E0    1.389453327146E0
    1.535000000000E1   -1.547080284931E0   -1.357131181233E0    1.525631214869E0    1.386732878399E0
    1.540000000000E1   -1.548363465978E0   -1.360560920509E0    1.526378912682E0    1.384030436487E0
    1.545000000000E1   -1.549614706576E0   -1.363988796778E0    1.527131473014E0    1.381346066512E0
    1.550000000000E1   -1.550834308767E0   -1.367414603614E0    1.527888243133E0    1.378679833009E0
    1.555000000000E1   -1.552022579951E0   -1.370838137481E0    1.528648575320E0    1.376031799914E0
    1.560000000000E1   -1.553179832856E0   -1.374259197726E0    1.529411827213E0    1.373402030583E0
    1.565000000000E1   -1.554306385723E0   -1.377677586507E0    1.530177362103E0    1.370790587759E0
    1.570000000000E1   -1.555402561685E0   -1.381093108746E0    1.530944549240E0    1.368197533600E0
    1.575000000000E1   -1.556468689417E0   -1.384505572074E0    1.531712764116E0    1.365622929653E0
    1.580000000000E1   -1.557505102492E0   -1.387914786799E0    1.532481388762E0    1.363066836846E0
    1.585000000000E1   -1.558512139539E0   -1.391320565838E0    1.533249812018E0    1.360529315494E0
    1.590000000000E1   -1.559490144634E0   -1.394722724686E0    1.534017429817E0    1.358010425271E0
    1.595000000000E1   -1.560439466453E0   -1.398121081351E0    1.534783645431E0    1.355510225231E0
    1.600000000000E1   -1.561360458968E0   -1.401515456326E0    1.535547869732E0    1.353028773779E0
    1.605000000000E1   -1.562253480749E0   -1.404905672546E0    1.536309521432E0    1.350566128676E0
    1.610000000000E1   -1.563118895210E0   -1.408291555327E0    1.537068027300E0    1.348122347010E0
    1.615000000000E1   -1.563957070518E0   -1.411672932332E0    1.537822822418E0    1.345697485210E0
    1.620000000000E1   -1.564768379705E0   -1.415049633537E0    1.538573350372E0    1.343291599022E0
    1.625000000000E1   -1.565553200073E0   -1.418421491175E0    1.539319063462E0    1.340904743504E0
    1.630000000000E1   -1.566311913605E0   -1.421788339706E0    1.540059422896E0    1.338536973022E0
    1.635000000000E1   -1.567044906590E0   -1.425150015772E0    1.540793898961E0    1.336188341229E0
    1.640000000000E1   -1.567752569437E0   -1.428506358161E0    1.541521971225E0    1.333858901048E0
    1.645000000000E1   -1.568435297138E0   -1.431857207769E0    1.542243128668E0    1.331548704686E0
    1.650000000000E1   -1.569093488372E0   -1.435202407560E0    1.542956869850E0    1.329257803587E0
    1.655000000000E1   -1.569727546146E0   -1.438541802524E0    1.543662703063E0    1.326986248457E0
    1.660000000000E1   -1.570337877035E0   -1.441875239657E0    1.544360146432E0    1.324734089231E0
    1.665000000000E1    1.570667762192E0   -1.445202567912E0    1.545048728060E0    1.322501375043E0
    1.670000000000E1    1.570103650365E0   -1.448523638162E0    1.545727986136E0    1.320288154259E0
    1.675000000000E1    1.569562023382E0   -1.451838303185E0    1.546397469023E0    1.318094474408E0
    1.680000000000E1    1.569042460490E0   -1.455146417604E0    1.547056735372E0    1.315920382219E0
    1.685000000000E1    1.568544537473E0   -1.458447837881E0    1.547705354160E0    1.313765923570E0
    1.690000000000E1    1.568067827258E0   -1.461742422267E0    1.548342904797E0    1.311631143495E0
    1.695000000000E1    1.567611899749E0   -1.465030030772E0    1.548968977181E0    1.309516086150E0
    1.700000000000E1    1.567176321840E0   -1.468310525148E0    1.549583171715E0    1.307420794811E0
    1.705000000000E1    1.566760658099E0   -1.471583768849E0    1.550185099385E0    1.305345311862E0
    1.710000000000E1    1.566364470234E0   -1.474849626990E0    1.550774381780E0    1.303289678759E0
    1.715000000000E1    1.565987317904E0   -1.478107966353E0    1.551350651094E0    1.301253936042E0
    1.720000000000E1    1.565628758513E0   -1.481358655320E0    1.551913550154E0    1.299238123277E0
    1.725000000000E1    1.565288347418E0   -1.484601563870E0    1.552462732420E0    1.297242279091E0
    1.730000000000E1    1.564965637905E0   -1.487836563542E0    1.552997861979E0    1.295266441104E0
    1.735000000000E1    1.564660181829E0   -1.491063527421E0    1.553518613524E0    1.293310645950E0
    1.740000000000E1    1.564371529258E0   -1.494282330092E0    1.554024672342E0    1.291374929236E0
    1.745000000000E1    1.564099229132E0   -1.497492847636E0    1.554515734261E0    1.289459325535E0
    1.750000000000E1    1.563842829093E0   -1.500694957590E0    1.554991505648E0    1.287563868349E0
    1.755000000000E1    1.563601875555E0   -1.503888538930E0    1.555451703307E0    1.285688590120E0
    1.760000000000E1    1.563375914348E0   -1.507073472055E0    1.555896054479E0    1.283833522185E0
    1.765000000000E1    1.563164490371E0   -1.510249638742E0    1.556324296758E0    1.281998694762E0
    1.770000000000E1    1.562967148250E0   -1.513416922154E0    1.556736178006E0    1.280184136947E0
    1.775000000000E1    1.562783432116E0   -1.516575206792E0    1.557131456308E0    1.278389876667E0
    1.780000000000E1    1.562612886056E0   -1.519724378491E0    1.557509899864E0    1.276615940679E0
    1.785000000000E1    1.562455053937E0   -1.522864324392E0    1.557871286929E0    1.274862354532E0
    1.790000000000E1    1.562309480098E0   -1.525994932910E0    1.558215405692E0    1.273129142573E0
    1.795000000000E1    1.562175709015E0   -1.529116093747E0    1.558542054192E0    1.271416327901E0
    1.800000000000E1    1.562053285948E0   -1.532227697847E0    1.558851040217E0    1.269723932359E0
    1.805000000000E1    1.561941756805E0   -1.535329637371E0    1.559142181193E0    1.268051976497E0
    1.810000000000E1    1.561840668208E0   -1.538421805713E0    1.559415304052E0    1.266400479569E0
    1.815000000000E1    1.561749568119E0   -1.541504097446E0    1.559670245143E0    1.264769459502E0
    1.820000000000E1    1.561668005546E0   -1.544576408317E0    1.559906850092E0    1.263158932873E0
    1.825000000000E1    1.561595531143E0   -1.547638635251E0    1.560124973693E0    1.261568914889E0
    1.830000000000E1    1.561531697024E0   -1.550690676295E0    1.560324479738E0    1.259999419363E0
    1.835000000000E1    1.561476057185E0   -1.553732430645E0    1.560505240941E0    1.258450458689E0
    1.840000000000E1    1.561428167350E0   -1.556763798594E0    1.560667138750E0    1.256922043820E0
    1.845000000000E1    1.561387585618E0   -1.559784681544E0    1.560810063251E0    1.255414184251E0
    1.850000000000E1    1.561353872150E0   -1.562794981968E0    1.560933912990E0    1.253926887994E0
    1.855000000000E1    1.561326589775E0   -1.565794603428E0    1.561038594861E0    1.252460161548E0
    1.860000000000E1    1.561305303793E0   -1.568783450519E0    1.561124023931E0    1.251014009873E0
    1.865000000000E1    1.561289582377E0    1.569831224684E0    1.561190123310E0    1.249588436382E0
    1.870000000000E1    1.561278996443E0    1.566864208332E0    1.561236823996E0    1.248183442905E0
    1.875000000000E1    1.561273120054E0    1.563908246321E0    1.561264064737E0    1.246799029669E0
    1.880000000000E1    1.561271530687E0    1.560963429931E0    1.561271791857E0    1.245435195280E0
    1.885000000000E1    1.561273809028E0    1.558029849473E0    1.561259959106E0    1.244091936678E0
    1.890000000000E1    1.561279539414E0    1.555107594256E0    1.561228527523E0    1.242769249147E0
    1.895000000000E1    1.561288309587E0    1.552196752633E0    1.561177465269E0    1.241467126259E0
    1.900000000000E1    1.561299711494E0    1.549297411982E0    1.561106747473E0    1.240185559868E0
    1.905000000000E1    1.561313340700E0    1.546409658730E0    1.561016356077E0    1.238924540088E0
    1.910000000000E1    1.561328797025E0    1.543533578359E0    1.560906279682E0    1.237684055261E0
    1.915000000000E1    1.561345684455E0    1.540669255429E0    1.560776513388E0    1.236464091927E0
    1.920000000000E1    1.561363611376E0    1.537816773557E0    1.560627058642E0    1.235264634821E0
    1.925000000000E1    1.561382190443E0    1.534976215458E0    1.560457923075E0    1.234085666833E0
    1.930000000000E1    1.561401038960E0    1.532147662935E0    1.560269120379E0    1.232927168993E0
    1.935000000000E1    1.561419779058E0    1.529331196881E0    1.560060670108E0    1.231789120444E0
    1.940000000000E1    1.561438037524E0    1.526526897307E0    1.559832597548E0    1.230671498411E0
    1.945000000000E1    1.561455446133E0    1.523734843327E0    1.559584933570E0    1.229574278199E0
    1.950000000000E1    1.561471641401E0    1.520955113188E0    1.559317714466E0    1.228497433147E0
    1.955000000000E1    1.561486265322E0    1.518187784252E0    1.559030981812E0    1.227440934624E0
    1.960000000000E1    1.561498964753E0    1.515432933017E0    1.558724782307E0    1.226404751999E0
    1.965000000000E1    1.561509391983E0    1.512690635121E0    1.558399167633E0    1.225388852613E0
    1.970000000000E1    1.561517204616E0    1.509960965337E0    1.558054194305E0    1.224393201765E0
    1.975000000000E1    1.561522065755E0    1.507243997598E0    1.557689923519E0    1.223417762694E0
    1.980000000000E1    1.561523643825E0    1.504539804989E0    1.557306421041E0    1.222462496538E0
    1.985000000000E1    1.561521612889E0    1.501848459745E0    1.556903757026E0    1.221527362351E0
    1.990000000000E1    1.561515652811E0    1.499170033261E0    1.556482005910E0    1.220612317040E0
    1.995000000000E1    1.561505448993E0    1.496504596106E0    1.556041246231E0    1.219717315362E0
    2.000000000000E1    1.561490692712E0    1.493852218008E0    1.555581560550E0    1.218842309926E0
    2.005000000000E1    1.561471080769E0    1.491212967877E0    1.555103035273E0    1.217987251123E0
    2.010000000000E1    1.561446316213E0    1.488586913789E0    1.554605760537E0    1.217152087168E0
    2.015000000000E1    1.561416107672E0    1.485974123006E0    1.554089830073E0    1.216336764031E0
    2.020000000000E1    1.561380169861E0    1.483374661948E0    1.553555341098E0    1.215541225447E0
    2.025000000000E1    1.561338223425E0    1.480788596241E0    1.553002394149E0    1.214765412891E0
    2.030000000000E1    1.561289995041E0    1.478215990681E0    1.552431093001E0    1.214009265553E0
    2.035000000000E1    1.561235217328E0    1.475656909248E0    1.551841544518E0    1.213272720329E0
    2.040000000000E1    1.561173628945E0    1.473111415116E0    1.551233858564E0    1.212555711818E0
    2.045000000000E1    1.561104974693E0    1.470579570627E0    1.550608147846E0    1.211858172279E0
    2.050000000000E1    1.561029005395E0    1.468061437322E0    1.549964527821E0    1.211180031635E0
    2.055000000000E1    1.560945478044E0    1.465557075923E0    1.549303116596E0    1.210521217457E0
    2.060000000000E1    1.560854155434E0    1.463066546348E0    1.548624034787E0    1.209881654946E0
    2.065000000000E1    1.560754806845E0    1.460589907686E0    1.547927405445E0    1.209261266915E0
    2.070000000000E1    1.560647207318E0    1.458127218226E0    1.547213353920E0    1.208659973798E0
    2.075000000000E1    1.560531138137E0    1.455678535421E0    1.546482007782E0    1.208077693619E0
    2.080000000000E1    1.560406386606E0    1.453243915928E0    1.545733496688E0    1.207514341982E0
    2.085000000000E1    1.560272746130E0    1.450823415578E0    1.544967952323E0    1.206969832069E0
    2.090000000000E1    1.560130016061E0    1.448417089378E0    1.544185508272E0    1.206444074629E0
    2.095000000000E1    1.559978001776E0    1.446024991520E0    1.543386299948E0    1.205936977971E0
    2.100000000000E1    1.559816514725E0    1.443647175364E0    1.542570464478E0    1.205448447952E0
    2.105000000000E1    1.559645372272E0    1.441283693450E0    1.541738140618E0    1.204978387969E0
    2.110000000000E1    1.559464397771E0    1.438934597485E0    1.540889468689E0    1.204526698969E0
    2.115000000000E1    1.559273420356E0    1.436599938348E0    1.540024590447E0    1.204093279406E0
    2.120000000000E1    1.559072275183E0    1.434279766079E0    1.539143649051E0    1.203678025297E0
    2.125000000000E1    1.558860803087E0    1.431974129887E0    1.538246788941E0    1.203280830164E0
    2.130000000000E1    1.558638850803E0    1.429683078120E0    1.537334155765E0    1.202901585058E0
    2.135000000000E1    1.558406270778E0    1.427406658303E0    1.536405896333E0    1.202540178554E0
    2.140000000000E1    1.558162921189E0    1.425144917093E0    1.535462158487E0    1.202196496744E0
    2.145000000000E1    1.557908665794E0    1.422897900310E0    1.534503091079E0    1.201870423261E0
    2.150000000000E1    1.557643373950E0    1.420665652900E0    1.533528843885E0    1.201561839241E0
    2.155000000000E1    1.557366920633E0    1.418448218951E0    1.532539567515E0    1.201270623366E0
    2.160000000000E1    1.557079186276E0    1.416245641682E0    1.531535413362E0    1.200996651838E0
    2.165000000000E1    1.556780056789E0    1.414057963433E0    1.530516533547E0    1.200739798420E0
    2.170000000000E1    1.556469423301E0    1.411885225685E0    1.529483080829E0    1.200499934387E0
    2.175000000000E1    1.556147182564E0    1.409727469008E0    1.528435208579E0    1.200276928589E0
    2.180000000000E1    1.555813236204E0    1.407584733106E0    1.527373070680E0    1.200070647428E0
    2.185000000000E1    1.555467491307E0    1.405457056760E0    1.526296821501E0    1.199880954881E0
    2.190000000000E1    1.555109860003E0    1.403344477872E0    1.525206615825E0    1.199707712502E0
    2.195000000000E1    1.554740259523E0    1.401247033430E0    1.524102608794E0    1.199550779429E0
    2.200000000000E1    1.554358612007E0    1.399164759500E0    1.522984955862E0    1.199410012421E0
    2.205000000000E1    1.553964844531E0    1.397097691230E0    1.521853812759E0    1.199285265848E0
    2.210000000000E1    1.553558889085E0    1.395045862842E0    1.520709335406E0    1.199176391714E0
    2.215000000000E1    1.553140682413E0    1.393009307615E0    1.519551679886E0    1.199083239678E0
    2.220000000000E1    1.552710165999E0    1.390988057895E0    1.518381002414E0    1.199005657067E0
    2.225000000000E1    1.552267285814E0    1.388982145074E0    1.517197459258E0    1.198943488892E0
    2.230000000000E1    1.551811992696E0    1.386991599584E0    1.516001206736E0    1.198896577879E0
    2.235000000000E1    1.551344241592E0    1.385016450897E0    1.514792401140E0    1.198864764481E0
    2.240000000000E1    1.550863992133E0    1.383056727496E0    1.513571198706E0    1.198847886910E0
    2.245000000000E1    1.550371208171E0    1.381112456904E0    1.512337755585E0    1.198845781145E0
    2.250000000000E1    1.549865857972E0    1.379183665647E0    1.511092227798E0    1.198858280961E0
    2.255000000000E1    1.549347913835E0    1.377270379252E0    1.509834771194E0    1.198885217975E0
    2.260000000000E1    1.548817352106E0    1.375372622242E0    1.508565541440E0    1.198926421657E0
    2.265000000000E1    1.548274153342E0    1.373490418117E0    1.507284693954E0    1.198981719353E0
    2.270000000000E1    1.547718301990E0    1.371623789367E0    1.505992383891E0    1.199050936328E0
    2.275000000000E1    1.547149786407E0    1.369772757442E0    1.504688766104E0    1.199133895789E0
    2.280000000000E1    1.546568598611E0    1.367937342766E0    1.503373995140E0    1.199230418916E0
    2.285000000000E1    1.545974734639E0    1.366117564688E0    1.502048225182E0    1.199340324906E0
    2.290000000000E1    1.545368193818E0    1.364313441526E0    1.500711610022E0    1.199463431005E0
    2.295000000000E1    1.544748979295E0    1.362524990503E0    1.499364303059E0    1.199599552521E0
    2.300000000000E1    1.544117097615E0    1.360752227792E0    1.498006457248E0    1.199748502906E0
    2.305000000000E1    1.543472558881E0    1.358995168469E0    1.496638225090E0    1.199910093739E0
    2.310000000000E1    1.542815376397E0    1.357253826508E0    1.495259758605E0    1.200084134813E0
    2.315000000000E1    1.542145566673E0    1.355528214787E0    1.493871209329E0    1.200270434151E0
    2.320000000000E1    1.541463149591E0    1.353818345060E0    1.492472728246E0    1.200468798051E0
    2.325000000000E1    1.540768148075E0    1.352124227977E0    1.491064465815E0    1.200679031134E0
    2.330000000000E1    1.540060588141E0    1.350445873029E0    1.489646571925E0    1.200900936374E0
    2.335000000000E1    1.539340498629E0    1.348783288583E0    1.488219195887E0    1.201134315152E0
    2.340000000000E1    1.538607911560E0    1.347136481849E0    1.486782486419E0    1.201378967314E0
    2.345000000000E1    1.537862861443E0    1.345505458867E0    1.485336591617E0    1.201634691196E0
    2.350000000000E1    1.537105385772E0    1.343890224505E0    1.483881658955E0    1.201901283680E0
    2.355000000000E1    1.536335524632E0    1.342290782467E0    1.482417835245E0    1.202178540241E0
    2.360000000000E1    1.535553320858E0    1.340707135239E0    1.480945266656E0    1.202466254999E0
    2.365000000000E1    1.534758819689E0    1.339139284124E0    1.479464098674E0    1.202764220766E0
    2.370000000000E1    1.533952068772E0    1.337587229213E0    1.477974476114E0    1.203072229109E0
    2.375000000000E1    1.533133118332E0    1.336050969357E0    1.476476543073E0    1.203390070382E0
    2.380000000000E1    1.532302020836E0    1.334530502195E0    1.474970442951E0    1.203717533792E0
    2.385000000000E1    1.531458831157E0    1.333025824121E0    1.473456318424E0    1.204054407444E0
    2.390000000000E1    1.530603606171E0    1.331536930278E0    1.471934311441E0    1.204400478405E0
    2.395000000000E1    1.529736405100E0    1.330063814548E0    1.470404563210E0    1.204755532753E0
    2.400000000000E1    1.528857289010E0    1.328606469539E0    1.468867214194E0    1.205119355639E0
    2.405000000000E1    1.527966321182E0    1.327164886582E0    1.467322404099E0    1.205491731335E0
    2.410000000000E1    1.527063566756E0    1.325739055729E0    1.465770271855E0    1.205872443283E0
    2.415000000000E1    1.526149092891E0    1.324328965716E0    1.464210955640E0    1.206261274178E0
    2.420000000000E1    1.525222968378E0    1.322934603987E0    1.462644592838E0    1.206658005993E0
    2.425000000000E1    1.524285263985E0    1.321555956667E0    1.461071320069E0    1.207062420079E0
    2.430000000000E1    1.523336051950E0    1.320193008541E0    1.459491273143E0    1.207474297186E0
    2.435000000000E1    1.522375406345E0    1.318845743074E0    1.457904587085E0    1.207893417528E0
    2.440000000000E1    1.521403402901E0    1.317514142380E0    1.456311396119E0    1.208319560869E0
    2.445000000000E1    1.520420118698E0    1.316198187225E0    1.454711833665E0    1.208752506550E0
    2.450000000000E1    1.519425632494E0    1.314897857013E0    1.453106032341E0    1.209192033571E0
    2.455000000000E1    1.518420024261E0    1.313613129769E0    1.451494123954E0    1.209637920645E0
    2.460000000000E1    1.517403375542E0    1.312343982142E0    1.449876239490E0    1.210089946254E0
    2.465000000000E1    1.516375769120E0    1.311090389408E0    1.448252509122E0    1.210547888715E0
    2.470000000000E1    1.515337289182E0    1.309852325436E0    1.446623062207E0    1.211011526240E0
    2.475000000000E1    1.514288020951E0    1.308629762693E0    1.444988027279E0    1.211480636985E0
    2.480000000000E1    1.513228051024E0    1.307422672239E0    1.443347532059E0    1.211954999152E0
    2.485000000000E1    1.512157466901E0    1.306231023708E0    1.441701703437E0    1.212434390991E0
    2.490000000000E1    1.511076357334E0    1.305054785321E0    1.440050667473E0    1.212918590905E0
    2.495000000000E1    1.509984812177E0    1.303893923857E0    1.438394549412E0    1.213407377496E0
    2.500000000000E1    1.508882922079E0    1.302748404665E0    1.436733473672E0    1.213900529617E0
    2.505000000000E1    1.507770778839E0    1.301618191637E0    1.435067563847E0    1.214397826450E0
    2.510000000000E1    1.506648474930E0    1.300503247220E0    1.433396942710E0    1.214899047561E0
    2.515000000000E1    1.505516103854E0    1.299403532397E0    1.431721732200E0    1.215403972957E0
    2.520000000000E1    1.504373759938E0    1.298319006696E0    1.430042053437E0    1.215912383140E0
    2.525000000000E1    1.503221538346E0    1.297249628164E0    1.428358026719E0    1.216424059173E0
    2.530000000000E1    1.502059534728E0    1.296195353382E0    1.426669771527E0    1.216938782741E0
    2.535000000000E1    1.500887845736E0    1.295156137443E0    1.424977406520E0    1.217456336213E0
    2.540000000000E1    1.499706568422E0    1.294131933961E0    1.423281049534E0    1.217976502694E0
    2.545000000000E1    1.498515800624E0    1.293122695054E0    1.421580817592E0    1.218499066078E0
    2.550000000000E1    1.497315640847E0    1.292128371349E0    1.419876826902E0    1.219023811118E0
    2.555000000000E1    1.496106187953E0    1.291148911978E0    1.418169192862E0    1.219550523465E0
    2.560000000000E1    1.494887541515E0    1.290184264573E0    1.416458030055E0    1.220078989746E0
    2.565000000000E1    1.493659801377E0    1.289234375249E0    1.414743452271E0    1.220608997609E0
    2.570000000000E1    1.492423067998E0    1.288299188628E0    1.413025572478E0    1.221140335774E0
    2.575000000000E1    1.491177442259E0    1.287378647815E0    1.411304502845E0    1.221672794086E0
    2.580000000000E1    1.489923025498E0    1.286472694407E0    1.409580354753E0    1.222206163582E0
    2.585000000000E1    1.488659919161E0    1.285581268487E0    1.407853238776E0    1.222740236517E0
    2.590000000000E1    1.487388225307E0    1.284704308618E0    1.406123264704E0    1.223274806457E0
    2.595000000000E1    1.486108046030E0    1.283841751852E0    1.404390541533E0    1.223809668300E0
    2.600000000000E1    1.484819483965E0    1.282993533723E0    1.402655177476E0    1.224344618314E0
    2.605000000000E1    1.483522641881E0    1.282159588248E0    1.400917279954E0    1.224879454228E0
    2.610000000000E1    1.482217622705E0    1.281339847929E0    1.399176955625E0    1.225413975239E0
    2.615000000000E1    1.480904529709E0    1.280534243759E0    1.397434310362E0    1.225947982089E0
    2.620000000000E1    1.479583466128E0    1.279742705197E0    1.395689449275E0    1.226481277092E0
    2.625000000000E1    1.478254535499E0    1.278965160209E0    1.393942476696E0    1.227013664196E0
    2.630000000000E1    1.476917841472E0    1.278201535239E0    1.392193496200E0    1.227544949009E0
    2.635000000000E1    1.475573487866E0    1.277451755230E0    1.390442610603E0    1.228074938855E0
    2.640000000000E1    1.474221578328E0    1.276715743614E0    1.388689921966E0    1.228603442807E0
    2.645000000000E1    1.472862216839E0    1.275993422322E0    1.386935531605E0    1.229130271748E0
    2.650000000000E1    1.471495507137E0    1.275284711786E0    1.385179540080E0    1.229655238387E0
    2.655000000000E1    1.470121553223E0    1.274589530941E0    1.383422047211E0    1.230178157310E0
    2.660000000000E1    1.468740459085E0    1.273907797244E0    1.381663152084E0    1.230698845018E0
    2.665000000000E1    1.467352328450E0    1.273239426656E0    1.379902953048E0    1.231217119952E0
    2.670000000000E1    1.465957265264E0    1.272584333666E0    1.378141547730E0    1.231732802551E0
    2.675000000000E1    1.464555373183E0    1.271942431289E0    1.376379033024E0    1.232245715269E0
    2.680000000000E1    1.463146755924E0    1.271313631069E0    1.374615505111E0    1.232755682612E0
    2.685000000000E1    1.461731517109E0    1.270697843105E0    1.372851059449E0    1.233262531173E0
    2.690000000000E1    1.460309760310E0    1.270094976035E0    1.371085790789E0    1.233766089655E0
    2.695000000000E1    1.458881588729E0    1.269504937067E0    1.369319793181E0    1.234266188909E0
    2.700000000000E1    1.457447105690E0    1.268927631958E0    1.367553159968E0    1.234762661961E0
    2.705000000000E1    1.456006414102E0    1.268362965055E0    1.365785983795E0    1.235255344044E0
    2.710000000000E1    1.454559616920E0    1.267810839285E0    1.364018356612E0    1.235744072608E0
    2.715000000000E1    1.453106816925E0    1.267271156176E0    1.362250369694E0    1.236228687359E0
    2.720000000000E1    1.451648116455E0    1.266743815866E0    1.360482113614E0    1.236709030266E0
    2.725000000000E1    1.450183617900E0    1.266228717099E0    1.358713678283E0    1.237184945617E0
    2.730000000000E1    1.448713423168E0    1.265725757266E0    1.356945152931E0    1.237656280006E0
    2.735000000000E1    1.447237634147E0    1.265234832383E0    1.355176626121E0    1.238122882373E0
    2.740000000000E1    1.445756352432E0    1.264755837141E0    1.353408185745E0    1.238584603998E0
    2.745000000000E1    1.444269679347E0    1.264288664890E0    1.351639919041E0    1.239041298549E0
    2.750000000000E1    1.442777715807E0    1.263833207669E0    1.349871912591E0    1.239492822084E0
    2.755000000000E1    1.441280562667E0    1.263389356209E0    1.348104252328E0    1.239939033065E0
    2.760000000000E1    1.439778320244E0    1.262956999962E0    1.346337023531E0    1.240379792376E0
    2.765000000000E1    1.438271088765E0    1.262536027100E0    1.344570310845E0    1.240814963331E0
    2.770000000000E1    1.436758968166E0    1.262126324552E0    1.342804198273E0    1.241244411680E0
    2.775000000000E1    1.435242057819E0    1.261727778009E0    1.341038769189E0    1.241668005639E0
    2.780000000000E1    1.433720457030E0    1.261340271932E0    1.339274106338E0    1.242085615878E0
    2.785000000000E1    1.432194264517E0    1.260963689580E0    1.337510291841E0    1.242497115544E0
    2.790000000000E1    1.430663578874E0    1.260597913034E0    1.335747407200E0    1.242902380266E0
    2.795000000000E1    1.429128498293E0    1.260242823210E0    1.333985533295E0    1.243301288147E0
    2.800000000000E1    1.427589120604E0    1.259898299871E0    1.332224750409E0    1.243693719780E0
    2.805000000000E1    1.426045543125E0    1.259564221660E0    1.330465138208E0    1.244079558249E0
    2.810000000000E1    1.424497863034E0    1.259240466111E0    1.328706775765E0    1.244458689140E0
    2.815000000000E1    1.422946176882E0    1.258926909667E0    1.326949741549E0    1.244831000529E0
    2.820000000000E1    1.421390581048E0    1.258623427715E0    1.325194113438E0    1.245196382996E0
    2.825000000000E1    1.419831171532E0    1.258329894598E0    1.323439968716E0    1.245554729604E0
    2.830000000000E1    1.418268043705E0    1.258046183635E0    1.321687384095E0    1.245905935914E0
    2.835000000000E1    1.416701292797E0    1.257772167150E0    1.319936435693E0    1.246249899981E0
    2.840000000000E1    1.415131013377E0    1.257507716496E0    1.318187199062E0    1.246586522349E0
    2.845000000000E1    1.413557299827E0    1.257252702059E0    1.316439749174E0    1.246915706050E0
    2.850000000000E1    1.411980246063E0    1.257006993320E0    1.314694160435E0    1.247237356577E0
