#             E [au]      sigma_0 [au^2]      sigma_1 [au^2]      sigma_2 [au^2]      sigma_3 [au^2]    sigma_tot [au^2]
    4.395000000000E1   1.091739375469E-1   3.545118115543E-1   5.381246586709E-1   7.402654663847E-1    1.742075874157E0
    4.400000000000E1   1.090200793501E-1   3.537986637413E-1   5.375364111931E-1   7.385605868370E-1    1.738915741121E0
    4.405000000000E1   1.088671588190E-1   3.530861890859E-1   5.369507167493E-1   7.368608047514E-1    1.735764869406E0
    4.410000000000E1   1.087151681219E-1   3.523743972073E-1   5.363675289090E-1   7.351661378725E-1    1.732623232111E0
    4.415000000000E1   1.085640994252E-1   3.516632977374E-1   5.357868014783E-1   7.334766037391E-1    1.729490802380E0
    4.420000000000E1   1.084139448566E-1   3.509529003261E-1   5.352084885105E-1   7.317922196661E-1    1.726367553359E0
    4.425000000000E1   1.082646965306E-1   3.502432146405E-1   5.346325443167E-1   7.301130027644E-1    1.723253458252E0
    4.430000000000E1   1.081163465177E-1   3.495342503575E-1   5.340589234616E-1   7.284389699189E-1    1.720148490256E0
    4.435000000000E1   1.079688868984E-1   3.488260171667E-1   5.334875807736E-1   7.267701378084E-1    1.717052622647E0
    4.440000000000E1   1.078223097100E-1   3.481185247728E-1   5.329184713478E-1   7.251065228896E-1    1.713965828720E0
    4.445000000000E1   1.076766069825E-1   3.474117828862E-1   5.323515505443E-1   7.234481414007E-1    1.710888081814E0
    4.450000000000E1   1.075317707259E-1   3.467058012297E-1   5.317867740037E-1   7.217950093642E-1    1.707819355324E0
    4.455000000000E1   1.073877929365E-1   3.460005895345E-1   5.312240976382E-1   7.201471425776E-1    1.704759622687E0
    4.460000000000E1   1.072446655882E-1   3.452961575392E-1   5.306634776492E-1   7.185045566190E-1    1.701708857396E0
    4.465000000000E1   1.071023806421E-1   3.445925149896E-1   5.301048705211E-1   7.168672668447E-1    1.698667032997E0
    4.470000000000E1   1.069609300506E-1   3.438896716339E-1   5.295482330248E-1   7.152352883896E-1    1.695634123099E0
    4.475000000000E1   1.068203057519E-1   3.431876372273E-1   5.289935222298E-1   7.136086361617E-1    1.692610101371E0
    4.480000000000E1   1.066804996782E-1   3.424864215300E-1   5.284406954994E-1   7.119873248491E-1    1.689594941557E0
    4.485000000000E1   1.065415037302E-1   3.417860343010E-1   5.278897104998E-1   7.103713689051E-1    1.686588617436E0
    4.490000000000E1   1.064033098303E-1   3.410864853047E-1   5.273405252013E-1   7.087607825655E-1    1.683591102902E0
    4.495000000000E1   1.062659098680E-1   3.403877843042E-1   5.267930978812E-1   7.071555798355E-1    1.680602371889E0
    4.500000000000E1   1.061292957386E-1   3.396899410600E-1   5.262473871252E-1   7.055557744939E-1    1.677622398418E0
    4.505000000000E1   1.059934593275E-1   3.389929653350E-1   5.257033518379E-1   7.039613800882E-1    1.674651156589E0
    4.510000000000E1   1.058583925184E-1   3.382968668881E-1   5.251609512343E-1   7.023724099369E-1    1.671688620578E0
    4.515000000000E1   1.057240871848E-1   3.376016554751E-1   5.246201448552E-1   7.007888771281E-1    1.668734764643E0
    4.520000000000E1   1.055905351981E-1   3.369073408482E-1   5.240808925652E-1   6.992107945219E-1    1.665789563133E0
    4.525000000000E1   1.054577284329E-1   3.362139327516E-1   5.235431545487E-1   6.976381747457E-1    1.662852990479E0
    4.530000000000E1   1.053256587604E-1   3.355214409259E-1   5.230068913232E-1   6.960710301902E-1    1.659925021200E0
    4.535000000000E1   1.051943180548E-1   3.348298751035E-1   5.224720637344E-1   6.945093730225E-1    1.657005629915E0
    4.540000000000E1   1.050636981792E-1   3.341392450091E-1   5.219386329630E-1   6.929532151630E-1    1.654094791314E0
    4.545000000000E1   1.049337910233E-1   3.334495603587E-1   5.214065605291E-1   6.914025683088E-1    1.651192480220E0
    4.550000000000E1   1.048045884505E-1   3.327608308572E-1   5.208758082881E-1   6.898574439209E-1    1.648298671517E0
    4.555000000000E1   1.046760823485E-1   3.320730661978E-1   5.203463384329E-1   6.883178532210E-1    1.645413340200E0
    4.560000000000E1   1.045482646050E-1   3.313862760629E-1   5.198181135080E-1   6.867838071991E-1    1.642536461375E0
    4.565000000000E1   1.044211271162E-1   3.307004701238E-1   5.192910963931E-1   6.852553166038E-1    1.639668010237E0
    4.570000000000E1   1.042946617796E-1   3.300156580343E-1   5.187652503207E-1   6.837323919528E-1    1.636807962087E0
    4.575000000000E1   1.041688605024E-1   3.293318494369E-1   5.182405388763E-1   6.822150435206E-1    1.633956292336E0
    4.580000000000E1   1.040437152049E-1   3.286490539547E-1   5.177169259856E-1   6.807032813494E-1    1.631112976495E0
    4.585000000000E1   1.039192178163E-1   3.279672811970E-1   5.171943759370E-1   6.791971152430E-1    1.628277990193E0
    4.590000000000E1   1.037953602792E-1   3.272865407547E-1   5.166728533647E-1   6.776965547618E-1    1.625451309160E0
    4.595000000000E1   1.036721345365E-1   3.266068422008E-1   5.161523232647E-1   6.762016092283E-1    1.622632909230E0
    4.600000000000E1   1.035495325680E-1   3.259281950885E-1   5.156327509890E-1   6.747122877298E-1    1.619822766375E0
    4.605000000000E1   1.034275463383E-1   3.252506089515E-1   5.151141022474E-1   6.732285991091E-1    1.617020856646E0
    4.610000000000E1   1.033061678476E-1   3.245740932992E-1   5.145963431082E-1   6.717505519727E-1    1.614227156228E0
    4.615000000000E1   1.031853891059E-1   3.238986576235E-1   5.140794400054E-1   6.702781546851E-1    1.611441641420E0
    4.620000000000E1   1.030652021435E-1   3.232243113898E-1   5.135633597273E-1   6.688114153680E-1    1.608664288629E0
    4.625000000000E1   1.029455990020E-1   3.225510640429E-1   5.130480694322E-1   6.673503419022E-1    1.605895074379E0
    4.630000000000E1   1.028265717428E-1   3.218789250012E-1   5.125335366434E-1   6.658949419292E-1    1.603133975317E0
    4.635000000000E1   1.027081124525E-1   3.212079036552E-1   5.120197292437E-1   6.644452228528E-1    1.600380968204E0
    4.640000000000E1   1.025902132348E-1   3.205380093728E-1   5.115066154871E-1   6.630011918222E-1    1.597636029917E0
    4.645000000000E1   1.024728662185E-1   3.198692514928E-1   5.109941639876E-1   6.615628557601E-1    1.594899137459E0
    4.650000000000E1   1.023560635431E-1   3.192016393265E-1   5.104823437318E-1   6.601302213335E-1    1.592170267935E0
    4.655000000000E1   1.022397973940E-1   3.185351821562E-1   5.099711240743E-1   6.587032949729E-1    1.589449398597E0
    4.660000000000E1   1.021240599529E-1   3.178698892336E-1   5.094604747359E-1   6.572820828693E-1    1.586736506792E0
    4.665000000000E1   1.020088434456E-1   3.172057697794E-1   5.089503658036E-1   6.558665909643E-1    1.584031569993E0
    4.670000000000E1   1.018941401163E-1   3.165428329836E-1   5.084407677362E-1   6.544568249610E-1    1.581334565797E0
    4.675000000000E1   1.017799422470E-1   3.158810880046E-1   5.079316513614E-1   6.530527903151E-1    1.578645471928E0
    4.680000000000E1   1.016662421349E-1   3.152205439669E-1   5.074229878736E-1   6.516544922404E-1    1.575964266216E0
    4.685000000000E1   1.015530321011E-1   3.145612099613E-1   5.069147488406E-1   6.502619357089E-1    1.573290926612E0
    4.690000000000E1   1.014403045099E-1   3.139030950415E-1   5.064069061946E-1   6.488751254527E-1    1.570625431199E0
    4.695000000000E1   1.013280517496E-1   3.132462082291E-1   5.058994322412E-1   6.474940659498E-1    1.567967758170E0
    4.700000000000E1   1.012162662430E-1   3.125905585065E-1   5.053922996463E-1   6.461187614472E-1    1.565317885843E0
    4.705000000000E1   1.011049404317E-1   3.119361548221E-1   5.048854814552E-1   6.447492159356E-1    1.562675792645E0
    4.710000000000E1   1.009940668141E-1   3.112830060838E-1   5.043789510771E-1   6.433854331682E-1    1.560041457143E0
    4.715000000000E1   1.008836378921E-1   3.106311211615E-1   5.038726822868E-1   6.420274166568E-1    1.557414857997E0
    4.720000000000E1   1.007736462224E-1   3.099805088840E-1   5.033666492283E-1   6.406751696697E-1    1.554795974004E0
    4.725000000000E1   1.006640843869E-1   3.093311780415E-1   5.028608264119E-1   6.393286952253E-1    1.552184784066E0
    4.730000000000E1   1.005549450155E-1   3.086831373841E-1   5.023551887128E-1   6.379879961017E-1    1.549581267214E0
    4.735000000000E1   1.004462207611E-1   3.080363956198E-1   5.018497113758E-1   6.366530748327E-1    1.546985402589E0
    4.740000000000E1   1.003379043095E-1   3.073909614125E-1   5.013443700073E-1   6.353239337122E-1    1.544397169441E0
    4.745000000000E1   1.002299883975E-1   3.067468433827E-1   5.008391405788E-1   6.340005747869E-1    1.541816547146E0
    4.750000000000E1   1.001224657943E-1   3.061040501068E-1   5.003339994237E-1   6.326829998613E-1    1.539243515186E0
    4.755000000000E1   1.000153293114E-1   3.054625901201E-1   4.998289232352E-1   6.313712104971E-1    1.536678053164E0
    4.760000000000E1   9.990857178766E-2   3.048224719081E-1   4.993238890750E-1   6.300652080103E-1    1.534120140781E0
    4.765000000000E1   9.980218612579E-2   3.041837039123E-1   4.988188743591E-1   6.287649934770E-1    1.531569757874E0
    4.770000000000E1   9.969616524063E-2   3.035462945275E-1   4.983138568641E-1   6.274705677280E-1    1.529026884360E0
    4.775000000000E1   9.959050210821E-2   3.029102520986E-1   4.978088147228E-1   6.261819313573E-1    1.526491500287E0
    4.780000000000E1   9.948518973858E-2   3.022755849249E-1   4.973037264275E-1   6.248990847069E-1    1.523963585798E0
    4.785000000000E1   9.938022119530E-2   3.016423012546E-1   4.967985708217E-1   6.236220278841E-1    1.521443121156E0
    4.790000000000E1   9.927558957447E-2   3.010104092901E-1   4.962933271088E-1   6.223507607494E-1    1.518930086723E0
    4.795000000000E1   9.917128800996E-2   3.003799171788E-1   4.957879748401E-1   6.210852829260E-1    1.516424462955E0
    4.800000000000E1   9.906730969440E-2   2.997508330205E-1   4.952824939192E-1   6.198255937930E-1    1.513926230427E0
    4.805000000000E1   9.896364785699E-2   2.991231648593E-1   4.947768645991E-1   6.185716924876E-1    1.511435369803E0
    4.810000000000E1   9.886029578409E-2   2.984969206922E-1   4.942710674807E-1   6.173235779082E-1    1.508951861865E0
    4.815000000000E1   9.875724679037E-2   2.978721084610E-1   4.937650835133E-1   6.160812487066E-1    1.506475687471E0
    4.820000000000E1   9.865449425495E-2   2.972487360531E-1   4.932588939881E-1   6.148447033009E-1    1.504006827597E0
    4.825000000000E1   9.855203158350E-2   2.966268113030E-1   4.927524805414E-1   6.136139398660E-1    1.501545263294E0
    4.830000000000E1   9.844985224688E-2   2.960063419879E-1   4.922458251529E-1   6.123889563394E-1    1.499090975727E0
    4.835000000000E1   9.834794975485E-2   2.953873358345E-1   4.917389101354E-1   6.111697504138E-1    1.496643946139E0
    4.840000000000E1   9.824631767775E-2   2.947698005087E-1   4.912317181445E-1   6.099563195471E-1    1.494204155878E0
    4.845000000000E1   9.814494961721E-2   2.941537436223E-1   4.907242321722E-1   6.087486609552E-1    1.491771586367E0
    4.850000000000E1   9.804383924164E-2   2.935391727297E-1   4.902164355434E-1   6.075467716178E-1    1.489346219132E0
    4.855000000000E1   9.794298024923E-2   2.929260953265E-1   4.897083119155E-1   6.063506482798E-1    1.486928035771E0
    4.860000000000E1   9.784236640283E-2   2.923145188494E-1   4.891998452747E-1   6.051602874389E-1    1.484517017966E0
    4.865000000000E1   9.774199152155E-2   2.917044506787E-1   4.886910199348E-1   6.039756853657E-1    1.482113147501E0
    4.870000000000E1   9.764184945811E-2   2.910958981335E-1   4.881818205391E-1   6.027968380857E-1    1.479716406216E0
    4.875000000000E1   9.754193413398E-2   2.904888684738E-1   4.876722320517E-1   6.016237413911E-1    1.477326776051E0
    4.880000000000E1   9.744223950261E-2   2.898833688974E-1   4.871622397620E-1   6.004563908408E-1    1.474944239003E0
    4.885000000000E1   9.734275958326E-2   2.892794065414E-1   4.866518292770E-1   5.992947817581E-1    1.472568777160E0
    4.890000000000E1   9.724348845089E-2   2.886769884825E-1   4.861409865187E-1   5.981389092244E-1    1.470200372677E0
    4.895000000000E1   9.714442022737E-2   2.880761217336E-1   4.856296977303E-1   5.969887680928E-1    1.467839007784E0
    4.900000000000E1   9.704554908168E-2   2.874768132466E-1   4.851179494633E-1   5.958443529784E-1    1.465484664770E0
    4.905000000000E1   9.694686925039E-2   2.868790699098E-1   4.846057285843E-1   5.947056582673E-1    1.463137326012E0
    4.910000000000E1   9.684837500438E-2   2.862828985446E-1   4.840930222667E-1   5.935726781122E-1    1.460796973928E0
    4.915000000000E1   9.675006068187E-2   2.856883059124E-1   4.835798179875E-1   5.924454064266E-1    1.458463591008E0
    4.920000000000E1   9.665192068119E-2   2.850952987080E-1   4.830661035320E-1   5.913238369021E-1    1.456137159823E0
    4.925000000000E1   9.655394943779E-2   2.845038835604E-1   4.825518669846E-1   5.902079629855E-1    1.453817662968E0
    4.930000000000E1   9.645614145902E-2   2.839140670357E-1   4.820370967314E-1   5.890977779044E-1    1.451505083131E0
    4.935000000000E1   9.635849128668E-2   2.833258556301E-1   4.815217814552E-1   5.879932746530E-1    1.449199403025E0
    4.940000000000E1   9.626099353266E-2   2.827392557744E-1   4.810059101316E-1   5.868944459963E-1    1.446900605435E0
    4.945000000000E1   9.616364286325E-2   2.821542738333E-1   4.804894720278E-1   5.858012844657E-1    1.444608673190E0
    4.950000000000E1   9.606643400554E-2   2.815709161035E-1   4.799724567027E-1   5.847137823715E-1    1.442323589183E0
    4.955000000000E1   9.596936172041E-2   2.809891888141E-1   4.794548540030E-1   5.836319317843E-1    1.440045336322E0
    4.960000000000E1   9.587242084892E-2   2.804090981260E-1   4.789366540599E-1   5.825557245613E-1    1.437773897596E0
    4.965000000000E1   9.577560626655E-2   2.798306501281E-1   4.784178472855E-1   5.814851523270E-1    1.435509256007E0
    4.970000000000E1   9.567891291744E-2   2.792538508454E-1   4.778984243717E-1   5.804202064791E-1    1.433251394614E0
    4.975000000000E1   9.558233580824E-2   2.786787062282E-1   4.773783762891E-1   5.793608781929E-1    1.431000296518E0
    4.980000000000E1   9.548586998488E-2   2.781052221605E-1   4.768576942826E-1   5.783071584128E-1    1.428755944841E0
    4.985000000000E1   9.538951056560E-2   2.775334044542E-1   4.763363698706E-1   5.772590378663E-1    1.426518322757E0
    4.990000000000E1   9.529325270688E-2   2.769632588506E-1   4.758143948413E-1   5.762165070564E-1    1.424287413455E0
    4.995000000000E1   9.519709163408E-2   2.763947910177E-1   4.752917612475E-1   5.751795562650E-1    1.422063200164E0
    5.000000000000E1   9.510102262996E-2   2.758280065559E-1   4.747684614076E-1   5.741481755458E-1    1.419845666139E0
