#             E [au]      sigma_0 [au^2]      sigma_1 [au^2]      sigma_2 [au^2]      sigma_3 [au^2]    sigma_tot [au^2]
    1.650000000000E0    1.162316259031E0    3.367208841056E0    1.749164557604E0   6.433883259905E-2    6.343028490290E0
    1.700000000000E0    1.062187940087E0    3.409799418059E0    1.827017033422E0   7.921549713525E-2    6.378219888703E0
    1.750000000000E0   9.698490804417E-1    3.448948408849E0    1.904134344466E0   9.717399989799E-2    6.420105833654E0
    1.800000000000E0   8.846528071278E-1    3.484788376452E0    1.980430656593E0   1.188069846586E-1    6.468678824832E0
    1.850000000000E0   8.060195784867E-1    3.517449358897E0    2.055828605902E0   1.448185652677E-1    6.524116108554E0
    1.900000000000E0   7.334285052236E-1    3.547058618879E0    2.130258660402E0   1.760457101559E-1    6.586791494661E0
    1.950000000000E0   6.664099914741E-1    3.573740449853E0    2.203658525036E0   2.134837517324E-1    6.657292718096E0
    2.000000000000E0   6.045394652149E-1    3.597616030194E0    2.275972589716E0   2.583167234716E-1    6.736444808597E0
    2.050000000000E0   5.474320208205E-1    3.618803315688E0    2.347151416340E0   3.119532699264E-1    6.825340022774E0
    2.100000000000E0   4.947378150712E-1    3.637416966533E0    2.417151263262E0   3.760688611432E-1    6.925374906010E0
    2.150000000000E0   4.461380960987E-1    3.653568301270E0    2.485933645177E0   4.526549256976E-1    7.038294968244E0
    2.200000000000E0   4.013417725512E-1    3.667365274251E0    2.553464925634E0   5.440752168456E-1    7.166247189281E0
    2.250000000000E0   3.600824288949E-1    3.678912471677E0    2.619715940776E0   6.531291233595E-1    7.311839964708E0
    2.300000000000E0   3.221157265584E-1    3.688311125292E0    2.684661649763E0   7.831205528955E-1    7.478209054509E0
    2.350000000000E0   2.872171342891E-1    3.695659137236E0    2.748280813512E0   9.379291758280E-1    7.669086260864E0
    2.400000000000E0   2.551799330104E-1    3.701051118058E0    2.810555696040E0    1.122077860127E0    7.888864607235E0
    2.450000000000E0   2.258134667032E-1    3.704578431803E0    2.871471789488E0    1.340785560925E0    8.142649248919E0
    2.500000000000E0   1.989415953767E-1    3.706329249970E0    2.931017559618E0    1.599988188453E0    8.436276593417E0
    2.550000000000E0   1.744013283799E-1    3.706388610666E0    2.989184210215E0    1.906300555741E0    8.776274705002E0
    2.600000000000E0   1.520416131832E-1    3.704838482462E0    3.045965465437E0    2.266880260672E0    9.169725821754E0
    2.650000000000E0   1.317222578730E-1    3.701757832027E0    3.101357368780E0    2.689140184073E0    9.623977642754E0
    2.700000000000E0   1.133129695828E-1    3.697222695132E0    3.155358096028E0    3.180243271725E0    1.014613703247E1
    2.750000000000E0   9.669249859198E-2    3.691306248817E0    3.207967783751E0    3.746308292880E0    1.074227482404E1
    2.800000000000E0   8.174786915488E-2    3.684078885919E0    3.259188369441E0    4.391270674185E0    1.141628579870E1
    2.850000000000E0   6.837369036260E-2    3.675608290246E0    3.309023443758E0    5.115396128426E0    1.216840155279E1
    2.900000000000E0   5.647153742030E-2    3.665959512127E0    3.357478113651E0    5.913555033925E0    1.299346419712E1
    2.950000000000E0   4.594939188491E-2    3.655195044443E0    3.404558875907E0    6.773537532104E0    1.387924084434E1
    3.000000000000E0   3.672113892576E-2    3.643374898420E0    3.450273499388E0    7.674890928198E0    1.480526046493E1
    3.050000000000E0   2.870611051794E-2    3.630556679028E0    3.494630916359E0    8.588900375577E0    1.574279408148E1
    3.100000000000E0   2.182867225005E-2    3.616795659942E0    3.537641121404E0    9.480268979528E0    1.665653443312E1
    3.150000000000E0   1.601784853558E-2    3.602144857340E0    3.579315078144E0    1.031066837232E1    1.750814615634E1
    3.200000000000E0   1.120698097256E-2    3.586655103350E0    3.619664632006E0    1.104366641061E1    1.826119312694E1
    3.250000000000E0   7.333417446434E-3    3.570375117994E0    3.658702429656E0    1.164987218532E1    1.888628315042E1
    3.300000000000E0   4.338228808223E-3    3.553351580499E0    3.696441844440E0    1.211087102681E1    1.936500268056E1
    3.350000000000E0   2.165949253474E-3    3.535629198891E0    3.732896906705E0    1.242088566943E1    1.969157772428E1
    3.400000000000E0   7.643390292120E-4    3.517250778986E0    3.768082239591E0    1.258593208276E1    1.987202944036E1
    3.450000000000E0   8.416692459922E-5    3.498257291528E0    3.802012999044E0    1.262108018827E1    1.992143464576E1
    3.500000000000E0   7.901032781102E-5    3.478687938378E0    3.834704817764E0    1.254687044828E1    1.986034221475E1
    3.550000000000E0   7.050716317575E-4    3.458580217545E0    3.866173754204E0    1.238587882964E1    1.971133787302E1
    3.600000000000E0   1.921009020827E-3    3.437969986389E0    3.896436244033E0    1.216005188060E1    1.949637912004E1
    3.650000000000E0   3.687780597468E-3    3.416891524001E0    3.925509055916E0    1.188901417066E1    1.923510253117E1
    3.700000000000E0   5.968500307450E-3    3.395377592018E0    3.953409249828E0    1.158925232693E1    1.894400766909E1
    3.750000000000E0   8.728304941729E-3    3.373459494222E0    3.980154138577E0    1.127394338259E1    1.863628532033E1
    3.800000000000E0   1.193423105714E-2    3.351167134662E0    4.005761251939E0    1.095318020153E1    1.832204281919E1
    3.850000000000E0   1.555510066867E-2    3.328529074864E0    4.030248303371E0    1.063439395603E1    1.800872643493E1
    3.900000000000E0   1.956141548373E-2    3.305572589323E0    4.053633159492E0    1.032283753417E1    1.770160469847E1
    3.950000000000E0   2.392525867442E-2    3.282323719985E0    4.075933810804E0    1.002205021203E1    1.740423300149E1
    4.000000000000E0   2.862020309044E-2    3.258807329461E0    4.097168345535E0    9.734264819630E0    1.711886069772E1
    4.050000000000E0   3.362122676541E-2    3.235047152784E0    4.117354924383E0    9.460744434341E0    1.684676773827E1
    4.100000000000E0   3.890463297548E-2    3.211065848196E0    4.136511757844E0    9.202049966796E0    1.658853220581E1
    4.150000000000E0   4.444797668802E-2    3.186885046438E0    4.154657084710E0    8.958246751056E0    1.634423685889E1
    4.200000000000E0   5.022999537361E-2    3.162525399124E0    4.171809152524E0    8.729060508956E0    1.611362505598E1
    4.250000000000E0   5.623054445187E-2    3.138006625402E0    4.187986198808E0    8.513992947875E0    1.589621631654E1
    4.300000000000E0   6.243053688579E-2    3.113347557833E0    4.203206434438E0    8.312406051873E0    1.569139058103E1
    4.350000000000E0   6.881188693947E-2    3.088566186739E0    4.217488027368E0    8.123582582715E0    1.549844868376E1
    4.400000000000E0   7.535745673540E-2    3.063679703420E0    4.230849088478E0    7.946768783044E0    1.531665503168E1
    4.450000000000E0   8.205100687695E-2    3.038704542042E0    4.243307657807E0    7.781203930854E0    1.514526713758E1
    4.500000000000E0   8.887714967832E-2    3.013656420365E0    4.254881692271E0    7.626140285365E0    1.498355554768E1
    4.550000000000E0   9.582130530377E-2    2.988550378823E0    4.265589053789E0    7.480856083291E0    1.483081682121E1
    4.600000000000E0   1.028696608841E-1    2.963400818782E0    4.275447498849E0    7.344663559657E0    1.468638153817E1
    4.650000000000E0   1.100091311762E-1    2.938221539105E0    4.284474668483E0    7.216913448128E0    1.454961878689E1
    4.700000000000E0   1.172273224122E-1    2.913025771353E0    4.292688079462E0    7.096997024961E0    1.441993819819E1
    4.750000000000E0   1.245124977777E-1    2.887826213972E0    4.300105115893E0    6.984346468146E0    1.429679029579E1
    4.800000000000E0   1.318535449268E-1    2.862635064409E0    4.306743021495E0    6.878434090146E0    1.417966572098E1
    4.850000000000E0   1.392399452535E-1    2.837464050443E0    4.312618892589E0    6.778770843446E0    1.406809373173E1
    4.900000000000E0   1.466617453593E-1    2.812324459640E0    4.317749671721E0    6.684904381897E0    1.396164025862E1
    4.950000000000E0   1.541095290726E-1    2.787227167511E0    4.322152141800E0    6.596416878877E0    1.385990571726E1
    5.000000000000E0   1.615743920006E-1    2.762182664036E0    4.325842920904E0    6.512922738980E0    1.376252271592E1
    5.050000000000E0   1.690479169152E-1    2.737201078701E0    4.328838457260E0    6.434066299204E0    1.366915375208E1
    5.100000000000E0   1.765221505345E-1    2.712292204008E0    4.331155024995E0    6.359519581720E0    1.357948896126E1
    5.150000000000E0   1.839895819271E-1    2.687465517299E0    4.332808720061E0    6.288980137647E0    1.349324395693E1
    5.200000000000E0   1.914431210966E-1    2.662730201197E0    4.333815456727E0    6.222169007157E0    1.341015778618E1
    5.250000000000E0   1.988760796423E-1    2.638095162214E0    4.334190964443E0    6.158828808226E0    1.332999101453E1
    5.300000000000E0   2.062821519396E-1    2.613569047958E0    4.333950785235E0    6.098721958611E0    1.325252394374E1
    5.350000000000E0   2.136553973054E-1    2.589160262615E0    4.333110270639E0    6.041629032154E0    1.317755496271E1
    5.400000000000E0   2.209902230487E-1    2.564876980870E0    4.331684580248E0    5.987347244507E0    1.310489902867E1
    5.450000000000E0   2.282813687970E-1    2.540727160471E0    4.329688679183E0    5.935689062948E0    1.303438627140E1
    5.500000000000E0   2.355238905965E-1    2.516718552788E0    4.327137336846E0    5.886480933770E0    1.296586071400E1
    5.550000000000E0   2.427131468206E-1    2.492858712445E0    4.324045125545E0    5.839562118212E0    1.289917910302E1
    5.600000000000E0   2.498447841875E-1    2.469155004980E0    4.320426419260E0    5.794783629978E0    1.283420983840E1
    5.650000000000E0   2.569147245480E-1    2.445614613266E0    4.316295392755E0    5.752007266179E0    1.277083199675E1
    5.700000000000E0   2.639191527250E-1    2.422244542666E0    4.311666020975E0    5.711104723299E0    1.270893443967E1
    5.750000000000E0   2.708545039461E-1    2.399051624688E0    4.306552078354E0    5.671956791790E0    1.264841499878E1
    5.800000000000E0   2.777174529073E-1    2.376042519447E0    4.300967138720E0    5.634452622084E0    1.258917973316E1
    5.850000000000E0   2.845049025333E-1    2.353223717085E0    4.294924575147E0    5.598489055267E0    1.253114225003E1
    5.900000000000E0   2.912139742081E-1    2.330601537771E0    4.288437559743E0    5.563970013346E0    1.247422308507E1
    5.950000000000E0   2.978419970613E-1    2.308182131048E0    4.281519064076E0    5.530805942716E0    1.241834913490E1
    6.000000000000E0   3.043864994782E-1    2.285971474043E0    4.274181859273E0    5.498913306589E0    1.236345313938E1
    6.050000000000E0   3.108451991677E-1    2.263975368877E0    4.266438516565E0    5.468214121529E0    1.230947320614E1
    6.100000000000E0   3.172159950627E-1    2.242199439447E0    4.258301407833E0    5.438635534360E0    1.225635237670E1
    6.150000000000E0   3.234969589388E-1    2.220649127444E0    4.249782706299E0    5.410109435019E0    1.220403822770E1
    6.200000000000E0   3.296863276256E-1    2.199329687900E0    4.240894387179E0    5.382572102793E0    1.215248250550E1
    6.250000000000E0   3.357824951817E-1    2.178246184366E0    4.231648228715E0    5.355963882378E0    1.210164079064E1
    6.300000000000E0   3.417840063946E-1    2.157403483662E0    4.222055812953E0    5.330228886960E0    1.205147218997E1
    6.350000000000E0   3.476895490846E-1    2.136806250487E0    4.212128526941E0    5.305314726363E0    1.200193905287E1
    6.400000000000E0   3.534979477458E-1    2.116458941946E0    4.201877563817E0    5.281172257139E0    1.195300671065E1
    6.450000000000E0   3.592081577184E-1    2.096365801901E0    4.191313923915E0    5.257755353710E0    1.190464323724E1
    6.500000000000E0   3.648192583557E-1    2.076530855499E0    4.180448416194E0    5.235020697344E0    1.185681922739E1
    6.550000000000E0   3.703304481415E-1    2.056957903961E0    4.169291659356E0    5.212927582575E0    1.180950759403E1
    6.600000000000E0   3.757410383028E-1    2.037650519330E0    4.157854083366E0    5.191437738713E0    1.176268337971E1
    6.650000000000E0   3.810504479880E-1    2.018612039855E0    4.146145930848E0    5.170515165567E0    1.171632358426E1
    6.700000000000E0   3.862581990541E-1    1.999845565499E0    4.134177258622E0    5.150125981713E0    1.167040700489E1
    6.750000000000E0   3.913639112448E-1    1.981353954070E0    4.121957939106E0    5.130238284875E0    1.162491408930E1
    6.800000000000E0   3.963672972945E-1    1.963139817802E0    4.109497661964E0    5.110822022399E0    1.157982679946E1
    6.850000000000E0   4.012681590329E-1    1.945205520456E0    4.096805935727E0    5.091848872024E0    1.153512848724E1
    6.900000000000E0   4.060663823971E-1    1.927553175029E0    4.083892089328E0    5.073292131265E0    1.149080377802E1
    6.950000000000E0   4.107619335372E-1    1.910184642225E0    4.070765273947E0    5.055126614991E0    1.144683846470E1
    7.000000000000E0   4.153548552560E-1    1.893101529330E0    4.057434464458E0    5.037328560745E0    1.140321940979E1
    7.050000000000E0   4.198452625446E-1    1.876305189910E0    4.043908461398E0    5.019875540656E0    1.135993445451E1
    7.100000000000E0   4.242333397614E-1    1.859796724265E0    4.030195892519E0    5.002746379744E0    1.131697233629E1
    7.150000000000E0   4.285193363935E-1    1.843576980338E0    4.016305214621E0    4.985921080123E0    1.127432261148E1
    7.200000000000E0   4.327035639681E-1    1.827646555524E0    4.002244715345E0    4.969380750376E0    1.123197558521E1
    7.250000000000E0   4.367863931929E-1    1.812005798986E0    3.988022514932E0    4.953107539983E0    1.118992224709E1
    7.300000000000E0   4.407682503344E-1    1.796654814703E0    3.973646568013E0    4.937084578243E0    1.114815421129E1
    7.350000000000E0   4.446496145327E-1    1.781593465138E0    3.959124665460E0    4.921295917234E0    1.110666366236E1
    7.400000000000E0   4.484310152182E-1    1.766821375494E0    3.944464436154E0    4.905726478633E0    1.106544330550E1
    7.450000000000E0   4.521130288713E-1    1.752337938482E0    3.929673348860E0    4.890362004367E0    1.102448632058E1
    7.500000000000E0   4.556962765886E-1    1.738142319781E0    3.914758714040E0    4.875189010103E0    1.098378632051E1
    7.550000000000E0   4.591814219232E-1    1.724233463821E0    3.899727685666E0    4.860194742055E0    1.094333731347E1
    7.600000000000E0   4.625691678811E-1    1.710610100140E0    3.884587263126E0    4.845367136554E0    1.090313366770E1
    7.650000000000E0   4.658602553008E-1    1.697270750092E0    3.869344292957E0    4.830694782051E0    1.086317008040E1
    7.700000000000E0   4.690554600268E-1    1.684213733968E0    3.854005470770E0    4.816166883773E0    1.082344154854E1
    7.750000000000E0   4.721555909283E-1    1.671437178466E0    3.838577343059E0    4.801773230353E0    1.078394334281E1
    7.800000000000E0   4.751614882446E-1    1.658939024390E0    3.823066309029E0    4.787504162708E0    1.074467098437E1
    7.850000000000E0   4.780740210740E-1    1.646717034570E0    3.807478622406E0    4.773350544750E0    1.070562022280E1
    7.900000000000E0   4.808940857801E-1    1.634768802140E0    3.791820393290E0    4.759303735948E0    1.066678701716E1
    7.950000000000E0   4.836226044154E-1    1.623091758770E0    3.776097589966E0    4.745355565322E0    1.062816751847E1
    8.000000000000E0   4.862605223499E-1    1.611683183130E0    3.760316040702E0    4.731498307364E0    1.058975805355E1
    8.050000000000E0   4.888088071427E-1    1.600540209412E0    3.744481435567E0    4.717724659119E0    1.055155511124E1
    8.100000000000E0   4.912684468845E-1    1.589659835879E0    3.728599328210E0    4.704027718564E0    1.051355532954E1
    8.150000000000E0   4.936404482939E-1    1.579038933408E0    3.712675137651E0    4.690400964484E0    1.047575548384E1
    8.200000000000E0   4.959258358644E-1    1.568674254005E0    3.696714150072E0    4.676838237279E0    1.043815247722E1
    8.250000000000E0   4.981256498692E-1    1.558562439276E0    3.680721520535E0    4.663333720929E0    1.040074333061E1
    8.300000000000E0   5.002409451841E-1    1.548700028754E0    3.664702274806E0    4.649881926048E0    1.036352517479E1
    8.350000000000E0   5.022727902849E-1    1.539083468215E0    3.648661311045E0    4.636477673780E0    1.032649524332E1
    8.400000000000E0   5.042222655660E-1    1.529709117643E0    3.632603401543E0    4.623116080650E0    1.028965086540E1
    8.450000000000E0   5.060904623612E-1    1.520573259294E0    3.616533194472E0    4.609792544195E0    1.025298946032E1
    8.500000000000E0   5.078784820309E-1    1.511672105368E0    3.600455215543E0    4.596502729406E0    1.021650853235E1
    8.550000000000E0   5.095874342814E-1    1.503001805498E0    3.584373869745E0    4.583242555886E0    1.018020566541E1
    8.600000000000E0   5.112184366254E-1    1.494558454200E0    3.568293442989E0    4.570008185729E0    1.014407851954E1
    8.650000000000E0   5.127726132132E-1    1.486338097823E0    3.552218103804E0    4.556796011953E0    1.010812482679E1
    8.700000000000E0   5.142510937372E-1    1.478336741488E0    3.536151904971E0    4.543602647609E0    1.007234238781E1
    8.750000000000E0   5.156550128525E-1    1.470550355617E0    3.520098785161E0    4.530424915426E0    1.003672906906E1
    8.800000000000E0   5.169855088908E-1    1.462974882304E0    3.504062570562E0    4.517259838010E0    1.000128279977E1
    8.850000000000E0   5.182437231262E-1    1.455606241375E0    3.488046976500E0    4.504104628474E0    9.966001569476E0
    8.900000000000E0   5.194307992408E-1    1.448440336215E0    3.472055609026E0    4.490956681652E0    9.930883426134E0
    8.950000000000E0   5.205478821596E-1    1.441473059275E0    3.456091966482E0    4.477813565621E0    9.895926473537E0
    9.000000000000E0   5.215961174972E-1    1.434700297343E0    3.440159441104E0    4.464673013792E0    9.861128869736E0
    9.050000000000E0   5.225766510531E-1    1.428117936587E0    3.424261320539E0    4.451532917180E0    9.826488825359E0
    9.100000000000E0   5.234906276201E-1    1.421721867253E0    3.408400789400E0    4.438391317333E0    9.792004601606E0
    9.150000000000E0   5.243391907846E-1    1.415507988167E0    3.392580930795E0    4.425246399306E0    9.757674509053E0
    9.200000000000E0   5.251234821692E-1    1.409472210947E0    3.376804727814E0    4.412096485175E0    9.723496906105E0
    9.250000000000E0   5.258446407217E-1    1.403610463986E0    3.361075065046E0    4.398940027796E0    9.689470197550E0
    9.300000000000E0   5.265038024960E-1    1.397918696103E0    3.345394730051E0    4.385775604829E0    9.655592833479E0
    9.350000000000E0   5.271020996005E-1    1.392392880147E0    3.329766414821E0    4.372601913079E0    9.621863307648E0
    9.400000000000E0   5.276406601012E-1    1.387029016107E0    3.314192717244E0    4.359417763102E0    9.588280156554E0
    9.450000000000E0   5.281206074131E-1    1.381823134251E0    3.298676142530E0    4.346222073988E0    9.554841958182E0
    9.500000000000E0   5.285430597763E-1    1.376771297845E0    3.283219104645E0    4.333013868490E0    9.521547330757E0
    9.550000000000E0   5.289091298130E-1    1.371869605747E0    3.267823927725E0    4.319792268324E0    9.488394931609E0
    9.600000000000E0   5.292199243533E-1    1.367114194839E0    3.252492847459E0    4.306556489614E0    9.455383456264E0
    9.650000000000E0   5.294765435745E-1    1.362501242167E0    3.237228012487E0    4.293305838656E0    9.422511636885E0
    9.700000000000E0   5.296800810088E-1    1.358026966955E0    3.222031485778E0    4.280039707801E0    9.389778241542E0
    9.750000000000E0   5.298316230688E-1    1.353687632449E0    3.206905245972E0    4.266757571515E0    9.357182073004E0
    9.800000000000E0   5.299322485967E-1    1.349479547547E0    3.191851188749E0    4.253458982653E0    9.324721967546E0
    9.850000000000E0   5.299830288379E-1    1.345399068263E0    3.176871128150E0    4.240143568837E0    9.292396794088E0
    9.900000000000E0   5.299850266897E-1    1.341442599141E0    3.161966797903E0    4.226811029055E0    9.260205452788E0
    9.950000000000E0   5.299392967797E-1    1.337606594309E0    3.147139852749E0    4.213461130358E0    9.228146874195E0
    1.000000000000E1   5.298468850755E-1    1.333887558685E0    3.132391869731E0    4.200093704668E0    9.196220018160E0
    1.005000000000E1   5.297088285818E-1    1.330282048776E0    3.117724349496E0    4.186708645832E0    9.164423872687E0
    1.010000000000E1   5.295261551005E-1    1.326786673491E0    3.103138717569E0    4.173305906713E0    9.132757452873E0
    1.015000000000E1   5.292998832084E-1    1.323398094867E0    3.088636325636E0    4.159885496359E0    9.101219800070E0
    1.020000000000E1   5.290310216490E-1    1.320113028563E0    3.074218452793E0    4.146447477429E0    9.069809980434E0
    1.025000000000E1   5.287205694650E-1    1.316928244379E0    3.059886306814E0    4.132991963585E0    9.038527084242E0
    1.030000000000E1   5.283695157071E-1    1.313840566614E0    3.045641025389E0    4.119519117073E0    9.007370224782E0
    1.035000000000E1   5.279788391669E-1    1.310846874289E0    3.031483677363E0    4.106029146413E0    8.976338537233E0
    1.040000000000E1   5.275495084759E-1    1.307944101376E0    3.017415263967E0    4.092522304070E0    8.945431177889E0
    1.045000000000E1   5.270824815573E-1    1.305129236932E0    3.003436720036E0    4.078998884364E0    8.914647322890E0
    1.050000000000E1   5.265787058081E-1    1.302399325094E0    2.989548915234E0    4.065459221362E0    8.883986167498E0
    1.055000000000E1   5.260391178673E-1    1.299751465064E0    2.975752655250E0    4.051903686909E0    8.853446925091E0
    1.060000000000E1   5.254646434569E-1    1.297182811026E0    2.962048683012E0    4.038332688704E0    8.823028826198E0
    1.065000000000E1   5.248561972936E-1    1.294690571953E0    2.948437679877E0    4.024746668468E0    8.792731117591E0
    1.070000000000E1   5.242146830593E-1    1.292272011474E0    2.934920266828E0    4.011146100166E0    8.762553061527E0
    1.075000000000E1   5.235409931945E-1    1.289924447532E0    2.921497005657E0    3.997531488344E0    8.732493934727E0
    1.080000000000E1   5.228360088384E-1    1.287645252135E0    2.908168400152E0    3.983903366458E0    8.702553027583E0
    1.085000000000E1   5.221005998731E-1    1.285431851025E0    2.894934897270E0    3.970262295343E0    8.672729643512E0
    1.090000000000E1   5.213356246598E-1    1.283281723243E0    2.881796888320E0    3.956608861693E0    8.643023097916E0
    1.095000000000E1   5.205419302464E-1    1.281192400746E0    2.868754710126E0    3.942943676608E0    8.613432717726E0
    1.100000000000E1   5.197203519812E-1    1.279161467955E0    2.855808646202E0    3.929267374208E0    8.583957840347E0
    1.105000000000E1   5.188717137356E-1    1.277186561254E0    2.842958927919E0    3.915580610294E0    8.554597813202E0
    1.110000000000E1   5.179968277868E-1    1.275265368535E0    2.830205735665E0    3.901884061059E0    8.525351993045E0
    1.115000000000E1   5.170964947521E-1    1.273395628620E0    2.817549200010E0    3.888178421839E0    8.496219745221E0
    1.120000000000E1   5.161715035847E-1    1.271575130731E0    2.804989402871E0    3.874464405942E0    8.467200443128E0
    1.125000000000E1   5.152226316181E-1    1.269801713932E0    2.792526378663E0    3.860742743473E0    8.438293467686E0
    1.130000000000E1   5.142506444562E-1    1.268073266521E0    2.780160115467E0    3.847014180260E0    8.409498206704E0
    1.135000000000E1   5.132562959898E-1    1.266387725466E0    2.767890556185E0    3.833279476758E0    8.380814054398E0
    1.140000000000E1   5.122403284940E-1    1.264743075765E0    2.755717599696E0    3.819539407052E0    8.352240411007E0
    1.145000000000E1   5.112034724700E-1    1.263137349835E0    2.743641102018E0    3.805794757870E0    8.323776682193E0
    1.150000000000E1   5.101464468749E-1    1.261568626885E0    2.731660877464E0    3.792046327613E0    8.295422278837E0
    1.155000000000E1   5.090699588586E-1    1.260035032252E0    2.719776699800E0    3.778294925473E0    8.267176616384E0
    1.160000000000E1   5.079747040095E-1    1.258534736796E0    2.707988303402E0    3.764541370538E0    8.239039114747E0
    1.165000000000E1   5.068613663060E-1    1.257065956231E0    2.696295384421E0    3.750786490939E0    8.211009197896E0
    1.170000000000E1   5.057306181200E-1    1.255626950453E0    2.684697601933E0    3.737031123057E0    8.183086293563E0
    1.175000000000E1   5.045831202619E-1    1.254216022908E0    2.673194579107E0    3.723276110725E0    8.155269833002E0
    1.180000000000E1   5.034195220725E-1    1.252831519928E0    2.661785904361E0    3.709522304476E0    8.127559250837E0
    1.185000000000E1   5.022404613810E-1    1.251471830045E0    2.650471132525E0    3.695770560824E0    8.099953984775E0
    1.190000000000E1   5.010465645677E-1    1.250135383365E0    2.639249786002E0    3.682021741547E0    8.072453475481E0
    1.195000000000E1   4.998384466886E-1    1.248820650916E0    2.628121355925E0    3.668276713037E0    8.045057166567E0
    1.200000000000E1   4.986167114158E-1    1.247526143940E0    2.617085303327E0    3.654536345639E0    8.017764504321E0
    1.205000000000E1   4.973819511923E-1    1.246250413278E0    2.606141060294E0    3.640801513027E0    7.990574937792E0
    1.210000000000E1   4.961347472138E-1    1.244992048710E0    2.595288031136E0    3.627073091609E0    7.963487918668E0
    1.215000000000E1   4.948756695009E-1    1.243749678292E0    2.584525593534E0    3.613351959949E0    7.936502901275E0
    1.220000000000E1   4.936052770354E-1    1.242521967744E0    2.573853099714E0    3.599638998202E0    7.909619342695E0
    1.225000000000E1   4.923241177312E-1    1.241307619755E0    2.563269877595E0    3.585935087597E0    7.882836702678E0
