#             E [au]      sigma_0 [au^2]      sigma_1 [au^2]      sigma_2 [au^2]      sigma_3 [au^2]    sigma_tot [au^2]
    5.900000000000E0   2.650610523243E-1    2.154975414330E0    4.213396001461E0    5.289621059747E0    1.192305352786E1
    5.950000000000E0   2.717572246025E-1    2.132871500812E0    4.207669669267E0    5.263707357678E0    1.187600575236E1
    6.000000000000E0   2.783794444267E-1    2.111010188530E0    4.201514062845E0    5.238795506927E0    1.182969920273E1
    6.050000000000E0   2.849249183098E-1    2.089397991136E0    4.194941679373E0    5.214821840672E0    1.178408642949E1
    6.100000000000E0   2.913910561775E-1    2.068041148806E0    4.187964826536E0    5.191726890954E0    1.173912392247E1
    6.150000000000E0   2.977754619261E-1    2.046945621645E0    4.180595622534E0    5.169455069073E0    1.169477177518E1
    6.200000000000E0   3.040759248142E-1    2.026117083217E0    4.172845996477E0    5.147954374146E0    1.165099337865E1
    6.250000000000E0   3.102904107679E-1    2.005560914227E0    4.164727688671E0    5.127176126681E0    1.160775514035E1
    6.300000000000E0   3.164170548747E-1    1.985282196594E0    4.156252251164E0    5.107074725159E0    1.156502622779E1
    6.350000000000E0   3.224541530355E-1    1.965285707768E0    4.147431048477E0    5.087607423285E0    1.152277833257E1
    6.400000000000E0   3.284001547103E-1    1.945575915788E0    4.138275258134E0    5.068734126097E0    1.148098545473E1
    6.450000000000E0   3.342536564497E-1    1.926156974650E0    4.128795871549E0    5.050417202537E0    1.143962370519E1
    6.500000000000E0   3.400133944212E-1    1.907032720509E0    4.119003694897E0    5.032621314029E0    1.139867112386E1
    6.550000000000E0   3.456782386838E-1    1.888206668508E0    4.108909350092E0    5.015313256281E0    1.135810751357E1
    6.600000000000E0   3.512471862944E-1    1.869682010436E0    4.098523275726E0    4.998461814357E0    1.131791428681E1
    6.650000000000E0   3.567193558864E-1    1.851461613107E0    4.087855728315E0    4.982037628986E0    1.127807432629E1
    6.700000000000E0   3.620939817434E-1    1.833548017704E0    4.076916783354E0    4.966013073077E0    1.123857185588E1
    6.750000000000E0   3.673704085972E-1    1.815943439760E0    4.065716336540E0    4.950362138369E0    1.119939232327E1
    6.800000000000E0   3.725480861754E-1    1.798649770250E0    4.054264105076E0    4.935060330439E0    1.116052229194E1
    6.850000000000E0   3.776265646933E-1    1.781668577485E0    4.042569628976E0    4.920084571363E0    1.112194934252E1
    6.900000000000E0   3.826054895069E-1    1.765001109641E0    4.030642272406E0    4.905413110460E0    1.108366198201E1
    6.950000000000E0   3.874845966155E-1    1.748648298589E0    4.018491225186E0    4.891025440757E0    1.104564956115E1
    7.000000000000E0   3.922637088366E-1    1.732610764121E0    4.006125504057E0    4.876902222186E0    1.100790219920E1
    7.050000000000E0   3.969427308717E-1    1.716888819134E0    3.993553954347E0    4.863025210052E0    1.097041071440E1
    7.100000000000E0   4.015216459874E-1    1.701482475678E0    3.980785251376E0    4.849377188764E0    1.093316656181E1
    7.150000000000E0   4.060005115013E-1    1.686391451516E0    3.967827901988E0    4.835941910046E0    1.089616177505E1
    7.200000000000E0   4.103794552889E-1    1.671615177490E0    3.954690246176E0    4.822704035740E0    1.085938891470E1
    7.250000000000E0   4.146586724950E-1    1.657152805541E0    3.941380458650E0    4.809649084401E0    1.082284102109E1
    7.300000000000E0   4.188384217980E-1    1.643003217070E0    3.927906550391E0    4.796763381499E0    1.078651157076E1
    7.350000000000E0   4.229190221604E-1    1.629165032059E0    3.914276370361E0    4.784034013184E0    1.075039443776E1
    7.400000000000E0   4.269008500653E-1    1.615636618537E0    3.900497607084E0    4.771448782935E0    1.071448385862E1
    7.450000000000E0   4.307843359859E-1    1.602416102312E0    3.886577790308E0    4.758996171230E0    1.067877439984E1
    7.500000000000E0   4.345699615570E-1    1.589501377407E0    3.872524292754E0    4.746665297749E0    1.064326092947E1
    7.550000000000E0   4.382582572912E-1    1.576890116243E0    3.858344331661E0    4.734445886157E0    1.060793859135E1
    7.600000000000E0   4.418497992806E-1    1.564579780510E0    3.844044970587E0    4.722328230973E0    1.057280278135E1
    7.650000000000E0   4.453452072481E-1    1.552567631916E0    3.829633121068E0    4.710303166732E0    1.053784912696E1
    7.700000000000E0   4.487451415746E-1    1.540850743168E0    3.815115544271E0    4.698362038836E0    1.050307346785E1
    7.750000000000E0   4.520503009984E-1    1.529426008919E0    3.800498852799E0    4.686496676488E0    1.046847183920E1
    7.800000000000E0   4.552614208176E-1    1.518290156907E0    3.785789512320E0    4.674699367081E0    1.043404045713E1
    7.850000000000E0   4.583792702151E-1    1.507439758739E0    3.770993843285E0    4.662962832251E0    1.039977570449E1
    7.900000000000E0   4.614046503158E-1    1.496871240891E0    3.756118022669E0    4.651280205333E0    1.036567411921E1
    7.950000000000E0   4.643383925314E-1    1.486580895470E0    3.741168085653E0    4.639645010125E0    1.033173238378E1
    8.000000000000E0   4.671813559808E-1    1.476564890692E0    3.726149927333E0    4.628051140957E0    1.029794731496E1
    8.050000000000E0   4.699344261231E-1    1.466819281462E0    3.711069304446E0    4.616492843938E0    1.026431585597E1
    8.100000000000E0   4.725985130190E-1    1.457340019418E0    3.695931837036E0    4.604964699180E0    1.023083506865E1
    8.150000000000E0   4.751745492673E-1    1.448122962935E0    3.680743010178E0    4.593461604163E0    1.019750212654E1
    8.200000000000E0   4.776634888895E-1    1.439163886717E0    3.665508175648E0    4.581978757958E0    1.016431430921E1
    8.250000000000E0   4.800663052995E-1    1.430458491225E0    3.650232553603E0    4.570511646355E0    1.013126899648E1
    8.300000000000E0   4.823839898574E-1    1.422002411687E0    3.634921234296E0    4.559056027788E0    1.009836366363E1
    8.350000000000E0   4.846175508484E-1    1.413791226907E0    3.619579179704E0    4.547607920132E0    1.006559587759E1
    8.400000000000E0   4.867680116531E-1    1.405820467535E0    3.604211225189E0    4.536163588061E0    1.003296329244E1
    8.450000000000E0   4.888364095558E-1    1.398085624236E0    3.588822081186E0    4.524719531258E0    1.000046364624E1
    8.500000000000E0   4.908237947939E-1    1.390582155323E0    3.573416334808E0    4.513272473046E0    9.968094757971E0
    8.550000000000E0   4.927312286741E-1    1.383305494108E0    3.557998451502E0    4.501819349851E0    9.935854524136E0
    8.600000000000E0   4.945597829992E-1    1.376251055960E0    3.542572776688E0    4.490357301041E0    9.903740916688E0
    8.650000000000E0   4.963105387998E-1    1.369414244894E0    3.527143537326E0    4.478883659347E0    9.871751980366E0
    8.700000000000E0   4.979845850362E-1    1.362790459817E0    3.511714843555E0    4.467395941792E0    9.839885830200E0
    8.750000000000E0   4.995830180029E-1    1.356375100570E0    3.496290690296E0    4.455891841078E0    9.808140649948E0
    8.800000000000E0   5.011069399267E-1    1.350163573445E0    3.480874958790E0    4.444369217375E0    9.776514689536E0
    8.850000000000E0   5.025574580770E-1    1.344151296414E0    3.465471418235E0    4.432826090514E0    9.745006263239E0
    8.900000000000E0   5.039356842401E-1    1.338333704193E0    3.450083727273E0    4.421260632641E0    9.713613748347E0
    8.950000000000E0   5.052427334392E-1    1.332706252666E0    3.434715435584E0    4.409671161150E0    9.682335582839E0
    9.000000000000E0   5.064797232462E-1    1.327264423311E0    3.419369985424E0    4.398056132003E0    9.651170263984E0
    9.050000000000E0   5.076477732551E-1    1.322003727131E0    3.404050713130E0    4.386414133293E0    9.620116346809E0
    9.100000000000E0   5.087480037422E-1    1.316919708330E0    3.388760850647E0    4.374743879306E0    9.589172442024E0
    9.150000000000E0   5.097815354755E-1    1.312007947766E0    3.373503527031E0    4.363044204593E0    9.558337214867E0
    9.200000000000E0   5.107494888770E-1    1.307264066098E0    3.358281769932E0    4.351314058527E0    9.527609383434E0
    9.250000000000E0   5.116529831682E-1    1.302683726601E0    3.343098507080E0    4.339552500062E0    9.496987716912E0
    9.300000000000E0   5.124931361629E-1    1.298262637856E0    3.327956567764E0    4.327758692670E0    9.466471034453E0
    9.350000000000E0   5.132710631128E-1    1.293996556141E0    3.312858684260E0    4.315931899609E0    9.436058203123E0
    9.400000000000E0   5.139878765197E-1    1.289881287523E0    3.297807493317E0    4.304071479297E0    9.405748136656E0
    9.450000000000E0   5.146446855881E-1    1.285912689956E0    3.282805537559E0    4.292176880978E0    9.375539794081E0
    9.500000000000E0   5.152425955042E-1    1.282086674875E0    3.267855266915E0    4.280247640574E0    9.345432177869E0
    9.550000000000E0   5.157827070132E-1    1.278399208843E0    3.252959040068E0    4.268283376676E0    9.315424332600E0
    9.600000000000E0   5.162661161939E-1    1.274846314891E0    3.238119125806E0    4.256283786700E0    9.285515343592E0
    9.650000000000E0   5.166939134838E-1    1.271424073726E0    3.223337704451E0    4.244248643325E0    9.255704334986E0
    9.700000000000E0   5.170671837202E-1    1.268128624773E0    3.208616869235E0    4.232177790920E0    9.225990468647E0
    9.750000000000E0   5.173870056055E-1    1.264956167070E0    3.193958627673E0    4.220071142287E0    9.196372942635E0
    9.800000000000E0   5.176544511474E-1    1.261902959999E0    3.179364902928E0    4.207928675404E0    9.166850989478E0
    9.850000000000E0   5.178705856701E-1    1.258965323895E0    3.164837535173E0    4.195750430390E0    9.137423875128E0
    9.900000000000E0   5.180364669276E-1    1.256139640519E0    3.150378282925E0    4.183536506593E0    9.108090896965E0
    9.950000000000E0   5.181531452315E-1    1.253422353496E0    3.135988824411E0    4.171287059764E0    9.078851382902E0
    1.000000000000E1   5.182216630152E-1    1.250809968517E0    3.121670758872E0    4.159002299321E0    9.049704689724E0
    1.005000000000E1   5.182430544228E-1    1.248299053513E0    3.107425607896E0    4.146682485873E0    9.020650201704E0
    1.010000000000E1   5.182183450885E-1    1.245886238726E0    3.093254816749E0    4.134327928676E0    8.991687329240E0
    1.015000000000E1   5.181485520915E-1    1.243568216724E0    3.079159755670E0    4.121938983231E0    8.962815507717E0
    1.020000000000E1   5.180346832377E-1    1.241341742247E0    3.065141721177E0    4.109516049081E0    8.934034195743E0
    1.025000000000E1   5.178777372514E-1    1.239203632118E0    3.051201937374E0    4.097059567574E0    8.905342874318E0
    1.030000000000E1   5.176787034337E-1    1.237150764946E0    3.037341557237E0    4.084570019762E0    8.876741045379E0
    1.035000000000E1   5.174385613139E-1    1.235180080854E0    3.023561663895E0    4.072047924455E0    8.848228230518E0
    1.040000000000E1   5.171582807799E-1    1.233288581121E0    3.009863271933E0    4.059493836174E0    8.819803970007E0
    1.045000000000E1   5.168388214376E-1    1.231473327795E0    2.996247328642E0    4.046908343388E0    8.791467821262E0
    1.050000000000E1   5.164811328326E-1    1.229731443225E0    2.982714715323E0    4.034292066683E0    8.763219358064E0
    1.055000000000E1   5.160861541870E-1    1.228060109588E0    2.969266248533E0    4.021645657037E0    8.735058169345E0
    1.060000000000E1   5.156548141662E-1    1.226456568353E0    2.955902681368E0    4.008969794215E0    8.706983858102E0
    1.065000000000E1   5.151880308021E-1    1.224918119689E0    2.942624704720E0    3.996265185139E0    8.678996040350E0
    1.070000000000E1   5.146867114537E-1    1.223442121947E0    2.929432948546E0    3.983532562368E0    8.651094344314E0
    1.075000000000E1   5.141517525136E-1    1.222025990941E0    2.916327983120E0    3.970772682678E0    8.623278409252E0
    1.080000000000E1   5.135840394414E-1    1.220667199385E0    2.903310320297E0    3.957986325582E0    8.595547884706E0
    1.085000000000E1   5.129844466785E-1    1.219363276198E0    2.890380414771E0    3.945174292016E0    8.567902429664E0
    1.090000000000E1   5.123538374166E-1    1.218111805802E0    2.877538665331E0    3.932337403047E0    8.540341711597E0
    1.095000000000E1   5.116930637999E-1    1.216910427449E0    2.864785416112E0    3.919476498570E0    8.512865405931E0
    1.100000000000E1   5.110029664597E-1    1.215756834484E0    2.852120957855E0    3.906592436139E0    8.485473194937E0
    1.105000000000E1   5.102843747849E-1    1.214648773645E0    2.839545529163E0    3.893686089795E0    8.458164767389E0
    1.110000000000E1   5.095381067838E-1    1.213584044304E0    2.827059317755E0    3.880758348929E0    8.430939817771E0
    1.115000000000E1   5.087649689581E-1    1.212560497756E0    2.814662461717E0    3.867810117226E0    8.403798045658E0
    1.120000000000E1   5.079657563238E-1    1.211576036417E0    2.802355050770E0    3.854842311626E0    8.376739155137E0
    1.125000000000E1   5.071412524100E-1    1.210628613134E0    2.790137127513E0    3.841855861313E0    8.349762854369E0
    1.130000000000E1   5.062922291630E-1    1.209716230375E0    2.778008688690E0    3.828851706761E0    8.322868854989E0
    1.135000000000E1   5.054194469608E-1    1.208836939508E0    2.765969686452E0    3.815830798815E0    8.296056871736E0
    1.140000000000E1   5.045236546552E-1    1.207988840024E0    2.754020029609E0    3.802794097781E0    8.269326622068E0
    1.145000000000E1   5.036055894240E-1    1.207170078782E0    2.742159584892E0    3.789742572598E0    8.242677825697E0
    1.150000000000E1   5.026659770171E-1    1.206378849252E0    2.730388178226E0    3.776677199978E0    8.216110204473E0
    1.155000000000E1   5.017055314144E-1    1.205613390757E0    2.718705595981E0    3.763598963634E0    8.189623481786E0
    1.160000000000E1   5.007249551427E-1    1.204871987726E0    2.707111586243E0    3.750508853510E0    8.163217382622E0
    1.165000000000E1   4.997249391333E-1    1.204152968957E0    2.695605860082E0    3.737407865028E0    8.136891633200E0
    1.170000000000E1   4.987061628279E-1    1.203454706847E0    2.684188092816E0    3.724296998400E0    8.110645960891E0
    1.175000000000E1   4.976692941044E-1    1.202775616667E0    2.672857925274E0    3.711177257931E0    8.084480093977E0
    1.180000000000E1   4.966149894028E-1    1.202114155845E0    2.661614965074E0    3.698049651360E0    8.058393761681E0
    1.185000000000E1   4.955438936860E-1    1.201468823204E0    2.650458787880E0    3.684915189237E0    8.032386694007E0
    1.190000000000E1   4.944566405055E-1    1.200838158277E0    2.639388938679E0    3.671774884294E0    8.006458621755E0
    1.195000000000E1   4.933538520839E-1    1.200220740587E0    2.628404933041E0    3.658629750872E0    7.980609276584E0
    1.200000000000E1   4.922361392652E-1    1.199615188906E0    2.617506258388E0    3.645480804352E0    7.954838390912E0
    1.205000000000E1   4.911041016831E-1    1.199020160602E0    2.606692375261E0    3.632329060613E0    7.929145698159E0
    1.210000000000E1   4.899583276863E-1    1.198434350925E0    2.595962718577E0    3.619175535496E0    7.903530932684E0
    1.215000000000E1   4.887993944908E-1    1.197856492317E0    2.585316698893E0    3.606021244315E0    7.877993830016E0
    1.220000000000E1   4.876278681877E-1    1.197285353765E0    2.574753703663E0    3.592867201359E0    7.852534126975E0
    1.225000000000E1   4.864443038648E-1    1.196719740102E0    2.564273098487E0    3.579714419438E0    7.827151561891E0
