#             E [au]      sigma_0 [au^2]      sigma_1 [au^2]      sigma_2 [au^2]      sigma_3 [au^2]    sigma_tot [au^2]
    1.550000000000E0    2.169343798495E0    2.798031679109E0    1.246197122581E0   8.139050450229E-2    6.294963104687E0
    1.600000000000E0    2.006548802833E0    2.841206053410E0    1.316554658429E0   1.029003059047E-1    6.267209820577E0
    1.650000000000E0    1.855408771759E0    2.881089330327E0    1.386951088673E0   1.296616380170E-1    6.253110828776E0
    1.700000000000E0    1.714994601421E0    2.917794728758E0    1.457268406621E0   1.629174077278E-1    6.252975144528E0
    1.750000000000E0    1.584469433604E0    2.951434578662E0    1.527397161288E0   2.042126887790E-1    6.267513862333E0
    1.800000000000E0    1.463077406402E0    2.982119912496E0    1.597236036953E0   2.554729779844E-1    6.297906333835E0
    1.850000000000E0    1.350134021886E0    3.009960131904E0    1.666691432504E0   3.191037375777E-1    6.345889323871E0
    1.900000000000E0    1.245017864685E0    3.035062739210E0    1.735677046006E0   3.981168019331E-1    6.413874451834E0
    1.950000000000E0    1.147163456204E0    3.057533120377E0    1.804113467667E0   4.962902260684E-1    6.505100270317E0
    2.000000000000E0    1.056055063922E0    3.077474375675E0    1.871927785617E0   6.183688117250E-1    6.623826036939E0
    2.050000000000E0   9.712213210363E-1    3.094987186478E0    1.939053204561E0   7.703122025368E-1    6.775573914613E0
    2.100000000000E0   8.922305380229E-1    3.110169715523E0    2.005428680463E0   9.595947810577E-1    6.967423715066E0
    2.150000000000E0   8.186865948294E-1    3.123117535135E0    2.070998570784E0    1.195554131954E0    7.208356832703E0
    2.200000000000E0   7.502253468022E-1    3.133923577511E0    2.135712301651E0    1.489768110068E0    7.509629336032E0
    2.250000000000E0   6.865114546788E-1    3.142678105197E0    2.199524051374E0    1.856407013340E0    7.885120624591E0
    2.300000000000E0   6.272355899615E-1    3.149468698857E0    2.262392450458E0    2.312445366132E0    8.351542105410E0
    2.350000000000E0   5.721119648941E-1    3.154380257500E0    2.324280297902E0    2.877512081350E0    8.928284601647E0
    2.400000000000E0   5.208761370998E-1    3.157495012415E0    2.385154293099E0    3.572995596759E0    9.636521039373E0
    2.450000000000E0   4.732830632580E-1    3.158892549939E0    2.444984783042E0    4.419812552921E0    1.049697294916E1
    2.500000000000E0   4.291053612265E-1    3.158649842751E0    2.503745524104E0    5.434078068970E0    1.152557879705E1
    2.550000000000E0   3.881317586889E-1    3.156841288945E0    2.561413457941E0    6.620021411431E0    1.272640791701E1
    2.600000000000E0   3.501657038869E-1    3.153538755808E0    2.617968500672E0    7.960326010107E0    1.408199897047E1
    2.650000000000E0   3.150241214341E-1    3.148811629474E0    2.673393344255E0    9.406123773209E0    1.554335286837E1
    2.700000000000E0   2.825362895983E-1    3.142726868269E0    2.727673270403E0    1.087188925769E1    1.702482568596E1
    2.750000000000E0   2.525428352285E-1    3.135349059055E0    2.780795975942E0    1.224226559414E1    1.841095346437E1
    2.800000000000E0   2.248948219416E-1    3.126740476369E0    2.832751408487E0    1.339453190437E1    1.957891861116E1
    2.850000000000E0   1.994529274606E-1    3.116961144255E0    2.883531612617E0    1.423075423305E1    2.043069991738E1
    2.900000000000E0   1.760866995371E-1    3.106068898501E0    2.933130584943E0    1.470433672963E1    2.091962291261E1
    2.950000000000E0   1.546738783803E-1    3.094119451379E0    2.981544138899E0    1.482708491931E1    2.105742238797E1
    3.000000000000E0   1.350997840657E-1    3.081166456499E0    3.028769777135E0    1.465555626301E1    2.090059228071E1
    3.050000000000E0   1.172567568915E-1    3.067261574370E0    3.074806572863E0    1.426744700412E1    2.052677190824E1
    3.100000000000E0   1.010436476557E-1    3.052454538787E0    3.119655057666E0    1.374041647796E1    2.001356972207E1
    3.150000000000E0   8.636535261405E-2    3.036793222377E0    3.163317116703E0    1.313952914847E1    1.942600484016E1
    3.200000000000E0   7.313238777691E-2    3.020323703080E0    3.205795890325E0    1.251304156341E1    1.881229354459E1
    3.250000000000E0   6.126049881978E-2    3.003090329570E0    3.247095681729E0    1.189341634149E1    1.820486285161E1
    3.300000000000E0   5.067030500044E-2    2.985135786836E0    3.287221870681E0    1.130053566800E1    1.762356363051E1
    3.350000000000E0   4.128697032143E-2    2.966501160467E0    3.326180832541E0    1.074522821109E1    1.707919717442E1
    3.400000000000E0   3.303990196231E-2    2.947226001275E0    3.363979861980E0    1.023226448726E1    1.657651025248E1
    3.450000000000E0   2.586247299372E-2    2.927348388030E0    3.400627101634E0    9.762602085976E0    1.611644004863E1
    3.500000000000E0   1.969176574258E-2    2.906904989984E0    3.436131475414E0    9.334946364810E0    1.569767459595E1
    3.550000000000E0   1.446833625244E-2    2.885931128227E0    3.470502625400E0    8.946780126733E0    1.531768221661E1
    3.600000000000E0   1.013599578225E-2    2.864460835574E0    3.503750853527E0    8.595015206059E0    1.497336289094E1
    3.650000000000E0   6.641608807489E-3    2.842526915875E0    3.535887066134E0    8.276388697769E0    1.466144428859E1
    3.700000000000E0   3.934906206676E-3    2.820161001266E0    3.566922722126E0    7.987692890901E0    1.437871152050E1
    3.750000000000E0   1.968311788913E-3    2.797393608737E0    3.596869784665E0    7.725899952795E0    1.412213165799E1
    3.800000000000E0   6.967813829148E-4    2.774254194590E0    3.625740675180E0    7.488221727834E0    1.388891337899E1
    3.850000000000E0   7.765355148259E-5    2.750771207909E0    3.653548231118E0    7.272130678566E0    1.367652777115E1
    3.900000000000E0   7.051044032910E-5    2.726972141574E0    3.680305665778E0    7.075358428432E0    1.348270674622E1
    3.950000000000E0   6.370484123745E-4    2.702883582577E0    3.706026530737E0    6.895882134467E0    1.330542929619E1
    4.000000000000E0   1.740957440960E-3    2.678531259328E0    3.730724680348E0    6.731904928500E0    1.314290182562E1
    4.050000000000E0   3.347808734950E-3    2.653940087921E0    3.754414239171E0    6.581834136889E0    1.299353627272E1
    4.100000000000E0   5.424949687170E-3    2.629134216017E0    3.777109570360E0    6.444259418935E0    1.285592815500E1
    4.150000000000E0   7.941405768329E-3    2.604137064458E0    3.798825247418E0    6.317931990487E0    1.272883570813E1
    4.200000000000E0   1.086778887029E-2    2.578971367195E0    3.819576026129E0    6.201745503600E0    1.261116068579E1
    4.250000000000E0   1.417621132723E-2    2.553659208235E0    3.839376819728E0    6.094718810763E0    1.250193105005E1
    4.300000000000E0   1.784020554927E-2    2.528222057056E0    3.858242674676E0    5.995980630149E0    1.240028556743E1
    4.350000000000E0   2.183464884954E-2    2.502680800983E0    3.876188748009E0    5.904756026079E0    1.230546022392E1
    4.400000000000E0   2.613569223574E-2    2.477055775558E0    3.893230286576E0    5.820354556828E0    1.221677631120E1
    4.450000000000E0   3.072069438627E-2    2.451366792112E0    3.909382607749E0    5.742159924579E0    1.213363001883E1
    4.500000000000E0   3.556815897377E-2    2.425633163085E0    3.924661080314E0    5.669620957048E0    1.205548335942E1
    4.550000000000E0   4.065767611899E-2    2.399873724498E0    3.939081107814E0    5.602243759852E0    1.198185626828E1
    4.600000000000E0   4.596986730823E-2    2.374106856193E0    3.952658112019E0    5.539584888793E0    1.191231972431E1
    4.650000000000E0   5.148633310789E-2    2.348350499325E0    3.965407518061E0    5.481245409965E0    1.184648976046E1
    4.700000000000E0   5.718960421283E-2    2.322622171375E0    3.977344740375E0    5.426865727994E0    1.178402224396E1
    4.750000000000E0   6.306309543443E-2    2.296938978751E0    3.988485169529E0    5.376121079287E0    1.172460832300E1
    4.800000000000E0   6.909106182787E-2    2.271317626738E0    3.998844159847E0    5.328717599327E0    1.166797044774E1
    4.850000000000E0   7.525855769955E-2    2.245774427424E0    4.008437018061E0    5.284388886834E0    1.161385889002E1
    4.900000000000E0   8.155139808374E-2    2.220325305029E0    4.017278992400E0    5.242892996942E0    1.156204869246E1
    4.950000000000E0   8.795612118536E-2    2.194985799232E0    4.025385262842E0    5.204009805165E0    1.151233698842E1
    5.000000000000E0   9.445995430329E-2    2.169771066420E0    4.032770931906E0    5.167538693575E0    1.146454064620E1
    5.050000000000E0   1.010507805236E-1    2.144695878979E0    4.039451015787E0    5.133296514384E0    1.141849418967E1
    5.100000000000E0   1.077171078160E-1    2.119774622718E0    4.045440436459E0    5.101115796744E0    1.137404796374E1
    5.150000000000E0   1.144480396818E-1    2.095021293092E0    4.050754014304E0    5.070843162503E0    1.133106650958E1
    5.200000000000E0   1.212332468282E-1    2.070449489306E0    4.055406461021E0    5.042337925719E0    1.128942712287E1
    5.250000000000E0   1.280629407004E-1    2.046072407899E0    4.059412373366E0    5.015470851758E0    1.124901857372E1
    5.300000000000E0   1.349278485989E-1    2.021902834844E0    4.062786227404E0    4.990123055401E0    1.120973996625E1
    5.350000000000E0   1.418191894279E-1    1.997953136676E0    4.065542372752E0    4.966185021607E0    1.117149972046E1
    5.400000000000E0   1.487286512094E-1    1.974235251517E0    4.067695027796E0    4.943555732700E0    1.113421466322E1
    5.450000000000E0   1.556483699813E-1    1.950760679071E0    4.069258274836E0    4.922141889462E0    1.109780921335E1
    5.500000000000E0   1.625709083133E-1    1.927540470722E0    4.070246056078E0    4.901857215495E0    1.106221465061E1
    5.550000000000E0   1.694892366645E-1    1.904585219484E0    4.070672169782E0    4.882621833546E0    1.102736845948E1
    5.600000000000E0   1.763967143654E-1    1.881905050090E0    4.070550266477E0    4.864361706380E0    1.099321373731E1
    5.650000000000E0   1.832870722331E-1    1.859509609459E0    4.069893845960E0    4.847008135055E0    1.095969866271E1
    5.700000000000E0   1.901543959859E-1    1.837408057707E0    4.068716254322E0    4.830497306340E0    1.092677601436E1
    5.750000000000E0   1.969931097128E-1    1.815609059815E0    4.067030681227E0    4.814769885705E0    1.089440273646E1
    5.800000000000E0   2.037979610021E-1    1.794120778116E0    4.064850157650E0    4.799770649641E0    1.086253954641E1
    5.850000000000E0   2.105640061680E-1    1.772950865853E0    4.062187553878E0    4.785448153218E0    1.083115057912E1
    5.900000000000E0   2.172865967232E-1    1.752106461715E0    4.059055577331E0    4.771754429125E0    1.080020306489E1
    5.950000000000E0   2.239613657580E-1    1.731594185767E0    4.055466771195E0    4.758644715098E0    1.076966703782E1
    6.000000000000E0   2.305842160742E-1    1.711420136504E0    4.051433512829E0    4.746077205772E0    1.073951507118E1
    6.050000000000E0   2.371513070869E-1    1.691589889374E0    4.046968012555E0    4.734012827762E0    1.070972203678E1
    6.100000000000E0   2.436590441801E-1    1.672108496660E0    4.042082312673E0    4.722415034514E0    1.068026488803E1
    6.150000000000E0   2.501040672360E-1    1.652980488951E0    4.036788286572E0    4.711249619290E0    1.065112246205E1
    6.200000000000E0   2.564832405347E-1    1.634209877862E0    4.031097637926E0    4.700484544590E0    1.062227530091E1
    6.250000000000E0   2.627936423680E-1    1.615800160403E0    4.025021900266E0    4.690089786129E0    1.059370548917E1
    6.300000000000E0   2.690325560500E-1    1.597754324764E0    4.018572436457E0    4.680037189981E0    1.056539650725E1
    6.350000000000E0   2.751974600298E-1    1.580074857384E0    4.011760438577E0    4.670300341893E0    1.053733309788E1
    6.400000000000E0   2.812860194168E-1    1.562763751641E0    4.004596927649E0    4.660854447223E0    1.050950114593E1
    6.450000000000E0   2.872960778473E-1    1.545822517523E0    3.997092753707E0    4.651676220694E0    1.048188756977E1
    6.500000000000E0   2.932256490655E-1    1.529252192833E0    3.989258595916E0    4.642743785042E0    1.045448022286E1
    6.550000000000E0   2.990729099474E-1    1.513053355291E0    3.981104962650E0    4.634036577710E0    1.042726780560E1
    6.600000000000E0   3.048361921574E-1    1.497226135913E0    3.972642191913E0    4.625535264836E0    1.040023978482E1
    6.650000000000E0   3.105139759034E-1    1.481770233177E0    3.963880451772E0    4.617221661902E0    1.037338632275E1
    6.700000000000E0   3.161048827756E-1    1.466684928229E0    3.954829740826E0    4.609078660441E0    1.034669821227E1
    6.750000000000E0   3.216076696097E-1    1.451969100607E0    3.945499888716E0    4.601090160370E0    1.032016681930E1
    6.800000000000E0   3.270212219909E-1    1.437621244848E0    3.935900556827E0    4.593241007211E0    1.029378403088E1
    6.850000000000E0   3.323445488848E-1    1.423639487516E0    3.926041239011E0    4.585516933908E0    1.026754220932E1
    6.900000000000E0   3.375767762532E-1    1.410021604690E0    3.915931262414E0    4.577904507148E0    1.024143415051E1
    6.950000000000E0   3.427171419219E-1    1.396765039786E0    3.905579788328E0    4.570391077102E0    1.021545304714E1
    7.000000000000E0   3.477649905525E-1    1.383866921606E0    3.894995813054E0    4.562964731277E0    1.018959245649E1
    7.050000000000E0   3.527197683140E-1    1.371324082510E0    3.884188168986E0    4.555614251035E0    1.016384627085E1
    7.100000000000E0   3.575810186309E-1    1.359133076638E0    3.873165525470E0    4.548329071400E0    1.013820869214E1
    7.150000000000E0   3.623483768951E-1    1.347290198098E0    3.861936390025E0    4.541099243668E0    1.011267420869E1
    7.200000000000E0   3.670215663572E-1    1.335791498934E0    3.850509109424E0    4.533915400427E0    1.008723757514E1
    7.250000000000E0   3.716003940757E-1    1.324632807066E0    3.838891870825E0    4.526768722959E0    1.006189379493E1
    7.300000000000E0   3.760847466478E-1    1.313809743655E0    3.827092702977E0    4.519650910621E0    1.003663810390E1
    7.350000000000E0   3.804745862587E-1    1.303317740490E0    3.815119477460E0    4.512554152640E0    1.001146595685E1
    7.400000000000E0   3.847699474178E-1    1.293152056633E0    3.802979909909E0    4.505471101099E0    9.986373015059E0
    7.450000000000E0   3.889709327041E-1    1.283307794865E0    3.790681561331E0    4.498394846253E0    9.961355135153E0
    7.500000000000E0   3.930777096208E-1    1.273779917485E0    3.778231839496E0    4.491318893054E0    9.936408359656E0
    7.550000000000E0   3.970905074522E-1    1.264563261668E0    3.765638000129E0    4.484237139150E0    9.911528908399E0
    7.600000000000E0   4.010096137941E-1    1.255652554171E0    3.752907148412E0    4.477143854385E0    9.886713170762E0
    7.650000000000E0   4.048353720133E-1    1.247042425588E0    3.740046240283E0    4.470033661398E0    9.861957699282E0
    7.700000000000E0   4.085681776820E-1    1.238727423852E0    3.727062083850E0    4.462901517377E0    9.837259202762E0
    7.750000000000E0   4.122084760646E-1    1.230702027181E0    3.713961340894E0    4.455742697112E0    9.812614541251E0
    7.800000000000E0   4.157567595760E-1    1.222960656510E0    3.700750528210E0    4.448552776753E0    9.788020721049E0
    7.850000000000E0   4.192135650055E-1    1.215497687010E0    3.687436019067E0    4.441327618696E0    9.763474889779E0
    7.900000000000E0   4.225794710023E-1    1.208307459278E0    3.674024044706E0    4.434063357340E0    9.738974332326E0
    7.950000000000E0   4.258550961349E-1    1.201384289739E0    3.660520695791E0    4.426756385390E0    9.714516467055E0
    8.000000000000E0   4.290410958150E-1    1.194722480369E0    3.646931923876E0    4.419403341355E0    9.690098841415E0
    8.050000000000E0   4.321381607683E-1    1.188316328001E0    3.633263542900E0    4.412001097448E0    9.665719129117E0
    8.100000000000E0   4.351470146740E-1    1.182160132832E0    3.619521230704E0    4.404546748139E0    9.641375126348E0
    8.150000000000E0   4.380684120548E-1    1.176248206494E0    3.605710530498E0    4.397037599498E0    9.617064748544E0
    8.200000000000E0   4.409031367677E-1    1.170574879392E0    3.591836852346E0    4.389471158986E0    9.592786027492E0
    8.250000000000E0   4.436519995518E-1    1.165134507711E0    3.577905474686E0    4.381845125783E0    9.568537107732E0
    8.300000000000E0   4.463158364954E-1    1.159921479645E0    3.563921545904E0    4.374157381737E0    9.544316243782E0
    8.350000000000E0   4.488955074532E-1    1.154930221373E0    3.549890085748E0    4.366405982608E0    9.520121797183E0
    8.400000000000E0   4.513918942676E-1    1.150155202234E0    3.535815986860E0    4.358589149993E0    9.495952233355E0
    8.450000000000E0   4.538058990190E-1    1.145590939792E0    3.521704016328E0    4.350705263432E0    9.471806118572E0
    8.500000000000E0   4.561384431410E-1    1.141232004138E0    3.507558817149E0    4.342752852993E0    9.447682117421E0
    8.550000000000E0   4.583904650259E-1    1.137073021951E0    3.493384909760E0    4.334730592328E0    9.423578989066E0
    8.600000000000E0   4.605629193488E-1    1.133108680114E0    3.479186693559E0    4.326637291947E0    9.399495584969E0
    8.650000000000E0   4.626567754596E-1    1.129333728924E0    3.464968448368E0    4.318471892831E0    9.375430845582E0
    8.700000000000E0   4.646730160379E-1    1.125742984966E0    3.450734335987E0    4.310233460450E0    9.351383797440E0
    8.750000000000E0   4.666126362399E-1    1.122331333641E0    3.436488401639E0    4.301921178948E0    9.327353550468E0
    8.800000000000E0   4.684766419857E-1    1.119093731420E0    3.422234575495E0    4.293534345672E0    9.303339294572E0
    8.850000000000E0   4.702660490619E-1    1.116025207680E0    3.407976674195E0    4.285072365949E0    9.279340296886E0
    8.900000000000E0   4.719818821598E-1    1.113120866487E0    3.393718402303E0    4.276534748124E0    9.255355899074E0
    8.950000000000E0   4.736251737003E-1    1.110375887808E0    3.379463353772E0    4.267921098725E0    9.231385514006E0
    9.000000000000E0   4.751969627110E-1    1.107785528836E0    3.365215013494E0    4.259231118096E0    9.207428623137E0
    9.050000000000E0   4.766982944191E-1    1.105345124803E0    3.350976758721E0    4.250464595811E0    9.183484773753E0
    9.100000000000E0   4.781302185010E-1    1.103050089722E0    3.336751860545E0    4.241621406750E0    9.159553575518E0
    9.150000000000E0   4.794937888619E-1    1.100895916983E0    3.322543485431E0    4.232701507090E0    9.135634698365E0
    9.200000000000E0   4.807900625546E-1    1.098878179627E0    3.308354696578E0    4.223704930465E0    9.111727869224E0
    9.250000000000E0   4.820200988601E-1    1.096992530618E0    3.294188455485E0    4.214631784422E0    9.087832869385E0
    9.300000000000E0   4.831849590500E-1    1.095234702851E0    3.280047623351E0    4.205482246921E0    9.063949532173E0
    9.350000000000E0   4.842857048425E-1    1.093600509114E0    3.265934962521E0    4.196256563050E0    9.040077739527E0
    9.400000000000E0   4.853233983339E-1    1.092085841844E0    3.251853138008E0    4.186955041845E0    9.016217420032E0
    9.450000000000E0   4.862991010876E-1    1.090686672883E0    3.237804718869E0    4.177578053254E0    8.992368546094E0
    9.500000000000E0   4.872138735362E-1    1.089399053005E0    3.223792179669E0    4.168126025240E0    8.968531131450E0
    9.550000000000E0   4.880687742282E-1    1.088219111435E0    3.209817901960E0    4.158599441041E0    8.944705228665E0
    9.600000000000E0   4.888648597318E-1    1.087143055334E0    3.195884175662E0    4.148998836355E0    8.920890927082E0
    9.650000000000E0   4.896031833373E-1    1.086167169050E0    3.181993200539E0    4.139324796948E0    8.897088349874E0
    9.700000000000E0   4.902847950933E-1    1.085287813484E0    3.168147087636E0    4.129577956089E0    8.873297652303E0
    9.750000000000E0   4.909107411115E-1    1.084501425301E0    3.154347860693E0    4.119758992273E0    8.849519019379E0
    9.800000000000E0   4.914820629557E-1    1.083804516076E0    3.140597457583E0    4.109868626873E0    8.825752663488E0
    9.850000000000E0   4.919997976653E-1    1.083193671482E0    3.126897731736E0    4.099907622028E0    8.801998822911E0
    9.900000000000E0   4.924649765964E-1    1.082665550379E0    3.113250453578E0    4.089876778521E0    8.778257759075E0
    9.950000000000E0   4.928786255690E-1    1.082216883838E0    3.099657311955E0    4.079776933827E0    8.754529755189E0
    1.000000000000E1   4.932417642574E-1    1.081844474300E0    3.086119915558E0    4.069608960127E0    8.730815114243E0
    1.005000000000E1   4.935554058558E-1    1.081545194425E0    3.072639794350E0    4.059373762493E0    8.707114157123E0
    1.010000000000E1   4.938205565957E-1    1.081315986242E0    3.059218400993E0    4.049072277118E0    8.683427220949E0
    1.015000000000E1   4.940382158475E-1    1.081153860065E0    3.045857112275E0    4.038705469554E0    8.659754657742E0
    1.020000000000E1   4.942093751265E-1    1.081055893482E0    3.032557230537E0    4.028274333138E0    8.636096832283E0
    1.025000000000E1   4.943350183200E-1    1.081019230322E0    3.019319985125E0    4.017779887345E0    8.612454121112E0
    1.030000000000E1   4.944161212122E-1    1.081041079620E0    3.006146533774E0    4.007223176325E0    8.588826910931E0
    1.035000000000E1   4.944536511166E-1    1.081118714576E0    2.993037964095E0    3.996605267410E0    8.565215597198E0
    1.040000000000E1   4.944485670436E-1    1.081249471480E0    2.979995294971E0    3.985927249669E0    8.541620583163E0
    1.045000000000E1   4.944018188194E-1    1.081430748736E0    2.967019477989E0    3.975190232622E0    8.518042278166E0
    1.050000000000E1   4.943143473643E-1    1.081660005762E0    2.954111398941E0    3.964395344883E0    8.494481096951E0
    1.055000000000E1   4.941870843011E-1    1.081934762011E0    2.941271879187E0    3.953543732923E0    8.470937458422E0
    1.060000000000E1   4.940209517401E-1    1.082252595890E0    2.928501677159E0    3.942636559850E0    8.447411784640E0
    1.065000000000E1   4.938168621147E-1    1.082611143767E0    2.915801489771E0    3.931675004256E0    8.423904499910E0
    1.070000000000E1   4.935757181609E-1    1.083008098980E0    2.903171953904E0    3.920660259071E0    8.400416030115E0
    1.075000000000E1   4.932984124705E-1    1.083441210797E0    2.890613647831E0    3.909593530505E0    8.376946801603E0
    1.080000000000E1   4.929858275475E-1    1.083908283464E0    2.878127092705E0    3.898476036982E0    8.353497240698E0
    1.085000000000E1   4.926388356243E-1    1.084407175194E0    2.865712754001E0    3.887309008155E0    8.330067772974E0
    1.090000000000E1   4.922582984233E-1    1.084935797219E0    2.853371042997E0    3.876093683947E0    8.306658822586E0
    1.095000000000E1   4.918450674193E-1    1.085492112818E0    2.841102318224E0    3.864831313564E0    8.283270812025E0
    1.100000000000E1   4.913999831536E-1    1.086074136402E0    2.828906886958E0    3.853523154661E0    8.259904161175E0
    1.105000000000E1   4.909238755980E-1    1.086679932555E0    2.816785006694E0    3.842170472438E0    8.236559287285E0
    1.110000000000E1   4.904175638868E-1    1.087307615147E0    2.804736886624E0    3.830774538816E0    8.213236604474E0
    1.115000000000E1   4.898818562415E-1    1.087955346399E0    2.792762689118E0    3.819336631633E0    8.189936523391E0
    1.120000000000E1   4.893175499053E-1    1.088621336029E0    2.780862531204E0    3.807858033874E0    8.166659451013E0
    1.125000000000E1   4.887254312199E-1    1.089303840353E0    2.769036486077E0    3.796340032885E0    8.143405790536E0
    1.130000000000E1   4.881062753210E-1    1.090001161434E0    2.757284584563E0    3.784783919717E0    8.120175941034E0
    1.135000000000E1   4.874608462650E-1    1.090711646244E0    2.745606816638E0    3.773190988377E0    8.096970297524E0
    1.140000000000E1   4.867898969589E-1    1.091433685818E0    2.734003132899E0    3.761562535181E0    8.073789250858E0
    1.145000000000E1   4.860941690245E-1    1.092165714440E0    2.722473446079E0    3.749899858119E0    8.050633187663E0
    1.150000000000E1   4.853743931032E-1    1.092906208833E0    2.711017632514E0    3.738204256201E0    8.027502490651E0
    1.155000000000E1   4.846312883432E-1    1.093653687390E0    2.699635533660E0    3.726477028884E0    8.004397538278E0
    1.160000000000E1   4.838655627736E-1    1.094406709372E0    2.688326957582E0    3.714719475492E0    7.981318705219E0
    1.165000000000E1   4.830779131575E-1    1.095163874166E0    2.677091680436E0    3.702932894644E0    7.958266362404E0
    1.170000000000E1   4.822690249808E-1    1.095923820503E0    2.665929447960E0    3.691118583745E0    7.935240877189E0
    1.175000000000E1   4.814395724769E-1    1.096685225758E0    2.654839976961E0    3.679277838439E0    7.912242613635E0
    1.180000000000E1   4.805902187452E-1    1.097446805202E0    2.643822956787E0    3.667411952127E0    7.889271932862E0
    1.185000000000E1   4.797216155631E-1    1.098207311298E0    2.632878050801E0    3.655522215496E0    7.866329193159E0
    1.190000000000E1   4.788344035578E-1    1.098965533005E0    2.622004897857E0    3.643609916033E0    7.843414750453E0
    1.195000000000E1   4.779292121662E-1    1.099720295074E0    2.611203113751E0    3.631676337608E0    7.820528958599E0
    1.200000000000E1   4.770066596840E-1    1.100470457408E0    2.600472292669E0    3.619722760036E0    7.797672169797E0
    1.205000000000E1   4.760673534068E-1    1.101214914358E0    2.589812008625E0    3.607750458649E0    7.774844735039E0
    1.210000000000E1   4.751118894687E-1    1.101952594097E0    2.579221816893E0    3.595760703928E0    7.752047004387E0
    1.215000000000E1   4.741408530308E-1    1.102682457979E0    2.568701255419E0    3.583754761103E0    7.729279327533E0
    1.220000000000E1   4.731548183047E-1    1.103403499911E0    2.558249846229E0    3.571733889787E0    7.706542054232E0
    1.225000000000E1   4.721543485673E-1    1.104114745713E0    2.547867096800E0    3.559699343642E0    7.683835534721E0
