#             E [au]      sigma_0 [au^2]      sigma_1 [au^2]      sigma_2 [au^2]      sigma_3 [au^2]    sigma_tot [au^2]
    3.800000000000E0   1.663295605718E-2    3.416358526330E0    4.059612132002E0    1.125440924650E1    1.874701286088E1
    3.850000000000E0   2.076455480721E-2    3.393670843097E0    4.083505786413E0    1.096162699407E1    1.845956817839E1
    3.900000000000E0   2.525023941189E-2    3.370668579299E0    4.106293350674E0    1.066666958382E1    1.816888175320E1
    3.950000000000E0   3.006368622121E-2    3.347377948401E0    4.127993383039E0    1.037509591564E1    1.788053093330E1
    4.000000000000E0   3.517997452776E-2    3.323823950877E0    4.148624509294E0    1.009083761857E1    1.759846605327E1
    4.050000000000E0   4.057550751035E-2    3.300030426144E0    4.168205398686E0    9.816547997558E0    1.732535932990E1
    4.100000000000E0   4.622793713898E-2    3.276020103557E0    4.186754742682E0    9.553902463105E0    1.706290524648E1
    4.150000000000E0   5.211609539690E-2    3.251814651825E0    4.204291235070E0    9.303845579789E0    1.681206756208E1
    4.200000000000E0   5.821992940815E-2    3.227434727520E0    4.220833553112E0    9.066787700254E0    1.657327591029E1
    4.250000000000E0   6.452044087637E-2    3.202900021967E0    4.236400340451E0    8.842757693667E0    1.634657849696E1
    4.300000000000E0   7.099962951210E-2    3.178229307404E0    4.251010191221E0    8.631519301617E0    1.613175842975E1
    4.350000000000E0   7.764044046263E-2    3.153440481368E0    4.264681635153E0    8.432658363447E0    1.592842092043E1
    4.400000000000E0   8.442671370033E-2    3.128550610515E0    4.277433124234E0    8.245647263927E0    1.573605771238E1
    4.450000000000E0   9.134313810432E-2    3.103575972585E0    4.289283020123E0    8.069891882627E0    1.555409401344E1
    4.500000000000E0   9.837520713241E-2    3.078532097613E0    4.300249582463E0    7.904765290121E0    1.538192217733E1
    4.550000000000E0   1.055091779875E-1    3.053433807716E0    4.310350958258E0    7.749631516634E0    1.521892546059E1
    4.600000000000E0   1.127320332609E-1    3.028295255638E0    4.319605172063E0    7.603861956202E0    1.506449441716E1
    4.650000000000E0   1.200314434988E-1    3.003129962180E0    4.328030116867E0    7.466846359519E0    1.491803788206E1
    4.700000000000E0   1.273957335686E-1    2.977950852104E0    4.335643546062E0    7.337999885049E0    1.477899001678E1
    4.750000000000E0   1.348138500655E-1    2.952770289204E0    4.342463065588E0    7.216767307553E0    1.464681451241E1
    4.800000000000E0   1.422753306526E-1    2.927600109420E0    4.348506127080E0    7.102625201849E0    1.452100676900E1
    4.850000000000E0   1.497702752952E-1    2.902451653333E0    4.353790021702E0    6.995082703760E0    1.440109465409E1
    4.900000000000E0   1.572893195421E-1    2.877335796781E0    4.358331873973E0    6.893681290505E0    1.428663828080E1
    4.950000000000E0   1.648236076683E-1    2.852262980394E0    4.362148636815E0    6.797993904946E0    1.417722912982E1
    5.000000000000E0   1.723647691514E-1    2.827243237638E0    4.365257086906E0    6.707623655359E0    1.407248874905E1
    5.050000000000E0   1.799048950052E-1    2.802286221472E0    4.367673820147E0    6.622202260386E0    1.397206719701E1
    5.100000000000E0   1.874365163849E-1    2.777401229474E0    4.369415247928E0    6.541388358877E0    1.387564135266E1
    5.150000000000E0   1.949525839412E-1    2.752597227731E0    4.370497593695E0    6.464865766472E0    1.378291317184E1
    5.200000000000E0   2.024464476854E-1    2.727882873093E0    4.370936889659E0    6.392341739766E0    1.369360795020E1
    5.250000000000E0   2.099118385772E-1    2.703266533936E0    4.370748974543E0    6.323545284220E0    1.360747263128E1
    5.300000000000E0   2.173428508702E-1    2.678756309585E0    4.369949490791E0    6.258225532211E0    1.352427418346E1
    5.350000000000E0   2.247339251434E-1    2.654360047989E0    4.368553882705E0    6.196150206736E0    1.344379806257E1
    5.400000000000E0   2.320798324044E-1    2.630085362193E0    4.366577394635E0    6.137104177611E0    1.336584676684E1
    5.450000000000E0   2.393756594510E-1    2.605939645122E0    4.364035069331E0    6.080888114779E0    1.329023848868E1
    5.500000000000E0   2.466167933394E-1    2.581930082868E0    4.360941746872E0    6.027317238065E0    1.321680586114E1
    5.550000000000E0   2.537989083612E-1    2.558063666688E0    4.357312063649E0    5.976220160761E0    1.314539479946E1
    5.600000000000E0   2.609179526575E-1    2.534347203342E0    4.353160451465E0    5.927437823222E0    1.307586343069E1
    5.650000000000E0   2.679701358936E-1    2.510787324061E0    4.348501137030E0    5.880822512238E0    1.300808110922E1
    5.700000000000E0   2.749519176255E-1    2.487390492319E0    4.343348141542E0    5.836236959789E0    1.294192751128E1
    5.750000000000E0   2.818599954447E-1    2.464163009985E0    4.337715280472E0    5.793553516800E0    1.287729180270E1
    5.800000000000E0   2.886912944712E-1    2.441111022367E0    4.331616163473E0    5.752653395739E0    1.281407187605E1
    5.850000000000E0   2.954429567488E-1    2.418240521955E0    4.325064194743E0    5.713425976577E0    1.275217365002E1
    5.900000000000E0   3.021123319149E-1    2.395557350898E0    4.318072572991E0    5.675768171921E0    1.269151042772E1
    5.950000000000E0   3.086969672610E-1    2.373067202623E0    4.310654292023E0    5.639583845304E0    1.263200230721E1
    6.000000000000E0   3.151945995806E-1    2.350775622054E0    4.302822141191E0    5.604783278481E0    1.257357564131E1
    6.050000000000E0   3.216031455058E-1    2.328688005252E0    4.294588706057E0    5.571282684273E0    1.251616254109E1
    6.100000000000E0   3.279206940342E-1    2.306809597841E0    4.285966369258E0    5.539003759817E0    1.245970042095E1
    6.150000000000E0   3.341454984057E-1    2.285145492893E0    4.276967311281E0    5.507873277315E0    1.240413157990E1
    6.200000000000E0   3.402759688962E-1    2.263700627888E0    4.267603511405E0    5.477822709341E0    1.234940281753E1
    6.250000000000E0   3.463106652529E-1    2.242479781327E0    4.257886748847E0    5.448787884407E0    1.229546507983E1
    6.300000000000E0   3.522482905987E-1    2.221487568564E0    4.247828603800E0    5.420708671706E0    1.224227313467E1
    6.350000000000E0   3.580876839205E-1    2.200728437384E0    4.237440458702E0    5.393528691062E0    1.218978527107E1
    6.400000000000E0   3.638278141435E-1    2.180206663229E0    4.226733499552E0    5.367195046682E0    1.213796302361E1
    6.450000000000E0   3.694677744702E-1    2.159926344067E0    4.215718717174E0    5.341658082458E0    1.208677091817E1
    6.500000000000E0   3.750067760985E-1    2.139891395356E0    4.204406908737E0    5.316871156581E0    1.203617623677E1
    6.550000000000E0   3.804441434924E-1    2.120105544696E0    4.192808679055E0    5.292790434174E0    1.198614880142E1
    6.600000000000E0   3.857793080999E-1    2.100572326679E0    4.180934442222E0    5.269374696236E0    1.193666077324E1
    6.650000000000E0   3.910118039146E-1    2.081295077780E0    4.168794423233E0    5.246585163368E0    1.188768646830E1
    6.700000000000E0   3.961412624045E-1    2.062276931532E0    4.156398659462E0    5.224385333215E0    1.183920218661E1
    6.750000000000E0   4.011674080860E-1    2.043520813801E0    4.143757002336E0    5.202740830432E0    1.179118605465E1
    6.800000000000E0   4.060900537171E-1    2.025029438525E0    4.130879119049E0    5.181619267669E0    1.174361787896E1
    6.850000000000E0   4.109090967329E-1    2.006805303814E0    4.117774494234E0    5.160990117321E0    1.169647901210E1
    6.900000000000E0   4.156245141449E-1    1.988850688430E0    4.104452431742E0    5.140824592828E0    1.164975222714E1
    6.950000000000E0   4.202363591955E-1    1.971167648874E0    4.090922056391E0    5.121095538412E0    1.160342160287E1
    7.000000000000E0   4.247447576365E-1    1.953758016822E0    4.077192315739E0    5.101777327214E0    1.155747241741E1
    7.050000000000E0   4.291499037819E-1    1.936623397328E0    4.063271981913E0    5.082845766628E0    1.151189104965E1
    7.100000000000E0   4.334520576777E-1    1.919765167417E0    4.049169653416E0    5.064278010263E0    1.146666488877E1
    7.150000000000E0   4.376515409602E-1    1.903184475430E0    4.034893756966E0    5.046052476420E0    1.142178224978E1
    7.200000000000E0   4.417487339571E-1    1.886882240860E0    4.020452549381E0    5.028148772151E0    1.137723229635E1
    7.250000000000E0   4.457440729109E-1    1.870859154984E0    4.005854119415E0    5.010547622485E0    1.133300496979E1
    7.300000000000E0   4.496380467460E-1    1.855115681804E0    3.991106389652E0    4.993230804830E0    1.128909092303E1
    7.350000000000E0   4.534311941655E-1    1.839652059984E0    3.976217118369E0    4.976181087463E0    1.124548145998E1
    7.400000000000E0   4.571241015425E-1    1.824468305068E0    3.961193901405E0    4.959382172377E0    1.120216848039E1
    7.450000000000E0   4.607173994063E-1    1.809564212414E0    3.946044174110E0    4.942818641957E0    1.115914442789E1
    7.500000000000E0   4.642117604708E-1    1.794939360789E0    3.930775213202E0    4.926475909112E0    1.111640224357E1
    7.550000000000E0   4.676078972737E-1    1.780593116191E0    3.915394138633E0    4.910340170752E0    1.107393532285E1
    7.600000000000E0   4.709065595885E-1    1.766524636534E0    3.899907915544E0    4.894398364025E0    1.103173747569E1
    7.650000000000E0   4.741085327784E-1    1.752732876531E0    3.884323356112E0    4.878638125772E0    1.098980289119E1
    7.700000000000E0   4.772146349388E-1    1.739216593179E0    3.868647121420E0    4.863047754206E0    1.094812610374E1
    7.750000000000E0   4.802257151460E-1    1.725974351554E0    3.852885723420E0    4.847616173186E0    1.090670196330E1
    7.800000000000E0   4.831426517505E-1    1.713004531059E0    3.837045526740E0    4.832332898625E0    1.086552560817E1
    7.850000000000E0   4.859663502296E-1    1.700305331832E0    3.821132750567E0    4.817188007010E0    1.082459243964E1
    7.900000000000E0   4.886977413390E-1    1.687874781652E0    3.805153470555E0    4.802172105869E0    1.078389809942E1
    7.950000000000E0   4.913377799336E-1    1.675710742927E0    3.789113620605E0    4.787276305921E0    1.074343844939E1
    8.000000000000E0   4.938874423104E-1    1.663810919930E0    3.773018994800E0    4.772492195030E0    1.070320955207E1
    8.050000000000E0   4.963477254954E-1    1.652172866331E0    3.756875249191E0    4.757811813636E0    1.066320765465E1
    8.100000000000E0   4.987196453267E-1    1.640793992585E0    3.740687903641E0    4.743227631557E0    1.062342917311E1
    8.150000000000E0   5.010042349435E-1    1.629671573705E0    3.724462343649E0    4.728732526313E0    1.058387067861E1
    8.200000000000E0   5.032025438580E-1    1.618802756884E0    3.708203822132E0    4.714319762545E0    1.054452888542E1
    8.250000000000E0   5.053156358594E-1    1.608184569286E0    3.691917461251E0    4.699982972612E0    1.050540063901E1
    8.300000000000E0   5.073445881639E-1    1.597813925719E0    3.675608254183E0    4.685716138443E0    1.046648290651E1
    8.350000000000E0   5.092904901894E-1    1.587687636382E0    3.659281066882E0    4.671513574211E0    1.042777276766E1
    8.400000000000E0   5.111544422396E-1    1.577802414391E0    3.642940639856E0    4.657369910104E0    1.038926740659E1
    8.450000000000E0   5.129375542888E-1    1.568154883428E0    3.626591589872E0    4.643280076927E0    1.035096410452E1
    8.500000000000E0   5.146409453718E-1    1.558741585091E0    3.610238411739E0    4.629239291470E0    1.031286023367E1
    8.550000000000E0   5.162657416702E-1    1.549558986194E0    3.593885479961E0    4.615243042892E0    1.027495325072E1
    8.600000000000E0   5.178130762598E-1    1.540603485945E0    3.577537050491E0    4.601287079582E0    1.023724069228E1
    8.650000000000E0   5.192840878216E-1    1.531871422867E0    3.561197262394E0    4.587367396862E0    1.019972016994E1
    8.700000000000E0   5.206799196783E-1    1.523359081605E0    3.544870139506E0    4.573480225278E0    1.016238936607E1
    8.750000000000E0   5.220017193240E-1    1.515062699498E0    3.528559592104E0    4.559622019555E0    1.012524603048E1
    8.800000000000E0   5.232506369336E-1    1.506978472989E0    3.512269418541E0    4.545789448007E0    1.008828797647E1
    8.850000000000E0   5.244278249345E-1    1.499102563722E0    3.496003306880E0    4.531979382668E0    1.005151307820E1
    8.900000000000E0   5.255344372550E-1    1.491431104578E0    3.479764836490E0    4.518188889720E0    1.001491926804E1
    8.950000000000E0   5.265716284654E-1    1.483960205289E0    3.463557479642E0    4.504415220569E0    9.978504533965E0
    9.000000000000E0   5.275405530319E-1    1.476685957935E0    3.447384603093E0    4.490655803295E0    9.942266917356E0
    9.050000000000E0   5.284423649772E-1    1.469604442186E0    3.431249469642E0    4.476908234449E0    9.906204511255E0
    9.100000000000E0   5.292782166297E-1    1.462711730284E0    3.415155239677E0    4.463170271453E0    9.870315458044E0
    9.150000000000E0   5.300492585196E-1    1.456003891827E0    3.399104972718E0    4.449439825125E0    9.834597948190E0
    9.200000000000E0   5.307566385786E-1    1.449476998215E0    3.383101628915E0    4.435714952792E0    9.799050218500E0
    9.250000000000E0   5.314015015183E-1    1.443127127015E0    3.367148070561E0    4.421993851516E0    9.763670550610E0
    9.300000000000E0   5.319849886911E-1    1.436950365913E0    3.351247063573E0    4.408274851829E0    9.728457270006E0
    9.350000000000E0   5.325082368674E-1    1.430942816603E0    3.335401278954E0    4.394556411659E0    9.693408744084E0
    9.400000000000E0   5.329723783694E-1    1.425100598329E0    3.319613294274E0    4.380837110537E0    9.658523381510E0
    9.450000000000E0   5.333785403423E-1    1.419419851280E0    3.303885595079E0    4.367115644118E0    9.623799630820E0
    9.500000000000E0   5.337278443468E-1    1.413896739717E0    3.288220576337E0    4.353390818934E0    9.589235979335E0
    9.550000000000E0   5.340214058827E-1    1.408527454900E0    3.272620543842E0    4.339661547398E0    9.554830952023E0
    9.600000000000E0   5.342603342768E-1    1.403308217877E0    3.257087715610E0    4.325926842943E0    9.520583110707E0
    9.650000000000E0   5.344457317876E-1    1.398235281964E0    3.241624223262E0    4.312185815562E0    9.486491052576E0
    9.700000000000E0   5.345786936873E-1    1.393304935139E0    3.226232113406E0    4.298437667344E0    9.452553409577E0
    9.750000000000E0   5.346603077336E-1    1.388513502183E0    3.210913348975E0    4.284681688384E0    9.418768847276E0
    9.800000000000E0   5.346916537989E-1    1.383857346679E0    3.195669810582E0    4.270917252741E0    9.385136063802E0
    9.850000000000E0   5.346738039140E-1    1.379332872819E0    3.180503297837E0    4.257143814608E0    9.351653789178E0
    9.900000000000E0   5.346078213525E-1    1.374936527094E0    3.165415530682E0    4.243360904709E0    9.318320783838E0
    9.950000000000E0   5.344947609090E-1    1.370664799742E0    3.150408150687E0    4.229568126782E0    9.285135838120E0
    1.000000000000E1   5.343356683952E-1    1.366514226206E0    3.135482722342E0    4.215765154204E0    9.252097771147E0
    1.005000000000E1   5.341315804458E-1    1.362481388237E0    3.120640734339E0    4.201951726853E0    9.219205429876E0
    1.010000000000E1   5.338835242213E-1    1.358562915043E0    3.105883600850E0    4.188127647989E0    9.186457688103E0
    1.015000000000E1   5.335925174656E-1    1.354755484250E0    3.091212662774E0    4.174292781322E0    9.153853445811E0
    1.020000000000E1   5.332595678402E-1    1.351055822704E0    3.076629188999E0    4.160447048191E0    9.121391627734E0
    1.025000000000E1   5.328856731205E-1    1.347460707239E0    3.062134377638E0    4.146590424886E0    9.089071182884E0
    1.030000000000E1   5.324718208683E-1    1.343966965269E0    3.047729357252E0    4.132722940035E0    9.056891083425E0
    1.035000000000E1   5.320189882280E-1    1.340571475321E0    3.033415188082E0    4.118844672147E0    9.024850323778E0
    1.040000000000E1   5.315281420263E-1    1.337271167435E0    3.019192863248E0    4.104955747170E0    8.992947919880E0
    1.045000000000E1   5.310002382014E-1    1.334063023528E0    3.005063309963E0    4.091056336278E0    8.961182907971E0
    1.050000000000E1   5.304362220260E-1    1.330944077653E0    2.991027390723E0    4.077146653636E0    8.929554344037E0
    1.055000000000E1   5.298370278498E-1    1.327911416126E0    2.977085904498E0    4.063226954279E0    8.898061302753E0
    1.060000000000E1   5.292035790045E-1    1.324962177696E0    2.963239587908E0    4.049297532129E0    8.866702876738E0
    1.065000000000E1   5.285367876701E-1    1.322093553518E0    2.949489116403E0    4.035358718036E0    8.835478175627E0
    1.070000000000E1   5.278375549122E-1    1.319302787161E0    2.935835105425E0    4.021410877882E0    8.804386325380E0
    1.075000000000E1   5.271067704038E-1    1.316587174510E0    2.922278111571E0    4.007454410839E0    8.773426467324E0
    1.080000000000E1   5.263453124846E-1    1.313944063628E0    2.908818633754E0    3.993489747602E0    8.742597757469E0
    1.085000000000E1   5.255540480528E-1    1.311370854568E0    2.895457114348E0    3.979517348764E0    8.711899365732E0
    1.090000000000E1   5.247338324658E-1    1.308864999118E0    2.882193940338E0    3.965537703213E0    8.681330475135E0
    1.095000000000E1   5.238855096938E-1    1.306424000546E0    2.869029444463E0    3.951551326595E0    8.650890281297E0
    1.100000000000E1   5.230099119159E-1    1.304045413257E0    2.855963906350E0    3.937558759849E0    8.620577991371E0
    1.105000000000E1   5.221078597846E-1    1.301726842439E0    2.842997553656E0    3.923560567798E0    8.590392823678E0
    1.110000000000E1   5.211801622768E-1    1.299465943721E0    2.830130563196E0    3.909557337777E0    8.560334006971E0
    1.115000000000E1   5.202276166806E-1    1.297260422670E0    2.817363062070E0    3.895549678340E0    8.530400779760E0
    1.120000000000E1   5.192510085637E-1    1.295108034408E0    2.804695128795E0    3.881538217982E0    8.500592389748E0
    1.125000000000E1   5.182511118472E-1    1.293006583131E0    2.792126794428E0    3.867523603935E0    8.470908093342E0
    1.130000000000E1   5.172286886649E-1    1.290953921596E0    2.779658043690E0    3.853506501026E0    8.441347154976E0
    1.135000000000E1   5.161844894467E-1    1.288947950621E0    2.767288816085E0    3.839487590506E0    8.411908846659E0
    1.140000000000E1   5.151192529124E-1    1.286986618551E0    2.755019007026E0    3.825467569017E0    8.382592447506E0
    1.145000000000E1   5.140337060341E-1    1.285067920723E0    2.742848468949E0    3.811447147536E0    8.353397243242E0
    1.150000000000E1   5.129285642225E-1    1.283189898871E0    2.730777012436E0    3.797427050368E0    8.324322525898E0
    1.155000000000E1   5.118045310544E-1    1.281350640585E0    2.718804407336E0    3.783408014201E0    8.295367593177E0
    1.160000000000E1   5.106622985417E-1    1.279548278710E0    2.706930383880E0    3.769390787164E0    8.266531748295E0
    1.165000000000E1   5.095025470612E-1    1.277780990772E0    2.695154633798E0    3.755376127942E0    8.237814299573E0
    1.170000000000E1   5.083259454064E-1    1.276046998337E0    2.683476811445E0    3.741364804921E0    8.209214560110E0
    1.175000000000E1   5.071331507716E-1    1.274344566431E0    2.671896534914E0    3.727357595362E0    8.180731847479E0
    1.180000000000E1   5.059248089402E-1    1.272672002937E0    2.660413387157E0    3.713355284593E0    8.152365483627E0
    1.185000000000E1   5.047015541392E-1    1.271027657942E0    2.649026917107E0    3.699358665267E0    8.124114794455E0
    1.190000000000E1   5.034640092000E-1    1.269409923141E0    2.637736640793E0    3.685368536599E0    8.095979109733E0
    1.195000000000E1   5.022127855829E-1    1.267817231217E0    2.626542042464E0    3.671385703679E0    8.067957762942E0
    1.200000000000E1   5.009484834147E-1    1.266248055189E0    2.615442575707E0    3.657410976777E0    8.040050091088E0
    1.205000000000E1   4.996716916159E-1    1.264700907817E0    2.604437664573E0    3.643445170687E0    8.012255434693E0
    1.210000000000E1   4.983829878502E-1    1.263174340956E0    2.593526704690E0    3.629489104098E0    7.984573137593E0
    1.215000000000E1   4.970829386647E-1    1.261666944936E0    2.582709064388E0    3.615543598981E0    7.957002546970E0
    1.220000000000E1   4.957720995323E-1    1.260177347971E0    2.571984085815E0    3.601609480009E0    7.929543013327E0
    1.225000000000E1   4.944510149288E-1    1.258704215472E0    2.561351086064E0    3.587687573986E0    7.902193890451E0
