#             E [au]         delta_0 [1]         delta_1 [1]         delta_2 [1]         delta_3 [1]
    2.250000000000E0   3.439669753458E-1  -7.323118600274E-1  -4.539418566976E-1   1.737412490983E-1
    2.300000000000E0   3.276011570408E-1  -7.434583569585E-1  -4.653020769532E-1   1.922379049224E-1
    2.350000000000E0   3.114026638173E-1  -7.543757088349E-1  -4.766008954125E-1   2.125746567457E-1
    2.400000000000E0   2.953670047657E-1  -7.650659757723E-1  -4.878375858217E-1   2.349377727279E-1
    2.450000000000E0   2.794899245765E-1  -7.755311484725E-1  -4.990115313705E-1   2.595307946685E-1
    2.500000000000E0   2.637673847964E-1  -7.857731509270E-1  -5.101222135333E-1   2.865743278673E-1
    2.550000000000E0   2.481955482879E-1  -7.957938433217E-1  -5.211692020708E-1   3.163047572168E-1
    2.600000000000E0   2.327707650365E-1  -8.055950250726E-1  -5.321521459865E-1   3.489713731865E-1
    2.650000000000E0   2.174895594710E-1  -8.151784380347E-1  -5.430707655017E-1   3.848312406783E-1
    2.700000000000E0   2.023486172020E-1  -8.245457697400E-1  -5.539248446811E-1   4.241409980586E-1
    2.750000000000E0   1.873447761990E-1  -8.336986567529E-1  -5.647142249360E-1   4.671446785409E-1
    2.800000000000E0   1.724750157317E-1  -8.426386881229E-1  -5.754387991117E-1   5.140566826652E-1
    2.850000000000E0   1.577364474389E-1  -8.513674088449E-1  -5.860985061225E-1   5.650393224891E-1
    2.900000000000E0   1.431263079521E-1  -8.598863234131E-1  -5.966933261410E-1   6.201750567463E-1
    2.950000000000E0   1.286419492468E-1  -8.681968993879E-1  -6.072232762495E-1   6.794347839934E-1
    3.000000000000E0   1.142808339244E-1  -8.763005710080E-1  -6.176884064917E-1   7.426453714088E-1
    3.050000000000E0   1.000405274892E-1  -8.841987428442E-1  -6.280887963144E-1   8.094617164950E-1
    3.100000000000E0   8.591869252810E-2  -8.918927934729E-1  -6.384245513819E-1   8.793503908804E-1
    3.150000000000E0   7.191308374551E-2  -8.993840791523E-1  -6.486958005872E-1   9.515922484221E-1
    3.200000000000E0   5.802154232245E-2  -9.066739375552E-1  -6.589026934545E-1    1.025309254169E0
    3.250000000000E0   4.424199061100E-2  -9.137636914841E-1  -6.690453977160E-1    1.099515923354E0
    3.300000000000E0   3.057242932785E-2  -9.206546526415E-1  -6.791240971098E-1    1.173189280695E0
    3.350000000000E0   1.701093223737E-2  -9.273481253284E-1  -6.891389895006E-1    1.245345620776E0
    3.400000000000E0   3.555642782563E-3  -9.338454102764E-1  -6.990902849904E-1    1.315110142284E0
    3.450000000000E0  -9.795229102228E-3  -9.401478083448E-1  -7.089782043177E-1    1.381767839021E0
    3.500000000000E0  -2.304341177552E-2  -9.462566243459E-1  -7.188029774161E-1    1.444789717701E0
    3.550000000000E0  -3.619057296136E-2  -9.521731707465E-1  -7.285648419866E-1    1.503834873463E0
    3.600000000000E0  -4.923832386826E-2  -9.578987714692E-1  -7.382640423784E-1    1.558733765261E0
    3.650000000000E0  -6.218822170850E-2  -9.634347656375E-1  -7.479008284251E-1   -1.532132562575E0
    3.700000000000E0  -7.504177171686E-2  -9.687825112318E-1  -7.574754544554E-1   -1.485494372810E0
    3.750000000000E0  -8.780043003743E-2  -9.739433888877E-1  -7.669881783642E-1   -1.442780798117E0
    3.800000000000E0  -1.004656064908E-1  -9.789188055028E-1  -7.764392607939E-1   -1.403776873712E0
    3.850000000000E0  -1.130386652089E-1  -9.837101978902E-1  -7.858289643608E-1   -1.368238514138E0
    3.900000000000E0  -1.255209276943E-1  -9.883190363617E-1  -7.951575530241E-1   -1.335909415557E0
    3.950000000000E0  -1.379136743246E-1  -9.927468282873E-1  -8.044252913954E-1   -1.306533128001E0
    4.000000000000E0  -1.502181457546E-1  -9.969951215738E-1  -8.136324442557E-1   -1.279861172497E0
    4.050000000000E0  -1.624355459479E-1   -1.001065508046E0  -8.227792759535E-1   -1.255658108883E0
    4.100000000000E0  -1.745670418687E-1   -1.004959626819E0  -8.318660499930E-1   -1.233704364733E0
    4.150000000000E0  -1.866137661155E-1   -1.008679167504E0  -8.408930286352E-1   -1.213797488178E0
    4.200000000000E0  -1.985768179658E-1   -1.012225873392E0  -8.498604724850E-1   -1.195752337593E0
    4.250000000000E0  -2.104572646021E-1   -1.015601544427E0  -8.587686401627E-1   -1.179400588503E0
    4.300000000000E0  -2.222561424486E-1   -1.018808040180E0  -8.676177879980E-1   -1.164589829483E0
    4.350000000000E0  -2.339744590585E-1   -1.021847282538E0  -8.764081697277E-1   -1.151182436158E0
    4.400000000000E0  -2.456131927847E-1   -1.024721258417E0  -8.851400362800E-1   -1.139054350584E0
    4.450000000000E0  -2.571732950145E-1   -1.027432022143E0  -8.938136355465E-1   -1.128093848364E0
    4.500000000000E0  -2.686556903866E-1   -1.029981697781E0  -9.024292121667E-1   -1.118200345384E0
    4.550000000000E0  -2.800612782648E-1   -1.032372481223E0  -9.109870073544E-1   -1.109283273968E0
    4.600000000000E0  -2.913909341258E-1   -1.034606642073E0  -9.194872587398E-1   -1.101261043857E0
    4.650000000000E0  -3.026455090920E-1   -1.036686525358E0  -9.279302002141E-1   -1.094060094290E0
    4.700000000000E0  -3.138258317491E-1   -1.038614552936E0  -9.363160618432E-1   -1.087614037112E0
    4.750000000000E0  -3.249327086450E-1   -1.040393224795E0  -9.446450697180E-1   -1.081862887268E0
    4.800000000000E0  -3.359669249138E-1   -1.042025119908E0  -9.529174458721E-1   -1.076752375188E0
    4.850000000000E0  -3.469292451051E-1   -1.043512897039E0  -9.611334082274E-1   -1.072233334309E0
    4.900000000000E0  -3.578204145073E-1   -1.044859295104E0  -9.692931704568E-1   -1.068261156704E0
    4.950000000000E0  -3.686411584820E-1   -1.046067133351E0  -9.773969419711E-1   -1.064795310146E0
    5.000000000000E0  -3.793921841272E-1   -1.047139311201E0  -9.854449278851E-1   -1.061798909757E0
    5.050000000000E0  -3.900741801790E-1   -1.048078807808E0  -9.934373289344E-1   -1.059238338362E0
    5.100000000000E0  -4.006878181292E-1   -1.048888681271E0   -1.001374341462E0   -1.057082910032E0
    5.150000000000E0  -4.112337528397E-1   -1.049572067610E0   -1.009256157395E0   -1.055304571515E0
    5.200000000000E0  -4.217126225136E-1   -1.050132179363E0   -1.017082964184E0   -1.053877637499E0
    5.250000000000E0  -4.321250494624E-1   -1.050572303869E0   -1.024854944873E0   -1.052778555369E0
    5.300000000000E0  -4.424716406342E-1   -1.050895801272E0   -1.032572278021E0   -1.051985696106E0
    5.350000000000E0  -4.527529879021E-1   -1.051106102133E0   -1.040235137734E0   -1.051479168278E0
    5.400000000000E0  -4.629696685946E-1   -1.051206704816E0   -1.047843693669E0   -1.051240652201E0
    5.450000000000E0  -4.731222465102E-1   -1.051201172499E0   -1.055398111006E0   -1.051253252067E0
    5.500000000000E0  -4.832112711567E-1   -1.051093129882E0   -1.062898550506E0   -1.051501363861E0
    5.550000000000E0  -4.932372789308E-1   -1.050886259654E0   -1.070345168519E0   -1.051970557194E0
    5.600000000000E0  -5.032007931790E-1   -1.050584298604E0   -1.077738116984E0   -1.052647469457E0
    5.650000000000E0  -5.131023247150E-1   -1.050191033476E0   -1.085077543472E0   -1.053519710949E0
    5.700000000000E0  -5.229423724282E-1   -1.049710296629E0   -1.092363591204E0   -1.054575779591E0
    5.750000000000E0  -5.327214230640E-1   -1.049145961359E0   -1.099596399076E0   -1.055804984286E0
    5.800000000000E0  -5.424399518597E-1   -1.048501937060E0   -1.106776101682E0   -1.057197375871E0
    5.850000000000E0  -5.520984225434E-1   -1.047782164160E0   -1.113902829404E0   -1.058743684809E0
    5.900000000000E0  -5.616972881625E-1   -1.046990608834E0   -1.120976708376E0   -1.060435264998E0
    5.950000000000E0  -5.712369907997E-1   -1.046131257654E0   -1.127997860569E0   -1.062264042899E0
    6.000000000000E0  -5.807179627011E-1   -1.045208111964E0   -1.134966403809E0   -1.064222471439E0
    6.050000000000E0  -5.901406254052E-1   -1.044225182277E0   -1.141882451822E0   -1.066303488307E0
    6.100000000000E0  -5.995053907453E-1   -1.043186482463E0   -1.148746114305E0   -1.068500478011E0
    6.150000000000E0  -6.088126607918E-1   -1.042096023969E0   -1.155557496947E0   -1.070807237393E0
    6.200000000000E0  -6.180628283827E-1   -1.040957809907E0   -1.162316701472E0   -1.073217944312E0
    6.250000000000E0  -6.272562769330E-1   -1.039775829243E0   -1.169023825712E0   -1.075727128970E0
    6.300000000000E0  -6.363933814476E-1   -1.038554050894E0   -1.175678963631E0   -1.078329647887E0
    6.350000000000E0  -6.454745077383E-1   -1.037296417933E0   -1.182282205392E0   -1.081020660023E0
    6.400000000000E0  -6.545000129956E-1   -1.036006841859E0   -1.188833637421E0   -1.083795604978E0
    6.450000000000E0  -6.634702463563E-1   -1.034689196901E0   -1.195333342433E0   -1.086650183049E0
    6.500000000000E0  -6.723855485428E-1   -1.033347314549E0   -1.201781399526E0   -1.089580336903E0
    6.550000000000E0  -6.812462528794E-1   -1.031984978110E0   -1.208177884184E0   -1.092582234782E0
    6.600000000000E0  -6.900526844148E-1   -1.030605917511E0   -1.214522868371E0   -1.095652255071E0
    6.650000000000E0  -6.988051607558E-1   -1.029213804245E0   -1.220816420610E0   -1.098786972093E0
    6.700000000000E0  -7.075039920029E-1   -1.027812246565E0   -1.227058606004E0   -1.101983143040E0
    6.750000000000E0  -7.161494811550E-1   -1.026404784841E0   -1.233249486304E0   -1.105237695950E0
    6.800000000000E0  -7.247419238923E-1   -1.024994887206E0   -1.239389119985E0   -1.108547718548E0
    6.850000000000E0  -7.332816095041E-1   -1.023585945450E0   -1.245477562294E0   -1.111910447999E0
    6.900000000000E0  -7.417688199492E-1   -1.022181271154E0   -1.251514865330E0   -1.115323261438E0
    6.950000000000E0  -7.502038306378E-1   -1.020784092151E0   -1.257501078104E0   -1.118783667151E0
    7.000000000000E0  -7.585869106303E-1   -1.019397549205E0   -1.263436246596E0   -1.122289296474E0
    7.050000000000E0  -7.669183224111E-1   -1.018024693069E0   -1.269320413835E0   -1.125837896255E0
    7.100000000000E0  -7.751983227400E-1   -1.016668481759E0   -1.275153619959E0   -1.129427321828E0
    7.150000000000E0  -7.834271618763E-1   -1.015331778193E0   -1.280935902281E0   -1.133055530544E0
    7.200000000000E0  -7.916050840340E-1   -1.014017348089E0   -1.286667295375E0   -1.136720575736E0
    7.250000000000E0  -7.997323278373E-1   -1.012727858231E0   -1.292347831136E0   -1.140420601076E0
    7.300000000000E0  -8.078091261149E-1   -1.011465874910E0   -1.297977538859E0   -1.144153835393E0
    7.350000000000E0  -8.158357059242E-1   -1.010233862826E0   -1.303556445307E0   -1.147918587761E0
    7.400000000000E0  -8.238122893717E-1   -1.009034184148E0   -1.309084574778E0   -1.151713242965E0
    7.450000000000E0  -8.317390926633E-1   -1.007869097907E0   -1.314561949208E0   -1.155536257272E0
    7.500000000000E0  -8.396163268250E-1   -1.006740759724E0   -1.319988588231E0   -1.159386154469E0
    7.550000000000E0  -8.474441978597E-1   -1.005651221657E0   -1.325364509247E0   -1.163261522177E0
    7.600000000000E0  -8.552229065099E-1   -1.004602432475E0   -1.330689727531E0   -1.167161008347E0
    7.650000000000E0  -8.629526490458E-1   -1.003596238049E0   -1.335964256291E0   -1.171083318073E0
    7.700000000000E0  -8.706336164732E-1   -1.002634382053E0   -1.341188106746E0   -1.175027210527E0
    7.750000000000E0  -8.782659949710E-1   -1.001718506844E0   -1.346361288248E0   -1.178991496131E0
    7.800000000000E0  -8.858499662997E-1   -1.000850154591E0   -1.351483808329E0   -1.182975033884E0
    7.850000000000E0  -8.933857075603E-1   -1.000030768526E0   -1.356555672795E0   -1.186976728854E0
    7.900000000000E0  -9.008733912224E-1  -9.992616944701E-1   -1.361576885843E0   -1.190995529844E0
    7.950000000000E0  -9.083131859247E-1  -9.985441824535E-1   -1.366547450096E0   -1.195030427159E0
    8.000000000000E0  -9.157052552766E-1  -9.978793885052E-1   -1.371467366755E0   -1.199080450552E0
    8.050000000000E0  -9.230497590802E-1  -9.972683766447E-1   -1.376336635656E0   -1.203144667265E0
    8.100000000000E0  -9.303468529142E-1  -9.967121208678E-1   -1.381155255374E0   -1.207222180171E0
    8.150000000000E0  -9.375966881520E-1  -9.962115073803E-1   -1.385923223324E0   -1.211312126069E0
    8.200000000000E0  -9.447994126949E-1  -9.957673368329E-1   -1.390640535843E0   -1.215413674035E0
    8.250000000000E0  -9.519551700438E-1  -9.953803267083E-1   -1.395307188308E0   -1.219526023867E0
    8.300000000000E0  -9.590640999750E-1  -9.950511137263E-1   -1.399923175235E0   -1.223648404664E0
    8.350000000000E0  -9.661263386477E-1  -9.947802563637E-1   -1.404488490371E0   -1.227780073422E0
    8.400000000000E0  -9.731420185084E-1  -9.945682373466E-1   -1.409003126818E0   -1.231920313762E0
    8.450000000000E0  -9.801112682568E-1  -9.944154662819E-1   -1.413467077111E0   -1.236068434691E0
    8.500000000000E0  -9.870342136244E-1  -9.943222822264E-1   -1.417880333365E0   -1.240223769426E0
    8.550000000000E0  -9.939109761945E-1  -9.942889563136E-1   -1.422242887340E0   -1.244385674333E0
    8.600000000000E0   -1.000741674565E0  -9.943156944043E-1   -1.426554730600E0   -1.248553527864E0
    8.650000000000E0   -1.007526423950E0  -9.944026396910E-1   -1.430815854604E0   -1.252726729579E0
    8.700000000000E0   -1.014265336177E0  -9.945498753329E-1   -1.435026250814E0   -1.256904699213E0
    8.750000000000E0   -1.020958520401E0  -9.947574270504E-1   -1.439185910829E0   -1.261086875801E0
    8.800000000000E0   -1.027606082177E0  -9.950252657250E-1   -1.443294826498E0   -1.265272716816E0
    8.850000000000E0   -1.034208124112E0  -9.953533099178E-1   -1.447352990053E0   -1.269461697408E0
    8.900000000000E0   -1.040764745976E0  -9.957414284389E-1   -1.451360394222E0   -1.273653309615E0
    8.950000000000E0   -1.047276044578E0  -9.961894427766E-1   -1.455317032356E0   -1.277847061666E0
    9.000000000000E0   -1.053742113774E0  -9.966971295447E-1   -1.459222898565E0   -1.282042477305E0
    9.050000000000E0   -1.060163045088E0  -9.972642228692E-1   -1.463077987839E0   -1.286239095105E0
    9.100000000000E0   -1.066538926778E0  -9.978904167154E-1   -1.466882296183E0   -1.290436467908E0
    9.150000000000E0   -1.072869844752E0  -9.985753671759E-1   -1.470635820771E0   -1.294634162186E0
    9.200000000000E0   -1.079155882288E0  -9.993186946550E-1   -1.474338560050E0   -1.298831757525E0
    9.250000000000E0   -1.085397119985E0   -1.000119986068E0   -1.477990513902E0   -1.303028846057E0
    9.300000000000E0   -1.091593636536E0   -1.000978796887E0   -1.481591683778E0   -1.307225031978E0
    9.350000000000E0   -1.097745507530E0   -1.001894653212E0   -1.485142072824E0   -1.311419931061E0
    9.400000000000E0   -1.103852806618E0   -1.002867053710E0   -1.488641686074E0   -1.315613170186E0
    9.450000000000E0   -1.109915605109E0   -1.003895471533E0   -1.492090530540E0   -1.319804386909E0
    9.500000000000E0   -1.115933972089E0   -1.004979356135E0   -1.495488615396E0   -1.323993229043E0
    9.550000000000E0   -1.121907974377E0   -1.006118135034E0   -1.498835952119E0   -1.328179354269E0
    9.600000000000E0   -1.127837677150E0   -1.007311215541E0   -1.502132554635E0   -1.332362429716E0
    9.650000000000E0   -1.133723142998E0   -1.008557986361E0   -1.505378439473E0   -1.336542131648E0
    9.700000000000E0   -1.139564432850E0   -1.009857819186E0   -1.508573625950E0   -1.340718145071E0
    9.750000000000E0   -1.145361605670E0   -1.011210070185E0   -1.511718136288E0   -1.344890163438E0
    9.800000000000E0   -1.151114718419E0   -1.012614081451E0   -1.514811995807E0   -1.349057888310E0
    9.850000000000E0   -1.156823826849E0   -1.014069182367E0   -1.517855233041E0   -1.353221029037E0
    9.900000000000E0   -1.162488984255E0   -1.015574690941E0   -1.520847879958E0   -1.357379302499E0
    9.950000000000E0   -1.168110242694E0   -1.017129915023E0   -1.523789972092E0   -1.361532432814E0
    1.000000000000E1   -1.173687652531E0   -1.018734153563E0   -1.526681548712E0   -1.365680151049E0
    1.005000000000E1   -1.179221262607E0   -1.020386697679E0   -1.529522652984E0   -1.369822195009E0
    1.010000000000E1   -1.184711120143E0   -1.022086831772E0   -1.532313332158E0   -1.373958308958E0
    1.015000000000E1   -1.190157271430E0   -1.023833834556E0   -1.535053637709E0   -1.378088243394E0
    1.020000000000E1   -1.195559760828E0   -1.025626980010E0   -1.537743625532E0   -1.382211754816E0
    1.025000000000E1   -1.200918631712E0   -1.027465538320E0   -1.540383356116E0   -1.386328605526E0
    1.030000000000E1   -1.206233926189E0   -1.029348776732E0   -1.542972894680E0   -1.390438563408E0
    1.035000000000E1   -1.211505685061E0   -1.031275960388E0   -1.545512311400E0   -1.394541401746E0
    1.040000000000E1   -1.216733948517E0   -1.033246353080E0   -1.548001681526E0   -1.398636898999E0
    1.045000000000E1   -1.221918755131E0   -1.035259218001E0   -1.550441085587E0   -1.402724838657E0
    1.050000000000E1   -1.227060142810E0   -1.037313818433E0   -1.552830609567E0   -1.406805009053E0
    1.055000000000E1   -1.232158148517E0   -1.039409418365E0   -1.555170345084E0   -1.410877203172E0
    1.060000000000E1   -1.237212808381E0   -1.041545283138E0   -1.557460389528E0   -1.414941218523E0
    1.065000000000E1   -1.242224157669E0   -1.043720679971E0   -1.559700846271E0   -1.418996856973E0
    1.070000000000E1   -1.247192231214E0   -1.045934878518E0   -1.561891824832E0   -1.423043924576E0
    1.075000000000E1   -1.252117062948E0   -1.048187151348E0   -1.564033441028E0   -1.427082231460E0
    1.080000000000E1   -1.256998686338E0   -1.050476774417E0   -1.566125817185E0   -1.431111591664E0
    1.085000000000E1   -1.261837134337E0   -1.052803027487E0   -1.568169082275E0   -1.435131823026E0
    1.090000000000E1   -1.266632439337E0   -1.055165194520E0   -1.570163372113E0   -1.439142747044E0
    1.095000000000E1   -1.271384633853E0   -1.057562564058E0    1.569483824099E0   -1.443144188752E0
    1.100000000000E1   -1.276093749512E0   -1.059994429550E0    1.567587049229E0   -1.447135976601E0
    1.105000000000E1   -1.280759818031E0   -1.062460089666E0    1.565738799558E0   -1.451117942355E0
    1.110000000000E1   -1.285382870931E0   -1.064958848613E0    1.563938910311E0   -1.455089920965E0
    1.115000000000E1   -1.289962939646E0   -1.067490016344E0    1.562187209049E0   -1.459051750488E0
    1.120000000000E1   -1.294500055539E0   -1.070052908842E0    1.560483515525E0   -1.463003271956E0
    1.125000000000E1   -1.298994250274E0   -1.072646848332E0    1.558827641536E0   -1.466944329294E0
    1.130000000000E1   -1.303445555433E0   -1.075271163460E0    1.557219390765E0   -1.470874769241E0
    1.135000000000E1   -1.307854002870E0   -1.077925189491E0    1.555658558610E0   -1.474794441216E0
    1.140000000000E1   -1.312219624757E0   -1.080608268460E0    1.554144932082E0   -1.478703197271E0
    1.145000000000E1   -1.316542453479E0   -1.083319749325E0    1.552678289616E0   -1.482600892000E0
    1.150000000000E1   -1.320822522356E0   -1.086058988069E0    1.551258400978E0   -1.486487382428E0
    1.155000000000E1   -1.325059864630E0   -1.088825347836E0    1.549885027118E0   -1.490362527980E0
    1.160000000000E1   -1.329254514456E0   -1.091618199015E0    1.548557920021E0   -1.494226190361E0
    1.165000000000E1   -1.333406506615E0   -1.094436919335E0    1.547276822599E0   -1.498078233507E0
    1.170000000000E1   -1.337515876670E0   -1.097280893907E0    1.546041468588E0   -1.501918523513E0
    1.175000000000E1   -1.341582660825E0   -1.100149515301E0    1.544851582412E0   -1.505746928563E0
    1.180000000000E1   -1.345606896627E0   -1.103042183600E0    1.543706879098E0   -1.509563318849E0
    1.185000000000E1   -1.349588622256E0   -1.105958306408E0    1.542607064166E0   -1.513367566546E0
    1.190000000000E1   -1.353527877082E0   -1.108897298894E0    1.541551833518E0   -1.517159545704E0
    1.195000000000E1   -1.357424701635E0   -1.111858583809E0    1.540540873384E0   -1.520939132229E0
    1.200000000000E1   -1.361279137616E0   -1.114841591474E0    1.539573860219E0   -1.524706203808E0
    1.205000000000E1   -1.365091228306E0   -1.117845759798E0    1.538650460645E0   -1.528460639849E0
    1.210000000000E1   -1.368861018137E0   -1.120870534254E0    1.537770331380E0   -1.532202321441E0
    1.215000000000E1   -1.372588553137E0   -1.123915367865E0    1.536933119176E0   -1.535931131296E0
    1.220000000000E1   -1.376273880906E0   -1.126979721205E0    1.536138460759E0   -1.539646953707E0
    1.225000000000E1   -1.379917050751E0   -1.130063062319E0    1.535385982836E0   -1.543349674490E0
    1.230000000000E1   -1.383518113517E0   -1.133164866732E0    1.534675302003E0   -1.547039180949E0
    1.235000000000E1   -1.387077122345E0   -1.136284617396E0    1.534006024770E0   -1.550715361823E0
    1.240000000000E1   -1.390594131908E0   -1.139421804629E0    1.533377747524E0   -1.554378107250E0
    1.245000000000E1   -1.394069199022E0   -1.142575926093E0    1.532790056517E0   -1.558027308719E0
    1.250000000000E1   -1.397502382607E0   -1.145746486718E0    1.532242527888E0   -1.561662859042E0
    1.255000000000E1   -1.400893743683E0   -1.148932998643E0    1.531734727667E0   -1.565284652311E0
    1.260000000000E1   -1.404243345804E0   -1.152134981174E0    1.531266211827E0   -1.568892583848E0
    1.265000000000E1   -1.407551254652E0   -1.155351960698E0    1.530836526284E0    1.569106103400E0
    1.270000000000E1   -1.410817538426E0   -1.158583470634E0    1.530445206953E0    1.565526204543E0
    1.275000000000E1   -1.414042267895E0   -1.161829051356E0    1.530091779811E0    1.561960474334E0
    1.280000000000E1   -1.417225516534E0   -1.165088250103E0    1.529775760962E0    1.558409012807E0
    1.285000000000E1   -1.420367360113E0   -1.168360620936E0    1.529496656710E0    1.554871918944E0
    1.290000000000E1   -1.423467877998E0   -1.171645724640E0    1.529253963664E0    1.551349290658E0
    1.295000000000E1   -1.426527151851E0   -1.174943128654E0    1.529047168829E0    1.547841224854E0
    1.300000000000E1   -1.429545266482E0   -1.178252406993E0    1.528875749682E0    1.544347817446E0
    1.305000000000E1   -1.432522309838E0   -1.181573140152E0    1.528739174356E0    1.540869163374E0
    1.310000000000E1   -1.435458372799E0   -1.184904915050E0    1.528636901720E0    1.537405356645E0
    1.315000000000E1   -1.438353549964E0   -1.188247324926E0    1.528568381568E0    1.533956490343E0
    1.320000000000E1   -1.441207938877E0   -1.191599969262E0    1.528533054750E0    1.530522656664E0
    1.325000000000E1   -1.444021640642E0   -1.194962453701E0    1.528530353320E0    1.527103946920E0
    1.330000000000E1   -1.446794759876E0   -1.198334389970E0    1.528559700745E0    1.523700451598E0
    1.335000000000E1   -1.449527404886E0   -1.201715395772E0    1.528620512090E0    1.520312260331E0
    1.340000000000E1   -1.452219687241E0   -1.205105094718E0    1.528712194201E0    1.516939461948E0
    1.345000000000E1   -1.454871723053E0   -1.208503116247E0    1.528834145941E0    1.513582144498E0
    1.350000000000E1   -1.457483631700E0   -1.211909095522E0    1.528985758387E0    1.510240395244E0
    1.355000000000E1   -1.460055536666E0   -1.215322673360E0    1.529166415058E0    1.506914300702E0
    1.360000000000E1   -1.462587565491E0   -1.218743496146E0    1.529375492190E0    1.503603946641E0
