#             E [au]         delta_0 [1]         delta_1 [1]
   2.185000000000E-1    1.051962864634E0   -1.040454194218E0
   2.190000000000E-1    1.049902210995E0   -1.042402707075E0
   2.195000000000E-1    1.047845845164E0   -1.044349288631E0
   2.200000000000E-1    1.045793763284E0   -1.046293942358E0
   2.205000000000E-1    1.043745961588E0   -1.048236671695E0
   2.210000000000E-1    1.041702436422E0   -1.050177480091E0
   2.215000000000E-1    1.039663184228E0   -1.052116370976E0
   2.220000000000E-1    1.037628201523E0   -1.054053347765E0
   2.225000000000E-1    1.035597484939E0   -1.055988413869E0
   2.230000000000E-1    1.033571031196E0   -1.057921572675E0
   2.235000000000E-1    1.031548837126E0   -1.059852827578E0
   2.240000000000E-1    1.029530899630E0   -1.061782181950E0
   2.245000000000E-1    1.027517215731E0   -1.063709639152E0
   2.250000000000E-1    1.025507782532E0   -1.065635202540E0
   2.255000000000E-1    1.023502597242E0   -1.067558875450E0
   2.260000000000E-1    1.021501657157E0   -1.069480661224E0
   2.265000000000E-1    1.019504959672E0   -1.071400563169E0
   2.270000000000E-1    1.017512502287E0   -1.073318584598E0
   2.275000000000E-1    1.015524282580E0   -1.075234728815E0
   2.280000000000E-1    1.013540298245E0   -1.077148999106E0
   2.285000000000E-1    1.011560547055E0   -1.079061398746E0
   2.290000000000E-1    1.009585026891E0   -1.080971931003E0
   2.295000000000E-1    1.007613735725E0   -1.082880599128E0
   2.300000000000E-1    1.005646671622E0   -1.084787406374E0
   2.305000000000E-1    1.003683832754E0   -1.086692355969E0
   2.310000000000E-1    1.001725217369E0   -1.088595451143E0
   2.315000000000E-1   9.997708238378E-1   -1.090496695107E0
   2.320000000000E-1   9.978206505991E-1   -1.092396091062E0
   2.325000000000E-1   9.958746962144E-1   -1.094293642213E0
   2.330000000000E-1   9.939329593205E-1   -1.096189351724E0
   2.335000000000E-1   9.919954386710E-1   -1.098083222779E0
   2.340000000000E-1   9.900621330840E-1   -1.099975258535E0
   2.345000000000E-1   9.881330415131E-1   -1.101865462145E0
   2.350000000000E-1   9.862081629882E-1   -1.103753836748E0
   2.355000000000E-1   9.842874966351E-1   -1.105640385478E0
   2.360000000000E-1   9.823710416760E-1   -1.107525111450E0
   2.365000000000E-1   9.804587974398E-1   -1.109408017785E0
   2.370000000000E-1   9.785507633430E-1   -1.111289107572E0
   2.375000000000E-1   9.766469389017E-1   -1.113168383912E0
   2.380000000000E-1   9.747473237317E-1   -1.115045849867E0
   2.385000000000E-1   9.728519175508E-1   -1.116921508527E0
   2.390000000000E-1   9.709607201640E-1   -1.118795362944E0
   2.395000000000E-1   9.690737314788E-1   -1.120667416162E0
   2.400000000000E-1   9.671909515079E-1   -1.122537671228E0
   2.405000000000E-1   9.653123803518E-1   -1.124406131164E0
   2.410000000000E-1   9.634380182180E-1   -1.126272798997E0
   2.415000000000E-1   9.615678654088E-1   -1.128137677736E0
   2.420000000000E-1   9.597019223164E-1   -1.130000770377E0
   2.425000000000E-1   9.578401894518E-1   -1.131862079913E0
   2.430000000000E-1   9.559826674110E-1   -1.133721609328E0
   2.435000000000E-1   9.541293568956E-1   -1.135579361586E0
   2.440000000000E-1   9.522802587032E-1   -1.137435339657E0
   2.445000000000E-1   9.504353737372E-1   -1.139289546480E0
   2.450000000000E-1   9.485947029906E-1   -1.141141985003E0
   2.455000000000E-1   9.467582475733E-1   -1.142992658160E0
   2.460000000000E-1   9.449260086862E-1   -1.144841568861E0
   2.465000000000E-1   9.430979876312E-1   -1.146688720041E0
   2.470000000000E-1   9.412741858065E-1   -1.148534114580E0
   2.475000000000E-1   9.394546047306E-1   -1.150377755384E0
   2.480000000000E-1   9.376392460079E-1   -1.152219645338E0
   2.485000000000E-1   9.358281113475E-1   -1.154059787309E0
   2.490000000000E-1   9.340212025638E-1   -1.155898184164E0
   2.495000000000E-1   9.322185215760E-1   -1.157734838761E0
   2.500000000000E-1   9.304200704113E-1   -1.159569753951E0
   2.505000000000E-1   9.286258511799E-1   -1.161402932560E0
   2.510000000000E-1   9.268358661311E-1   -1.163234377422E0
   2.515000000000E-1   9.250501175791E-1   -1.165064091349E0
   2.520000000000E-1   9.232686079795E-1   -1.166892077156E0
   2.525000000000E-1   9.214913398635E-1   -1.168718337640E0
   2.530000000000E-1   9.197183158887E-1   -1.170542875594E0
   2.535000000000E-1   9.179495388047E-1   -1.172365693797E0
   2.540000000000E-1   9.161850114804E-1   -1.174186795020E0
   2.545000000000E-1   9.144247368827E-1   -1.176006182032E0
   2.550000000000E-1   9.126687180925E-1   -1.177823857585E0
   2.555000000000E-1   9.109169582911E-1   -1.179639824412E0
   2.560000000000E-1   9.091694607712E-1   -1.181454085266E0
   2.565000000000E-1   9.074262289328E-1   -1.183266642865E0
   2.570000000000E-1   9.056872662978E-1   -1.185077499919E0
   2.575000000000E-1   9.039525764818E-1   -1.186886659157E0
   2.580000000000E-1   9.022221632133E-1   -1.188694123256E0
   2.585000000000E-1   9.004960303373E-1   -1.190499894923E0
   2.590000000000E-1   8.987741818146E-1   -1.192303976836E0
   2.595000000000E-1   8.970566216939E-1   -1.194106371671E0
   2.600000000000E-1   8.953433541664E-1   -1.195907082082E0
   2.605000000000E-1   8.936343835204E-1   -1.197706110735E0
   2.610000000000E-1   8.919297141578E-1   -1.199503460269E0
   2.615000000000E-1   8.902293505920E-1   -1.201299133338E0
   2.620000000000E-1   8.885332974651E-1   -1.203093132547E0
   2.625000000000E-1   8.868415595249E-1   -1.204885460536E0
   2.630000000000E-1   8.851541416247E-1   -1.206676119910E0
   2.635000000000E-1   8.834710487495E-1   -1.208465113276E0
   2.640000000000E-1   8.817922859920E-1   -1.210252443224E0
   2.645000000000E-1   8.801178585745E-1   -1.212038112344E0
   2.650000000000E-1   8.784477718205E-1   -1.213822123212E0
   2.655000000000E-1   8.767820311882E-1   -1.215604478403E0
   2.660000000000E-1   8.751206422415E-1   -1.217385180476E0
   2.665000000000E-1   8.734636106781E-1   -1.219164231977E0
   2.670000000000E-1   8.718109422950E-1   -1.220941635457E0
   2.675000000000E-1   8.701626430404E-1   -1.222717393444E0
   2.680000000000E-1   8.685187189659E-1   -1.224491508473E0
   2.685000000000E-1   8.668791762425E-1   -1.226263983063E0
   2.690000000000E-1   8.652440211810E-1   -1.228034819717E0
   2.695000000000E-1   8.636132601976E-1   -1.229804020948E0
   2.700000000000E-1   8.619868998521E-1   -1.231571589244E0
   2.705000000000E-1   8.603649468142E-1   -1.233337527095E0
   2.710000000000E-1   8.587474078882E-1   -1.235101836976E0
   2.715000000000E-1   8.571342900106E-1   -1.236864521351E0
   2.720000000000E-1   8.555256002343E-1   -1.238625582692E0
   2.725000000000E-1   8.539213457441E-1   -1.240385023445E0
   2.730000000000E-1   8.523215338702E-1   -1.242142846064E0
   2.735000000000E-1   8.507261720507E-1   -1.243899052973E0
   2.740000000000E-1   8.491352678679E-1   -1.245653646608E0
   2.745000000000E-1   8.475488290318E-1   -1.247406629394E0
   2.750000000000E-1   8.459668633850E-1   -1.249158003738E0
   2.755000000000E-1   8.443893789146E-1   -1.250907772053E0
   2.760000000000E-1   8.428163837347E-1   -1.252655936732E0
   2.765000000000E-1   8.412478860929E-1   -1.254402500159E0
   2.770000000000E-1   8.396838943728E-1   -1.256147464727E0
   2.775000000000E-1   8.381244170978E-1   -1.257890832802E0
   2.780000000000E-1   8.365694629385E-1   -1.259632606750E0
   2.785000000000E-1   8.350190406930E-1   -1.261372788932E0
   2.790000000000E-1   8.334731593086E-1   -1.263111381696E0
   2.795000000000E-1   8.319318278678E-1   -1.264848387381E0
   2.800000000000E-1   8.303950555964E-1   -1.266583808337E0
   2.805000000000E-1   8.288628518725E-1   -1.268317646874E0
   2.810000000000E-1   8.273352262083E-1   -1.270049905322E0
   2.815000000000E-1   8.258121882649E-1   -1.271780585996E0
   2.820000000000E-1   8.242937478494E-1   -1.273509691179E0
   2.825000000000E-1   8.227799149242E-1   -1.275237223189E0
   2.830000000000E-1   8.212706995884E-1   -1.276963184310E0
   2.835000000000E-1   8.197661120999E-1   -1.278687576824E0
   2.840000000000E-1   8.182661628681E-1   -1.280410403000E0
   2.845000000000E-1   8.167708624482E-1   -1.282131665107E0
   2.850000000000E-1   8.152802215559E-1   -1.283851365415E0
   2.855000000000E-1   8.137942510568E-1   -1.285569506151E0
   2.860000000000E-1   8.123129619753E-1   -1.287286089583E0
   2.865000000000E-1   8.108363654886E-1   -1.289001117939E0
   2.870000000000E-1   8.093644729369E-1   -1.290714593443E0
   2.875000000000E-1   8.078972958202E-1   -1.292426518333E0
   2.880000000000E-1   8.064348457953E-1   -1.294136894808E0
   2.885000000000E-1   8.049771346864E-1   -1.295845725082E0
   2.890000000000E-1   8.035241744690E-1   -1.297553011357E0
   2.895000000000E-1   8.020759772982E-1   -1.299258755825E0
   2.900000000000E-1   8.006325554930E-1   -1.300962960663E0
   2.905000000000E-1   7.991939215282E-1   -1.302665628065E0
   2.910000000000E-1   7.977600880596E-1   -1.304366760190E0
   2.915000000000E-1   7.963310679074E-1   -1.306066359207E0
   2.920000000000E-1   7.949068740624E-1   -1.307764427279E0
   2.925000000000E-1   7.934875196857E-1   -1.309460966548E0
   2.930000000000E-1   7.920730181347E-1   -1.311155979159E0
   2.935000000000E-1   7.906633829080E-1   -1.312849467246E0
   2.940000000000E-1   7.892586277044E-1   -1.314541432949E0
   2.945000000000E-1   7.878587663930E-1   -1.316231878370E0
   2.950000000000E-1   7.864638130341E-1   -1.317920805643E0
   2.955000000000E-1   7.850737818520E-1   -1.319608216867E0
   2.960000000000E-1   7.836886872767E-1   -1.321294114148E0
   2.965000000000E-1   7.823085438962E-1   -1.322978499568E0
   2.970000000000E-1   7.809333665072E-1   -1.324661375233E0
   2.975000000000E-1   7.795631700916E-1   -1.326342743206E0
   2.980000000000E-1   7.781979698134E-1   -1.328022605571E0
   2.985000000000E-1   7.768377810286E-1   -1.329700964391E0
   2.990000000000E-1   7.754826192982E-1   -1.331377821729E0
   2.995000000000E-1   7.741325003666E-1   -1.333053179635E0
   3.000000000000E-1   7.727874401653E-1   -1.334727040153E0
   3.005000000000E-1   7.714474548577E-1   -1.336399405329E0
   3.010000000000E-1   7.701125607742E-1   -1.338070277187E0
   3.015000000000E-1   7.687827744594E-1   -1.339739657763E0
   3.020000000000E-1   7.674581126732E-1   -1.341407549071E0
   3.025000000000E-1   7.661385923632E-1   -1.343073953125E0
   3.030000000000E-1   7.648242306952E-1   -1.344738871937E0
   3.035000000000E-1   7.635150450374E-1   -1.346402307496E0
   3.040000000000E-1   7.622110529827E-1   -1.348064261800E0
   3.045000000000E-1   7.609122723225E-1   -1.349724736835E0
   3.050000000000E-1   7.596187210664E-1   -1.351383734588E0
   3.055000000000E-1   7.583304174528E-1   -1.353041257019E0
   3.060000000000E-1   7.570473799343E-1   -1.354697306101E0
   3.065000000000E-1   7.557696271724E-1   -1.356351883802E0
   3.070000000000E-1   7.544971780719E-1   -1.358004992066E0
   3.075000000000E-1   7.532300517509E-1   -1.359656632845E0
   3.080000000000E-1   7.519682675605E-1   -1.361306808080E0
   3.085000000000E-1   7.507118450796E-1   -1.362955519705E0
   3.090000000000E-1   7.494608041219E-1   -1.364602769646E0
   3.095000000000E-1   7.482151647380E-1   -1.366248559831E0
   3.100000000000E-1   7.469749472054E-1   -1.367892892173E0
   3.105000000000E-1   7.457401720528E-1   -1.369535768580E0
   3.110000000000E-1   7.445108600399E-1   -1.371177190957E0
   3.115000000000E-1   7.432870321823E-1   -1.372817161197E0
   3.120000000000E-1   7.420687097312E-1   -1.374455681195E0
   3.125000000000E-1   7.408559141906E-1   -1.376092752833E0
   3.130000000000E-1   7.396486673183E-1   -1.377728377989E0
   3.135000000000E-1   7.384469911272E-1   -1.379362558537E0
   3.140000000000E-1   7.372509078786E-1   -1.380995296345E0
   3.145000000000E-1   7.360604400893E-1   -1.382626593269E0
   3.150000000000E-1   7.348756105606E-1   -1.384256451160E0
   3.155000000000E-1   7.336964423316E-1   -1.385884871864E0
   3.160000000000E-1   7.325229587229E-1   -1.387511857234E0
   3.165000000000E-1   7.313551833157E-1   -1.389137409096E0
   3.170000000000E-1   7.301931399689E-1   -1.390761529280E0
   3.175000000000E-1   7.290368528255E-1   -1.392384219609E0
   3.180000000000E-1   7.278863462845E-1   -1.394005481905E0
   3.185000000000E-1   7.267416450445E-1   -1.395625317972E0
   3.190000000000E-1   7.256027740744E-1   -1.397243729619E0
   3.195000000000E-1   7.244697586403E-1   -1.398860718650E0
   3.200000000000E-1   7.233426242906E-1   -1.400476286849E0
   3.205000000000E-1   7.222213968737E-1   -1.402090436011E0
   3.210000000000E-1   7.211061025193E-1   -1.403703167909E0
   3.215000000000E-1   7.199967676682E-1   -1.405314484331E0
   3.220000000000E-1   7.188934190536E-1   -1.406924387033E0
   3.225000000000E-1   7.177960837264E-1   -1.408532877784E0
   3.230000000000E-1   7.167047890341E-1   -1.410139958349E0
   3.235000000000E-1   7.156195626395E-1   -1.411745630473E0
   3.240000000000E-1   7.145404325186E-1   -1.413349895903E0
   3.245000000000E-1   7.134674269718E-1   -1.414952756380E0
   3.250000000000E-1   7.124005746058E-1   -1.416554213644E0
   3.255000000000E-1   7.113399043652E-1   -1.418154269415E0
   3.260000000000E-1   7.102854455203E-1   -1.419752925427E0
   3.265000000000E-1   7.092372276716E-1   -1.421350183386E0
   3.270000000000E-1   7.081952807493E-1   -1.422946045016E0
   3.275000000000E-1   7.071596350315E-1   -1.424540512014E0
   3.280000000000E-1   7.061303211283E-1   -1.426133586082E0
   3.285000000000E-1   7.051073700187E-1   -1.427725268923E0
   3.290000000000E-1   7.040908130011E-1   -1.429315562218E0
   3.295000000000E-1   7.030806817478E-1   -1.430904467658E0
   3.300000000000E-1   7.020770082791E-1   -1.432491986913E0
   3.305000000000E-1   7.010798249846E-1   -1.434078121664E0
   3.310000000000E-1   7.000891646156E-1   -1.435662873574E0
   3.315000000000E-1   6.991050602921E-1   -1.437246244304E0
   3.320000000000E-1   6.981275455055E-1   -1.438828235515E0
   3.325000000000E-1   6.971566541306E-1   -1.440408848856E0
   3.330000000000E-1   6.961924204189E-1   -1.441988085966E0
   3.335000000000E-1   6.952348790101E-1   -1.443565948492E0
   3.340000000000E-1   6.942840649424E-1   -1.445142438068E0
   3.345000000000E-1   6.933400136331E-1   -1.446717556319E0
   3.350000000000E-1   6.924027609068E-1   -1.448291304871E0
   3.355000000000E-1   6.914723429965E-1   -1.449863685342E0
   3.360000000000E-1   6.905487965405E-1   -1.451434699344E0
   3.365000000000E-1   6.896321585752E-1   -1.453004348492E0
   3.370000000000E-1   6.887224665746E-1   -1.454572634372E0
   3.375000000000E-1   6.878197584357E-1   -1.456139558592E0
   3.380000000000E-1   6.869240724569E-1   -1.457705122745E0
   3.385000000000E-1   6.860354473958E-1   -1.459269328415E0
   3.390000000000E-1   6.851539224322E-1   -1.460832177182E0
   3.395000000000E-1   6.842795371979E-1   -1.462393670618E0
   3.400000000000E-1   6.834123317590E-1   -1.463953810304E0
   3.405000000000E-1   6.825523466389E-1   -1.465512597790E0
   3.410000000000E-1   6.816996228190E-1   -1.467070034647E0
   3.415000000000E-1   6.808542017510E-1   -1.468626122434E0
   3.420000000000E-1   6.800161253329E-1   -1.470180862685E0
   3.425000000000E-1   6.791854359543E-1   -1.471734256958E0
   3.430000000000E-1   6.783621764804E-1   -1.473286306786E0
   3.435000000000E-1   6.775463902479E-1   -1.474837013706E0
   3.440000000000E-1   6.767381210965E-1   -1.476386379242E0
   3.445000000000E-1   6.759374133458E-1   -1.477934404925E0
   3.450000000000E-1   6.751443118484E-1   -1.479481092272E0
   3.455000000000E-1   6.743588619313E-1   -1.481026442793E0
   3.460000000000E-1   6.735811094386E-1   -1.482570458001E0
   3.465000000000E-1   6.728111007477E-1   -1.484113139395E0
   3.470000000000E-1   6.720488827517E-1   -1.485654488482E0
   3.475000000000E-1   6.712945028720E-1   -1.487194506745E0
   3.480000000000E-1   6.705480090704E-1   -1.488733195682E0
   3.485000000000E-1   6.698094498577E-1   -1.490270556767E0
   3.490000000000E-1   6.690788742752E-1   -1.491806591492E0
   3.495000000000E-1   6.683563319435E-1   -1.493341301318E0
   3.500000000000E-1   6.676418730371E-1   -1.494874687722E0
   3.505000000000E-1   6.669355482986E-1   -1.496406752166E0
   3.510000000000E-1   6.662374090487E-1   -1.497937496109E0
   3.515000000000E-1   6.655475071892E-1   -1.499466920999E0
   3.520000000000E-1   6.648658952058E-1   -1.500995028293E0
   3.525000000000E-1   6.641926262022E-1   -1.502521819434E0
   3.530000000000E-1   6.635277538603E-1   -1.504047295856E0
   3.535000000000E-1   6.628713324949E-1   -1.505571459006E0
   3.540000000000E-1   6.622234170229E-1   -1.507094310300E0
   3.545000000000E-1   6.615840629949E-1   -1.508615851174E0
   3.550000000000E-1   6.609533265930E-1   -1.510136083040E0
   3.555000000000E-1   6.603312646475E-1   -1.511655007316E0
   3.560000000000E-1   6.597179346270E-1   -1.513172625416E0
   3.565000000000E-1   6.591133946682E-1   -1.514688938742E0
   3.570000000000E-1   6.585177035591E-1   -1.516203948696E0
   3.575000000000E-1   6.579309207656E-1   -1.517717656677E0
   3.580000000000E-1   6.573531064471E-1   -1.519230064073E0
   3.585000000000E-1   6.567843214241E-1   -1.520741172275E0
   3.590000000000E-1   6.562246272432E-1   -1.522250982665E0
   3.595000000000E-1   6.556740861457E-1   -1.523759496619E0
   3.600000000000E-1   6.551327610691E-1   -1.525266715508E0
   3.605000000000E-1   6.546007156996E-1   -1.526772640700E0
   3.610000000000E-1   6.540780144471E-1   -1.528277273566E0
   3.615000000000E-1   6.535647224627E-1   -1.529780615462E0
   3.620000000000E-1   6.530609056347E-1   -1.531282667742E0
   3.625000000000E-1   6.525666306289E-1   -1.532783431750E0
   3.630000000000E-1   6.520819648614E-1   -1.534282908839E0
   3.635000000000E-1   6.516069765411E-1   -1.535781100349E0
   3.640000000000E-1   6.511417346466E-1   -1.537278007614E0
   3.645000000000E-1   6.506863089762E-1   -1.538773631970E0
   3.650000000000E-1   6.502407701057E-1   -1.540267974738E0
   3.655000000000E-1   6.498051894498E-1   -1.541761037243E0
   3.660000000000E-1   6.493796392296E-1   -1.543252820805E0
   3.665000000000E-1   6.489641925217E-1   -1.544743326739E0
   3.670000000000E-1   6.485589232331E-1   -1.546232556349E0
   3.675000000000E-1   6.481639061427E-1   -1.547720510943E0
   3.680000000000E-1   6.477792168785E-1   -1.549207191820E0
   3.685000000000E-1   6.474049319538E-1   -1.550692600279E0
   3.690000000000E-1   6.470411287734E-1   -1.552176737608E0
   3.695000000000E-1   6.466878856335E-1   -1.553659605093E0
   3.700000000000E-1   6.463452817477E-1   -1.555141204024E0
   3.705000000000E-1   6.460133972473E-1   -1.556621535671E0
   3.710000000000E-1   6.456923131960E-1   -1.558100601311E0
   3.715000000000E-1   6.453821115938E-1   -1.559578402215E0
   3.720000000000E-1   6.450828754155E-1   -1.561054939645E0
   3.725000000000E-1   6.447946885872E-1   -1.562530214866E0
   3.730000000000E-1   6.445176360161E-1   -1.564004229129E0
   3.735000000000E-1   6.442518035995E-1   -1.565476983693E0
   3.740000000000E-1   6.439972782422E-1   -1.566948479799E0
   3.745000000000E-1   6.437541478613E-1   -1.568418718697E0
   3.750000000000E-1   6.435225014032E-1   -1.569887701621E0
   3.755000000000E-1   6.433024288509E-1    1.570237223785E0
   3.760000000000E-1   6.430940212440E-1    1.568770749102E0
   3.765000000000E-1   6.428973706868E-1    1.567305526701E0
   3.770000000000E-1   6.427125703556E-1    1.565841555359E0
   3.775000000000E-1   6.425397145215E-1    1.564378833857E0
   3.780000000000E-1   6.423788985769E-1    1.562917360979E0
   3.785000000000E-1   6.422302190068E-1    1.561457135519E0
   3.790000000000E-1   6.420937734474E-1    1.559998156266E0
   3.795000000000E-1   6.419696606742E-1    1.558540422028E0
   3.800000000000E-1   6.418579806178E-1    1.557083931597E0
   3.805000000000E-1   6.417588343859E-1    1.555628683788E0
   3.810000000000E-1   6.416723242735E-1    1.554174677411E0
   3.815000000000E-1   6.415985537881E-1    1.552721911279E0
   3.820000000000E-1   6.415376276262E-1    1.551270384213E0
   3.825000000000E-1   6.414896517474E-1    1.549820095036E0
   3.830000000000E-1   6.414547333380E-1    1.548371042578E0
   3.835000000000E-1   6.414329808611E-1    1.546923225665E0
   3.840000000000E-1   6.414245040330E-1    1.545476643138E0
   3.845000000000E-1   6.414294138792E-1    1.544031293835E0
   3.850000000000E-1   6.414478227228E-1    1.542587176605E0
   3.855000000000E-1   6.414798442196E-1    1.541144290287E0
   3.860000000000E-1   6.415255933542E-1    1.539702633741E0
   3.865000000000E-1   6.415851864641E-1    1.538262205816E0
   3.870000000000E-1   6.416587412643E-1    1.536823005385E0
   3.875000000000E-1   6.417463768408E-1    1.535385031295E0
   3.880000000000E-1   6.418482136960E-1    1.533948282427E0
   3.885000000000E-1   6.419643737469E-1    1.532512757648E0
   3.890000000000E-1   6.420949803507E-1    1.531078455830E0
   3.895000000000E-1   6.422401583028E-1    1.529645375866E0
   3.900000000000E-1   6.424000338751E-1    1.528213516627E0
   3.905000000000E-1   6.425747348263E-1    1.526782877008E0
   3.910000000000E-1   6.427643904126E-1    1.525353455898E0
   3.915000000000E-1   6.429691314150E-1    1.523925252200E0
   3.920000000000E-1   6.431890901429E-1    1.522498264799E0
   3.925000000000E-1   6.434244004733E-1    1.521072492614E0
   3.930000000000E-1   6.436751978317E-1    1.519647934544E0
   3.935000000000E-1   6.439416192618E-1    1.518224589502E0
   3.940000000000E-1   6.442238034028E-1    1.516802456406E0
   3.945000000000E-1   6.445218905103E-1    1.515381534169E0
   3.950000000000E-1   6.448360224947E-1    1.513961821721E0
   3.955000000000E-1   6.451663429239E-1    1.512543317987E0
   3.960000000000E-1   6.455129970359E-1    1.511126021899E0
   3.965000000000E-1   6.458761317816E-1    1.509709932386E0
   3.970000000000E-1   6.462558958134E-1    1.508295048393E0
   3.975000000000E-1   6.466524395327E-1    1.506881368860E0
   3.980000000000E-1   6.470659150863E-1    1.505468892731E0
   3.985000000000E-1   6.474964763783E-1    1.504057618959E0
   3.990000000000E-1   6.479442791273E-1    1.502647546493E0
   3.995000000000E-1   6.484094808408E-1    1.501238674295E0
   4.000000000000E-1   6.488922408688E-1    1.499831001325E0
   4.005000000000E-1   6.493927203935E-1    1.498424526548E0
   4.010000000000E-1   6.499110824636E-1    1.497019248931E0
   4.015000000000E-1   6.504474920213E-1    1.495615167450E0
   4.020000000000E-1   6.510021158962E-1    1.494212281076E0
   4.025000000000E-1   6.515751228424E-1    1.492810588796E0
   4.030000000000E-1   6.521666835557E-1    1.491410089587E0
   4.035000000000E-1   6.527769706847E-1    1.490010782436E0
   4.040000000000E-1   6.534061588556E-1    1.488612666340E0
   4.045000000000E-1   6.540544246920E-1    1.487215740289E0
   4.050000000000E-1   6.547219468252E-1    1.485820003284E0
   4.055000000000E-1   6.554089059210E-1    1.484425454320E0
   4.060000000000E-1   6.561154846862E-1    1.483032092411E0
   4.065000000000E-1   6.568418679002E-1    1.481639916569E0
   4.070000000000E-1   6.575882424283E-1    1.480248925795E0
   4.075000000000E-1   6.583547972295E-1    1.478859119113E0
   4.080000000000E-1   6.591417233942E-1    1.477470495542E0
   4.085000000000E-1   6.599492141418E-1    1.476083054109E0
   4.090000000000E-1   6.607774648427E-1    1.474696793837E0
   4.095000000000E-1   6.616266730439E-1    1.473311713753E0
   4.100000000000E-1   6.624970384718E-1    1.471927812903E0
   4.105000000000E-1   6.633887630663E-1    1.470545090319E0
   4.110000000000E-1   6.643020509832E-1    1.469163545041E0
   4.115000000000E-1   6.652371086027E-1    1.467783176116E0
   4.120000000000E-1   6.661941445684E-1    1.466403982597E0
   4.125000000000E-1   6.671733697782E-1    1.465025963528E0
   4.130000000000E-1   6.681749974058E-1    1.463649117971E0
   4.135000000000E-1   6.691992429316E-1    1.462273444984E0
   4.140000000000E-1   6.702463241247E-1    1.460898943632E0
   4.145000000000E-1   6.713164610851E-1    1.459525612976E0
   4.150000000000E-1   6.724098762315E-1    1.458153452092E0
   4.155000000000E-1   6.735267943308E-1    1.456782460047E0
   4.160000000000E-1   6.746674425020E-1    1.455412635930E0
   4.165000000000E-1   6.758320502348E-1    1.454043978807E0
   4.170000000000E-1   6.770208493724E-1    1.452676487769E0
   4.175000000000E-1   6.782340741510E-1    1.451310161905E0
   4.180000000000E-1   6.794719611918E-1    1.449945000304E0
   4.185000000000E-1   6.807347495169E-1    1.448581002057E0
   4.190000000000E-1   6.820226805364E-1    1.447218166270E0
   4.195000000000E-1   6.833359980871E-1    1.445856492040E0
   4.200000000000E-1   6.846749484026E-1    1.444495978466E0
   4.205000000000E-1   6.860397801202E-1    1.443136624664E0
   4.210000000000E-1   6.874307443151E-1    1.441778429744E0
   4.215000000000E-1   6.888480944685E-1    1.440421392820E0
   4.220000000000E-1   6.902920864792E-1    1.439065513005E0
   4.225000000000E-1   6.917629786428E-1    1.437710789429E0
   4.230000000000E-1   6.932610316946E-1    1.436357221214E0
   4.235000000000E-1   6.947865087491E-1    1.435004807489E0
   4.240000000000E-1   6.963396753339E-1    1.433653547383E0
   4.245000000000E-1   6.979207993529E-1    1.432303440035E0
   4.250000000000E-1   6.995301511095E-1    1.430954484584E0
   4.255000000000E-1   7.011680032635E-1    1.429606680165E0
   4.260000000000E-1   7.028346308321E-1    1.428260025933E0
   4.265000000000E-1   7.045303111791E-1    1.426914521030E0
   4.270000000000E-1   7.062553239901E-1    1.425570164610E0
   4.275000000000E-1   7.080099512630E-1    1.424226955823E0
   4.280000000000E-1   7.097944772619E-1    1.422884893840E0
   4.285000000000E-1   7.116091885160E-1    1.421543977810E0
   4.290000000000E-1   7.134543738096E-1    1.420204206908E0
   4.295000000000E-1   7.153303240922E-1    1.418865580295E0
   4.300000000000E-1   7.172373325238E-1    1.417528097145E0
   4.305000000000E-1   7.191756943898E-1    1.416191756636E0
   4.310000000000E-1   7.211457070766E-1    1.414856557943E0
   4.315000000000E-1   7.231476700265E-1    1.413522500249E0
   4.320000000000E-1   7.251818847267E-1    1.412189582735E0
   4.325000000000E-1   7.272486546153E-1    1.410857804597E0
   4.330000000000E-1   7.293482850736E-1    1.409527165016E0
   4.335000000000E-1   7.314810833483E-1    1.408197663197E0
   4.340000000000E-1   7.336473585105E-1    1.406869298332E0
   4.345000000000E-1   7.358474213868E-1    1.405542069624E0
   4.350000000000E-1   7.380815844842E-1    1.404215976276E0
   4.355000000000E-1   7.403501619615E-1    1.402891017495E0
   4.360000000000E-1   7.426534695186E-1    1.401567192496E0
   4.365000000000E-1   7.449918243349E-1    1.400244500484E0
   4.370000000000E-1   7.473655450062E-1    1.398922940687E0
   4.375000000000E-1   7.497749514267E-1    1.397602512315E0
   4.380000000000E-1   7.522203647266E-1    1.396283214597E0
   4.385000000000E-1   7.547021071745E-1    1.394965046756E0
   4.390000000000E-1   7.572205020599E-1    1.393648008026E0
   4.395000000000E-1   7.597758736088E-1    1.392332097640E0
   4.400000000000E-1   7.623685468726E-1    1.391017314831E0
   4.405000000000E-1   7.649988476114E-1    1.389703658838E0
   4.410000000000E-1   7.676671021457E-1    1.388391128909E0
   4.415000000000E-1   7.703736372960E-1    1.387079724280E0
   4.420000000000E-1   7.731187801897E-1    1.385769444206E0
   4.425000000000E-1   7.759028581330E-1    1.384460287941E0
   4.430000000000E-1   7.787261984984E-1    1.383152254734E0
   4.435000000000E-1   7.815891285331E-1    1.381845343847E0
   4.440000000000E-1   7.844919752472E-1    1.380539554535E0
   4.445000000000E-1   7.874350651902E-1    1.379234886073E0
   4.450000000000E-1   7.904187243524E-1    1.377931337716E0
   4.455000000000E-1   7.934432779078E-1    1.376628908749E0
   4.460000000000E-1   7.965090500902E-1    1.375327598430E0
